"Step","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm__MIN","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm__MAX"
"3120","6697.10400390625","6697.10400390625","6697.10400390625"
"3140","20912.892578125","20912.892578125","20912.892578125"
"3160","11231.2822265625","11231.2822265625","11231.2822265625"
"3180","29065.15234375","29065.15234375","29065.15234375"
"3200","14325.1845703125","14325.1845703125","14325.1845703125"
"3220","10843.1357421875","10843.1357421875","10843.1357421875"
"3240","13731.400390625","13731.400390625","13731.400390625"
"3260","18071.369140625","18071.369140625","18071.369140625"
"3280","15410.8623046875","15410.8623046875","15410.8623046875"
"3300","14063.66015625","14063.66015625","14063.66015625"
"3320","8922.15625","8922.15625","8922.15625"
"3340","17917.66015625","17917.66015625","17917.66015625"
"3360","9864.1328125","9864.1328125","9864.1328125"
"3380","30133.60546875","30133.60546875","30133.60546875"
"3400","18594.150390625","18594.150390625","18594.150390625"
"3420","13985.3916015625","13985.3916015625","13985.3916015625"
"3440","10996.890625","10996.890625","10996.890625"
"3460","48658.4765625","48658.4765625","48658.4765625"
"3480","35529.59765625","35529.59765625","35529.59765625"
"3500","17185.73046875","17185.73046875","17185.73046875"
"3520","12868.3759765625","12868.3759765625","12868.3759765625"
"3540","25327.6875","25327.6875","25327.6875"
"3560","11619.970703125","11619.970703125","11619.970703125"
"3580","11811.7509765625","11811.7509765625","11811.7509765625"
"3600","21649.76171875","21649.76171875","21649.76171875"
"3620","14860.478515625","14860.478515625","14860.478515625"
"3640","11274.9658203125","11274.9658203125","11274.9658203125"
"3660","16647.384765625","16647.384765625","16647.384765625"
"3680","14709.8876953125","14709.8876953125","14709.8876953125"
"3700","17880.236328125","17880.236328125","17880.236328125"
"3720","11094.0859375","11094.0859375","11094.0859375"
"3740","13899.4609375","13899.4609375","13899.4609375"
"3760","12406.3505859375","12406.3505859375","12406.3505859375"
"3780","21193.740234375","21193.740234375","21193.740234375"
"3800","12010.0107421875","12010.0107421875","12010.0107421875"
"3820","11866.353515625","11866.353515625","11866.353515625"
"3840","10071.0029296875","10071.0029296875","10071.0029296875"
"3860","19756.044921875","19756.044921875","19756.044921875"
"3880","22182.94921875","22182.94921875","22182.94921875"
"3900","16564.970703125","16564.970703125","16564.970703125"
"3920","8558.5673828125","8558.5673828125","8558.5673828125"
"3940","7889.171875","7889.171875","7889.171875"
"3960","9999.89453125","9999.89453125","9999.89453125"
"3980","13037.05859375","13037.05859375","13037.05859375"
"4000","27131.185546875","27131.185546875","27131.185546875"
"4020","13693.220703125","13693.220703125","13693.220703125"
"4040","10118.3046875","10118.3046875","10118.3046875"
"4060","12893.4267578125","12893.4267578125","12893.4267578125"
"4080","21106.68359375","21106.68359375","21106.68359375"
"4100","22537.6640625","22537.6640625","22537.6640625"
"4120","13852.69921875","13852.69921875","13852.69921875"
"4140","8591.87109375","8591.87109375","8591.87109375"
"4160","20201.26953125","20201.26953125","20201.26953125"
"4180","17904.982421875","17904.982421875","17904.982421875"
"4200","23585.322265625","23585.322265625","23585.322265625"
"4220","13006.0380859375","13006.0380859375","13006.0380859375"
"4240","9284.9912109375","9284.9912109375","9284.9912109375"
"4260","9204.4072265625","9204.4072265625","9204.4072265625"
"4280","9339.16796875","9339.16796875","9339.16796875"
"4300","23045.173828125","23045.173828125","23045.173828125"
"4320","5880.02978515625","5880.02978515625","5880.02978515625"
"4340","18199.75","18199.75","18199.75"
"4360","17635.46484375","17635.46484375","17635.46484375"
"4380","12614.423828125","12614.423828125","12614.423828125"
"4400","23235.763671875","23235.763671875","23235.763671875"
"4420","13837.4033203125","13837.4033203125","13837.4033203125"
"4440","10276.015625","10276.015625","10276.015625"
"4460","10116.638671875","10116.638671875","10116.638671875"
"4480","11905.1787109375","11905.1787109375","11905.1787109375"
"4500","13527.583984375","13527.583984375","13527.583984375"
"4520","8177.67626953125","8177.67626953125","8177.67626953125"
"4540","14723.4208984375","14723.4208984375","14723.4208984375"
"4560","41860.5546875","41860.5546875","41860.5546875"
"4580","35101.4296875","35101.4296875","35101.4296875"
"4600","12567.1142578125","12567.1142578125","12567.1142578125"
"4620","10108.9306640625","10108.9306640625","10108.9306640625"
"4640","22026","22026","22026"
"4660","10443.7822265625","10443.7822265625","10443.7822265625"
"4680","10691.05078125","10691.05078125","10691.05078125"
"4700","19468.05859375","19468.05859375","19468.05859375"
"4720","15887.9736328125","15887.9736328125","15887.9736328125"
"4740","42486.30859375","42486.30859375","42486.30859375"
"4760","16207.216796875","16207.216796875","16207.216796875"
"4780","11187.1923828125","11187.1923828125","11187.1923828125"
"4800","13529.83984375","13529.83984375","13529.83984375"
"4820","22728.703125","22728.703125","22728.703125"
"4840","9765.201171875","9765.201171875","9765.201171875"
"4860","11139.2958984375","11139.2958984375","11139.2958984375"
"4880","12303.921875","12303.921875","12303.921875"
"4900","49323.046875","49323.046875","49323.046875"
"4920","14958.533203125","14958.533203125","14958.533203125"
"4940","7452.34765625","7452.34765625","7452.34765625"
"4960","10424.048828125","10424.048828125","10424.048828125"
"4980","6157.72900390625","6157.72900390625","6157.72900390625"
"5000","12388.7568359375","12388.7568359375","12388.7568359375"
"5020","13057.26171875","13057.26171875","13057.26171875"
"5040","15513.234375","15513.234375","15513.234375"
"5060","43267.5546875","43267.5546875","43267.5546875"
"5080","9682.224609375","9682.224609375","9682.224609375"
"5100","11816.755859375","11816.755859375","11816.755859375"
"5120","38896.53125","38896.53125","38896.53125"
"5140","11467.2216796875","11467.2216796875","11467.2216796875"
"5160","10422.0087890625","10422.0087890625","10422.0087890625"
"5180","11360.24609375","11360.24609375","11360.24609375"
"5200","9089.7119140625","9089.7119140625","9089.7119140625"
"5220","15557.359375","15557.359375","15557.359375"
"5240","14501.33984375","14501.33984375","14501.33984375"
"5260","10198.390625","10198.390625","10198.390625"
"5280","14040.138671875","14040.138671875","14040.138671875"
"5300","12842.5166015625","12842.5166015625","12842.5166015625"
"5320","13501.0185546875","13501.0185546875","13501.0185546875"
"5340","17178.830078125","17178.830078125","17178.830078125"
"5360","13261.7421875","13261.7421875","13261.7421875"
"5380","20884.232421875","20884.232421875","20884.232421875"
"5400","15242.83203125","15242.83203125","15242.83203125"
"5420","8533.18359375","8533.18359375","8533.18359375"
"5440","40239.546875","40239.546875","40239.546875"
"5460","11190.6328125","11190.6328125","11190.6328125"
"5480","9886.947265625","9886.947265625","9886.947265625"
"5500","11274.4345703125","11274.4345703125","11274.4345703125"
"5520","10865.5908203125","10865.5908203125","10865.5908203125"
"5540","14190.02734375","14190.02734375","14190.02734375"
"5560","27164.673828125","27164.673828125","27164.673828125"
"5580","19528.73828125","19528.73828125","19528.73828125"
"5600","24126.634765625","24126.634765625","24126.634765625"
"5620","17150.650390625","17150.650390625","17150.650390625"
"5640","14761.25390625","14761.25390625","14761.25390625"
"5660","21388.298828125","21388.298828125","21388.298828125"
"5680","10045.83984375","10045.83984375","10045.83984375"
"5700","11309.236328125","11309.236328125","11309.236328125"
"5720","12693.0859375","12693.0859375","12693.0859375"
"5740","10829.6494140625","10829.6494140625","10829.6494140625"
"5760","19595.830078125","19595.830078125","19595.830078125"
"5780","9286.3447265625","9286.3447265625","9286.3447265625"
"5800","17405.265625","17405.265625","17405.265625"
"5820","11896.509765625","11896.509765625","11896.509765625"
"5840","28889.173828125","28889.173828125","28889.173828125"
"5860","12230.0478515625","12230.0478515625","12230.0478515625"
"5880","13700.142578125","13700.142578125","13700.142578125"
"5900","11544.8642578125","11544.8642578125","11544.8642578125"
"5920","13602.505859375","13602.505859375","13602.505859375"
"5940","11166.0634765625","11166.0634765625","11166.0634765625"
"5960","11124.921875","11124.921875","11124.921875"
"5980","17079.4140625","17079.4140625","17079.4140625"
"6000","9715.2255859375","9715.2255859375","9715.2255859375"
"6020","12503.0048828125","12503.0048828125","12503.0048828125"
"6040","17755.8125","17755.8125","17755.8125"
"6060","13961.5517578125","13961.5517578125","13961.5517578125"
"6080","22444.46875","22444.46875","22444.46875"
"6100","12958.3564453125","12958.3564453125","12958.3564453125"
"6120","10590.8359375","10590.8359375","10590.8359375"
"6140","6976.34814453125","6976.34814453125","6976.34814453125"
"6160","7396.99755859375","7396.99755859375","7396.99755859375"
"6180","6837.59619140625","6837.59619140625","6837.59619140625"
"6200","19232.28125","19232.28125","19232.28125"
"6220","17445.306640625","17445.306640625","17445.306640625"
"6240","15883.4130859375","15883.4130859375","15883.4130859375"
"6260","11827.15625","11827.15625","11827.15625"
"6280","9737.1142578125","9737.1142578125","9737.1142578125"
"6300","15385.083984375","15385.083984375","15385.083984375"
"6320","9254.2607421875","9254.2607421875","9254.2607421875"
"6340","14488.9052734375","14488.9052734375","14488.9052734375"
"6360","10916.7021484375","10916.7021484375","10916.7021484375"
"6380","9479.6630859375","9479.6630859375","9479.6630859375"
"6400","10403.794921875","10403.794921875","10403.794921875"
"6420","39352.359375","39352.359375","39352.359375"
"6440","11523.125","11523.125","11523.125"
"6460","10703.287109375","10703.287109375","10703.287109375"
"6480","17050.509765625","17050.509765625","17050.509765625"
"6500","9870.2333984375","9870.2333984375","9870.2333984375"
"6520","14168.880859375","14168.880859375","14168.880859375"
"6540","16864.177734375","16864.177734375","16864.177734375"
"6560","9567.341796875","9567.341796875","9567.341796875"
"6580","27601.912109375","27601.912109375","27601.912109375"
"6600","11055.181640625","11055.181640625","11055.181640625"
"6620","10005.427734375","10005.427734375","10005.427734375"
"6640","28130.03125","28130.03125","28130.03125"
"6660","6297.56005859375","6297.56005859375","6297.56005859375"
"6680","10104.5625","10104.5625","10104.5625"
"6700","9007.4404296875","9007.4404296875","9007.4404296875"
"6720","9541.5341796875","9541.5341796875","9541.5341796875"
"6740","26064.953125","26064.953125","26064.953125"
"6760","13148.4228515625","13148.4228515625","13148.4228515625"
"6780","17422.189453125","17422.189453125","17422.189453125"
"6800","22899.05859375","22899.05859375","22899.05859375"
"6820","8151.68115234375","8151.68115234375","8151.68115234375"
"6840","15716.2919921875","15716.2919921875","15716.2919921875"
"6860","15920.0029296875","15920.0029296875","15920.0029296875"
"6880","10202.431640625","10202.431640625","10202.431640625"
"6900","11144.7158203125","11144.7158203125","11144.7158203125"
"6920","12750.1455078125","12750.1455078125","12750.1455078125"
"6940","13864.37109375","13864.37109375","13864.37109375"
"6960","10968.31640625","10968.31640625","10968.31640625"
"6980","20509.8046875","20509.8046875","20509.8046875"
"7000","10741.662109375","10741.662109375","10741.662109375"
"7020","16841.1484375","16841.1484375","16841.1484375"
"7040","11367.7763671875","11367.7763671875","11367.7763671875"
"7060","12897.7734375","12897.7734375","12897.7734375"
"7080","10426.138671875","10426.138671875","10426.138671875"
"7100","12108.65234375","12108.65234375","12108.65234375"
"7120","11794.0517578125","11794.0517578125","11794.0517578125"
"7140","26633.326171875","26633.326171875","26633.326171875"
"7160","13651.8466796875","13651.8466796875","13651.8466796875"
"7180","9934.783203125","9934.783203125","9934.783203125"
"7200","11967.0517578125","11967.0517578125","11967.0517578125"
"7220","14982.8935546875","14982.8935546875","14982.8935546875"
"7240","14460.2958984375","14460.2958984375","14460.2958984375"
"7260","6888.591796875","6888.591796875","6888.591796875"
"7280","8057.5419921875","8057.5419921875","8057.5419921875"
"7300","11818.2236328125","11818.2236328125","11818.2236328125"
"7320","9237.498046875","9237.498046875","9237.498046875"
"7340","9329.869140625","9329.869140625","9329.869140625"
"7360","9762.794921875","9762.794921875","9762.794921875"
"7380","17486.001953125","17486.001953125","17486.001953125"
"7400","8429.7861328125","8429.7861328125","8429.7861328125"
"7420","11775.193359375","11775.193359375","11775.193359375"
"7440","8598.8544921875","8598.8544921875","8598.8544921875"
"7460","15660.4716796875","15660.4716796875","15660.4716796875"
"7480","14451.1962890625","14451.1962890625","14451.1962890625"
"7500","10804.0048828125","10804.0048828125","10804.0048828125"
"7520","9760.1083984375","9760.1083984375","9760.1083984375"
"7540","13122.798828125","13122.798828125","13122.798828125"
"7560","7808.01220703125","7808.01220703125","7808.01220703125"
"7580","20127.423828125","20127.423828125","20127.423828125"
"7600","10116.7685546875","10116.7685546875","10116.7685546875"
"7620","8103.5390625","8103.5390625","8103.5390625"
"7640","21309.416015625","21309.416015625","21309.416015625"
"7660","9602.9755859375","9602.9755859375","9602.9755859375"
"7680","9741.3486328125","9741.3486328125","9741.3486328125"
"7700","12375.9931640625","12375.9931640625","12375.9931640625"
"7720","20604.884765625","20604.884765625","20604.884765625"
"7740","13517.5712890625","13517.5712890625","13517.5712890625"
"7760","6477.1240234375","6477.1240234375","6477.1240234375"
"7780","19318.89453125","19318.89453125","19318.89453125"
"7800","13614.27734375","13614.27734375","13614.27734375"
"7820","13503.443359375","13503.443359375","13503.443359375"
"7840","8923.5927734375","8923.5927734375","8923.5927734375"
"7860","23620.814453125","23620.814453125","23620.814453125"
"7880","10335.8896484375","10335.8896484375","10335.8896484375"
"7900","19457.568359375","19457.568359375","19457.568359375"
"7920","30267.74609375","30267.74609375","30267.74609375"
"7940","9308.8837890625","9308.8837890625","9308.8837890625"
"7960","6482.0986328125","6482.0986328125","6482.0986328125"
"7980","10979.552734375","10979.552734375","10979.552734375"
"8000","12147.8232421875","12147.8232421875","12147.8232421875"
"8020","9195.1044921875","9195.1044921875","9195.1044921875"
"8040","13985.025390625","13985.025390625","13985.025390625"
"8060","19938.494140625","19938.494140625","19938.494140625"
"8080","25724.501953125","25724.501953125","25724.501953125"
"8100","12456.62109375","12456.62109375","12456.62109375"
"8120","8753.4638671875","8753.4638671875","8753.4638671875"
"8140","8898.2919921875","8898.2919921875","8898.2919921875"
"8160","16696.1015625","16696.1015625","16696.1015625"
"8180","17815.8828125","17815.8828125","17815.8828125"
"8200","7688.7421875","7688.7421875","7688.7421875"
"8220","11881.5283203125","11881.5283203125","11881.5283203125"
"8240","20334.958984375","20334.958984375","20334.958984375"
"8260","29288.09765625","29288.09765625","29288.09765625"
"8280","16912.255859375","16912.255859375","16912.255859375"
"8300","8900.626953125","8900.626953125","8900.626953125"
"8320","39515.71875","39515.71875","39515.71875"
"8340","9645.8115234375","9645.8115234375","9645.8115234375"
"8360","12590.05078125","12590.05078125","12590.05078125"
"8380","6162.861328125","6162.861328125","6162.861328125"
"8400","10877.0888671875","10877.0888671875","10877.0888671875"
"8420","8434.3408203125","8434.3408203125","8434.3408203125"
"8440","25015.5859375","25015.5859375","25015.5859375"
"8460","8023.18701171875","8023.18701171875","8023.18701171875"
"8480","9570.1181640625","9570.1181640625","9570.1181640625"
"8500","8592.1328125","8592.1328125","8592.1328125"
"8520","7386.91748046875","7386.91748046875","7386.91748046875"
"8540","14052.9013671875","14052.9013671875","14052.9013671875"
"8560","15105.64453125","15105.64453125","15105.64453125"
"8580","12392.2890625","12392.2890625","12392.2890625"
"8600","15643.6455078125","15643.6455078125","15643.6455078125"
"8620","9209.314453125","9209.314453125","9209.314453125"
"8640","15672.6806640625","15672.6806640625","15672.6806640625"
"8660","15383.2666015625","15383.2666015625","15383.2666015625"
"8680","33822.1484375","33822.1484375","33822.1484375"
"8700","9940.48828125","9940.48828125","9940.48828125"
"8720","7758.14697265625","7758.14697265625","7758.14697265625"
"8740","6375.7509765625","6375.7509765625","6375.7509765625"
"8760","7211.46435546875","7211.46435546875","7211.46435546875"
"8780","7670.1708984375","7670.1708984375","7670.1708984375"
"8800","9028.794921875","9028.794921875","9028.794921875"
"8820","7080.65234375","7080.65234375","7080.65234375"
"8840","13378.435546875","13378.435546875","13378.435546875"
"8860","21184.3359375","21184.3359375","21184.3359375"
"8880","8213.7548828125","8213.7548828125","8213.7548828125"
"8900","6713.62548828125","6713.62548828125","6713.62548828125"
"8920","12333.12890625","12333.12890625","12333.12890625"
"8940","18335.92578125","18335.92578125","18335.92578125"
"8960","7483.34521484375","7483.34521484375","7483.34521484375"
"8980","13346.42578125","13346.42578125","13346.42578125"
"9000","11064.4990234375","11064.4990234375","11064.4990234375"
"9020","14337.9765625","14337.9765625","14337.9765625"
"9040","6767.55029296875","6767.55029296875","6767.55029296875"
"9060","9682.61328125","9682.61328125","9682.61328125"
"9080","26961.9140625","26961.9140625","26961.9140625"
"9100","9426.7412109375","9426.7412109375","9426.7412109375"
"9120","11515.84375","11515.84375","11515.84375"
"9140","16708.68359375","16708.68359375","16708.68359375"
"9160","11773.728515625","11773.728515625","11773.728515625"
"9180","9882.115234375","9882.115234375","9882.115234375"
"9200","13562.40234375","13562.40234375","13562.40234375"
"9220","16316.77734375","16316.77734375","16316.77734375"
"9240","9575.494140625","9575.494140625","9575.494140625"
"9260","8184.94580078125","8184.94580078125","8184.94580078125"
"9280","8313.6513671875","8313.6513671875","8313.6513671875"
"9300","8045.2744140625","8045.2744140625","8045.2744140625"
"9320","11493.4248046875","11493.4248046875","11493.4248046875"
"9340","11458.4638671875","11458.4638671875","11458.4638671875"
"9360","11048.9140625","11048.9140625","11048.9140625"
"9380","11776.2470703125","11776.2470703125","11776.2470703125"
"9400","10742.8896484375","10742.8896484375","10742.8896484375"
"9420","16097.1953125","16097.1953125","16097.1953125"
"9440","17583.16015625","17583.16015625","17583.16015625"
"9460","12154.12890625","12154.12890625","12154.12890625"
"9480","10127.353515625","10127.353515625","10127.353515625"
"9500","7512.62939453125","7512.62939453125","7512.62939453125"
"9520","14249.162109375","14249.162109375","14249.162109375"
"9540","14802.5595703125","14802.5595703125","14802.5595703125"
"9560","29014.095703125","29014.095703125","29014.095703125"
"9580","11481.7099609375","11481.7099609375","11481.7099609375"
"9600","10545.9775390625","10545.9775390625","10545.9775390625"
"9620","8398.12890625","8398.12890625","8398.12890625"
"9640","6452.72607421875","6452.72607421875","6452.72607421875"
"9660","12021.1953125","12021.1953125","12021.1953125"
"9680","11703.7578125","11703.7578125","11703.7578125"
"9700","12654.4365234375","12654.4365234375","12654.4365234375"
"9720","20940.958984375","20940.958984375","20940.958984375"
"9740","11649.359375","11649.359375","11649.359375"
"9760","21456.6015625","21456.6015625","21456.6015625"
"9780","15447.298828125","15447.298828125","15447.298828125"
"9800","14580.3349609375","14580.3349609375","14580.3349609375"
"9820","7400.708984375","7400.708984375","7400.708984375"
"9840","7429.08349609375","7429.08349609375","7429.08349609375"
"9860","10858.796875","10858.796875","10858.796875"
"9880","15076.1513671875","15076.1513671875","15076.1513671875"
"9900","24067.404296875","24067.404296875","24067.404296875"
"9920","15194.0419921875","15194.0419921875","15194.0419921875"
"9940","9331.78125","9331.78125","9331.78125"
"9960","7596.14599609375","7596.14599609375","7596.14599609375"
"9980","9217.5146484375","9217.5146484375","9217.5146484375"
"10000","8733.998046875","8733.998046875","8733.998046875"
"10020","7393.6533203125","7393.6533203125","7393.6533203125"
"10040","22390.142578125","22390.142578125","22390.142578125"
"10060","10584.875","10584.875","10584.875"
"10080","8911.390625","8911.390625","8911.390625"
"10100","9282.373046875","9282.373046875","9282.373046875"
"10120","15474.70703125","15474.70703125","15474.70703125"
"10140","13781.5107421875","13781.5107421875","13781.5107421875"
"10160","10425.2470703125","10425.2470703125","10425.2470703125"
"10180","11171.7939453125","11171.7939453125","11171.7939453125"
"10200","15506.1650390625","15506.1650390625","15506.1650390625"
"10220","10455.6044921875","10455.6044921875","10455.6044921875"
"10240","12388.37109375","12388.37109375","12388.37109375"
"10260","6018.4970703125","6018.4970703125","6018.4970703125"
"10280","21289.751953125","21289.751953125","21289.751953125"
