"Step","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm__MIN","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - Gradnorm__MAX"
"10300","5858.01953125","5858.01953125","5858.01953125"
"10320","9715.3291015625","9715.3291015625","9715.3291015625"
"10340","9868.134765625","9868.134765625","9868.134765625"
"10360","8175.068359375","8175.068359375","8175.068359375"
"10380","10839.8349609375","10839.8349609375","10839.8349609375"
"10400","8995.580078125","8995.580078125","8995.580078125"
"10420","6795.7216796875","6795.7216796875","6795.7216796875"
"10440","20049.408203125","20049.408203125","20049.408203125"
"10460","30605.669921875","30605.669921875","30605.669921875"
"10480","19520.95703125","19520.95703125","19520.95703125"
"10500","10456.1962890625","10456.1962890625","10456.1962890625"
"10520","9983.421875","9983.421875","9983.421875"
"10540","9095.6318359375","9095.6318359375","9095.6318359375"
"10560","6294.11328125","6294.11328125","6294.11328125"
"10580","9312.490234375","9312.490234375","9312.490234375"
"10600","7007.2783203125","7007.2783203125","7007.2783203125"
"10620","18526.271484375","18526.271484375","18526.271484375"
"10640","13010.6826171875","13010.6826171875","13010.6826171875"
"10660","12484.1337890625","12484.1337890625","12484.1337890625"
"10680","16187.7041015625","16187.7041015625","16187.7041015625"
"10700","10990.4296875","10990.4296875","10990.4296875"
"10720","7992.12939453125","7992.12939453125","7992.12939453125"
"10740","8072.2158203125","8072.2158203125","8072.2158203125"
"10760","9122.8623046875","9122.8623046875","9122.8623046875"
"10780","14202.34375","14202.34375","14202.34375"
"10800","12184.412109375","12184.412109375","12184.412109375"
"10820","13793.1474609375","13793.1474609375","13793.1474609375"
"10840","9883.451171875","9883.451171875","9883.451171875"
"10860","9966.951171875","9966.951171875","9966.951171875"
"10880","13199.541015625","13199.541015625","13199.541015625"
"10900","7915.248046875","7915.248046875","7915.248046875"
"10920","11556.0380859375","11556.0380859375","11556.0380859375"
"10940","13607.0458984375","13607.0458984375","13607.0458984375"
"10960","9184.359375","9184.359375","9184.359375"
"10980","10736.001953125","10736.001953125","10736.001953125"
"11000","13682.455078125","13682.455078125","13682.455078125"
"11020","8311.470703125","8311.470703125","8311.470703125"
"11040","10312.6728515625","10312.6728515625","10312.6728515625"
"11060","13267.1103515625","13267.1103515625","13267.1103515625"
"11080","11843.828125","11843.828125","11843.828125"
"11100","8041.353515625","8041.353515625","8041.353515625"
"11120","5804.49658203125","5804.49658203125","5804.49658203125"
"11140","12073.009765625","12073.009765625","12073.009765625"
"11160","10537.7158203125","10537.7158203125","10537.7158203125"
"11180","9180.3095703125","9180.3095703125","9180.3095703125"
"11200","7271.263671875","7271.263671875","7271.263671875"
"11220","8777.1650390625","8777.1650390625","8777.1650390625"
"11240","10832.298828125","10832.298828125","10832.298828125"
"11260","7110.4169921875","7110.4169921875","7110.4169921875"
"11280","6532.83642578125","6532.83642578125","6532.83642578125"
"11300","38500.328125","38500.328125","38500.328125"
"11320","34399.0078125","34399.0078125","34399.0078125"
"11340","8921.462890625","8921.462890625","8921.462890625"
"11360","19404.1875","19404.1875","19404.1875"
"11380","9833.8017578125","9833.8017578125","9833.8017578125"
"11400","9977.6201171875","9977.6201171875","9977.6201171875"
"11420","10834.5498046875","10834.5498046875","10834.5498046875"
"11440","7978.82373046875","7978.82373046875","7978.82373046875"
"11460","11309.361328125","11309.361328125","11309.361328125"
"11480","24097.48828125","24097.48828125","24097.48828125"
"11500","9441.732421875","9441.732421875","9441.732421875"
"11520","16836.671875","16836.671875","16836.671875"
"11540","23548.697265625","23548.697265625","23548.697265625"
"11560","8785.1943359375","8785.1943359375","8785.1943359375"
"11580","13181.5791015625","13181.5791015625","13181.5791015625"
"11600","9486.302734375","9486.302734375","9486.302734375"
"11620","47897.83984375","47897.83984375","47897.83984375"
"11640","14084.4267578125","14084.4267578125","14084.4267578125"
"11660","10766.5478515625","10766.5478515625","10766.5478515625"
"11680","7249.70556640625","7249.70556640625","7249.70556640625"
"11700","10209.6923828125","10209.6923828125","10209.6923828125"
"11720","11579.1767578125","11579.1767578125","11579.1767578125"
"11740","11115.3994140625","11115.3994140625","11115.3994140625"
"11760","11204.38671875","11204.38671875","11204.38671875"
"11780","15415.5712890625","15415.5712890625","15415.5712890625"
"11800","10516.662109375","10516.662109375","10516.662109375"
"11820","56399.5703125","56399.5703125","56399.5703125"
"11840","7981.2822265625","7981.2822265625","7981.2822265625"
"11860","8476.947265625","8476.947265625","8476.947265625"
"11880","7189.5185546875","7189.5185546875","7189.5185546875"
"11900","9805.4658203125","9805.4658203125","9805.4658203125"
"11920","26037.97265625","26037.97265625","26037.97265625"
"11940","14223.7919921875","14223.7919921875","14223.7919921875"
"11960","18561.51953125","18561.51953125","18561.51953125"
"11980","9689.2998046875","9689.2998046875","9689.2998046875"
"12000","8357.6904296875","8357.6904296875","8357.6904296875"
"12020","23104.990234375","23104.990234375","23104.990234375"
"12040","7022.4794921875","7022.4794921875","7022.4794921875"
"12060","8186.947265625","8186.947265625","8186.947265625"
"12080","8284.05859375","8284.05859375","8284.05859375"
"12100","16444.25","16444.25","16444.25"
"12120","9012.40625","9012.40625","9012.40625"
"12140","8211.1796875","8211.1796875","8211.1796875"
"12160","10215.0380859375","10215.0380859375","10215.0380859375"
"12180","10414.3583984375","10414.3583984375","10414.3583984375"
"12200","8859.0615234375","8859.0615234375","8859.0615234375"
"12220","13144.103515625","13144.103515625","13144.103515625"
"12240","14005.603515625","14005.603515625","14005.603515625"
"12260","7233.5537109375","7233.5537109375","7233.5537109375"
"12280","8864.107421875","8864.107421875","8864.107421875"
"12300","15928.4619140625","15928.4619140625","15928.4619140625"
"12320","11145.3251953125","11145.3251953125","11145.3251953125"
"12340","10670.1201171875","10670.1201171875","10670.1201171875"
"12360","15151.5546875","15151.5546875","15151.5546875"
"12380","13575.3916015625","13575.3916015625","13575.3916015625"
"12400","13413.6904296875","13413.6904296875","13413.6904296875"
"12420","10069.9443359375","10069.9443359375","10069.9443359375"
"12440","8957.3310546875","8957.3310546875","8957.3310546875"
"12460","18093.884765625","18093.884765625","18093.884765625"
"12480","16066.7548828125","16066.7548828125","16066.7548828125"
"12500","8775.4677734375","8775.4677734375","8775.4677734375"
"12520","14751.7236328125","14751.7236328125","14751.7236328125"
"12540","11300.017578125","11300.017578125","11300.017578125"
"12560","8608.7861328125","8608.7861328125","8608.7861328125"
"12580","9919.990234375","9919.990234375","9919.990234375"
"12600","12971.6142578125","12971.6142578125","12971.6142578125"
"12620","13201.4814453125","13201.4814453125","13201.4814453125"
"12640","8437.8828125","8437.8828125","8437.8828125"
"12660","9020.603515625","9020.603515625","9020.603515625"
"12680","33780.00390625","33780.00390625","33780.00390625"
"12700","15711.70703125","15711.70703125","15711.70703125"
"12720","15276.830078125","15276.830078125","15276.830078125"
"12740","16116.7900390625","16116.7900390625","16116.7900390625"
"12760","12653.0966796875","12653.0966796875","12653.0966796875"
"12780","8021.8642578125","8021.8642578125","8021.8642578125"
"12800","9978.8466796875","9978.8466796875","9978.8466796875"
"12820","32068.46875","32068.46875","32068.46875"
"12840","11794.5498046875","11794.5498046875","11794.5498046875"
"12860","9141.697265625","9141.697265625","9141.697265625"
"12880","12887.1650390625","12887.1650390625","12887.1650390625"
"12900","10791.486328125","10791.486328125","10791.486328125"
"12920","11800.763671875","11800.763671875","11800.763671875"
"12940","14293.8994140625","14293.8994140625","14293.8994140625"
"12960","13451.9677734375","13451.9677734375","13451.9677734375"
"12980","9815.9599609375","9815.9599609375","9815.9599609375"
"13000","10778.427734375","10778.427734375","10778.427734375"
"13020","36621.5234375","36621.5234375","36621.5234375"
"13040","11666.9091796875","11666.9091796875","11666.9091796875"
"13060","16293.3388671875","16293.3388671875","16293.3388671875"
"13080","15328.427734375","15328.427734375","15328.427734375"
"13100","17421.169921875","17421.169921875","17421.169921875"
"13120","8167.068359375","8167.068359375","8167.068359375"
"13140","8893.09765625","8893.09765625","8893.09765625"
"13160","13643.3154296875","13643.3154296875","13643.3154296875"
"13180","10014.49609375","10014.49609375","10014.49609375"
"13200","16126.0732421875","16126.0732421875","16126.0732421875"
"13220","8549.7900390625","8549.7900390625","8549.7900390625"
"13240","15631.3212890625","15631.3212890625","15631.3212890625"
"13260","8442.8408203125","8442.8408203125","8442.8408203125"
"13280","22481.89453125","22481.89453125","22481.89453125"
"13300","9224.755859375","9224.755859375","9224.755859375"
"13320","13261.9697265625","13261.9697265625","13261.9697265625"
"13340","8484.2578125","8484.2578125","8484.2578125"
"13360","11427.8134765625","11427.8134765625","11427.8134765625"
"13380","20643.68359375","20643.68359375","20643.68359375"
"13400","10601.5751953125","10601.5751953125","10601.5751953125"
"13420","8161.109375","8161.109375","8161.109375"
"13440","11118.505859375","11118.505859375","11118.505859375"
"13460","21778.513671875","21778.513671875","21778.513671875"
"13480","8932.3828125","8932.3828125","8932.3828125"
"13500","10108.5068359375","10108.5068359375","10108.5068359375"
"13520","6868.21923828125","6868.21923828125","6868.21923828125"
"13540","10458.8193359375","10458.8193359375","10458.8193359375"
"13560","7009.48876953125","7009.48876953125","7009.48876953125"
"13580","9195.9248046875","9195.9248046875","9195.9248046875"
"13600","9373.029296875","9373.029296875","9373.029296875"
"13620","10276.8115234375","10276.8115234375","10276.8115234375"
"13640","9119.869140625","9119.869140625","9119.869140625"
"13660","9342.923828125","9342.923828125","9342.923828125"
"13680","22964.158203125","22964.158203125","22964.158203125"
"13700","10994.833984375","10994.833984375","10994.833984375"
"13720","11512.2685546875","11512.2685546875","11512.2685546875"
"13740","10962.6943359375","10962.6943359375","10962.6943359375"
"13760","11069.8681640625","11069.8681640625","11069.8681640625"
"13780","14277.181640625","14277.181640625","14277.181640625"
"13800","9828.8291015625","9828.8291015625","9828.8291015625"
"13820","7404.28076171875","7404.28076171875","7404.28076171875"
"13840","20972.59765625","20972.59765625","20972.59765625"
"13860","15441.38671875","15441.38671875","15441.38671875"
"13880","15172.634765625","15172.634765625","15172.634765625"
"13900","6576.8818359375","6576.8818359375","6576.8818359375"
"13920","10233.8095703125","10233.8095703125","10233.8095703125"
"13940","7989.49072265625","7989.49072265625","7989.49072265625"
"13960","18836.765625","18836.765625","18836.765625"
"13980","15924.34375","15924.34375","15924.34375"
"14000","9607.5908203125","9607.5908203125","9607.5908203125"
"14020","18717.642578125","18717.642578125","18717.642578125"
"14040","8961.3720703125","8961.3720703125","8961.3720703125"
"14060","16085.78125","16085.78125","16085.78125"
"14080","11251.447265625","11251.447265625","11251.447265625"
"14100","11176.2001953125","11176.2001953125","11176.2001953125"
"14120","6082.78271484375","6082.78271484375","6082.78271484375"
"14140","21514.365234375","21514.365234375","21514.365234375"
"14160","8681.3291015625","8681.3291015625","8681.3291015625"
"14180","8301.4833984375","8301.4833984375","8301.4833984375"
"14200","9411.8251953125","9411.8251953125","9411.8251953125"
"14220","29095.154296875","29095.154296875","29095.154296875"
"14240","6912.64306640625","6912.64306640625","6912.64306640625"
"14260","9002.384765625","9002.384765625","9002.384765625"
"14280","10532.0224609375","10532.0224609375","10532.0224609375"
"14300","14151.216796875","14151.216796875","14151.216796875"
"14320","7569.162109375","7569.162109375","7569.162109375"
"14340","10865.775390625","10865.775390625","10865.775390625"
"14360","12562.466796875","12562.466796875","12562.466796875"
"14380","12397.9609375","12397.9609375","12397.9609375"
"14400","10770.4130859375","10770.4130859375","10770.4130859375"
"14420","31746.599609375","31746.599609375","31746.599609375"
"14440","11528.74609375","11528.74609375","11528.74609375"
"14460","10002.6552734375","10002.6552734375","10002.6552734375"
"14480","12307.990234375","12307.990234375","12307.990234375"
"14500","6827.04345703125","6827.04345703125","6827.04345703125"
"14520","11197.515625","11197.515625","11197.515625"
"14540","7454.6162109375","7454.6162109375","7454.6162109375"
"14560","8424.2705078125","8424.2705078125","8424.2705078125"
"14580","15129.5732421875","15129.5732421875","15129.5732421875"
"14600","8999.5361328125","8999.5361328125","8999.5361328125"
"14620","19946.94921875","19946.94921875","19946.94921875"
"14640","9387.267578125","9387.267578125","9387.267578125"
"14660","9966.2578125","9966.2578125","9966.2578125"
"14680","8587.6201171875","8587.6201171875","8587.6201171875"
"14700","11220.0263671875","11220.0263671875","11220.0263671875"
"14720","31301.11328125","31301.11328125","31301.11328125"
"14740","12099.9150390625","12099.9150390625","12099.9150390625"
"14760","20177.61328125","20177.61328125","20177.61328125"
"14780","33290.34375","33290.34375","33290.34375"
"14800","10156.775390625","10156.775390625","10156.775390625"
"14820","15556.517578125","15556.517578125","15556.517578125"
"14840","16958.900390625","16958.900390625","16958.900390625"
"14860","11550.400390625","11550.400390625","11550.400390625"
"14880","11235.220703125","11235.220703125","11235.220703125"
"14900","16653.69140625","16653.69140625","16653.69140625"
"14920","7808.52099609375","7808.52099609375","7808.52099609375"
"14940","8522.373046875","8522.373046875","8522.373046875"
"14960","7117.18798828125","7117.18798828125","7117.18798828125"
"14980","8807.7080078125","8807.7080078125","8807.7080078125"
"15000","16018.5419921875","16018.5419921875","16018.5419921875"
"15020","10140.35546875","10140.35546875","10140.35546875"
"15040","16431.998046875","16431.998046875","16431.998046875"
"15060","9662.203125","9662.203125","9662.203125"
"15080","10271.123046875","10271.123046875","10271.123046875"
"15100","10076.642578125","10076.642578125","10076.642578125"
"15120","10261.34375","10261.34375","10261.34375"
"15140","7265.24853515625","7265.24853515625","7265.24853515625"
"15160","7478.36083984375","7478.36083984375","7478.36083984375"
"15180","8658.900390625","8658.900390625","8658.900390625"
"15200","6244.94482421875","6244.94482421875","6244.94482421875"
"15220","21146.26171875","21146.26171875","21146.26171875"
"15240","14387.5712890625","14387.5712890625","14387.5712890625"
"15260","8057.208984375","8057.208984375","8057.208984375"
"15280","8574.921875","8574.921875","8574.921875"
"15300","8429.7265625","8429.7265625","8429.7265625"
"15320","6998.42626953125","6998.42626953125","6998.42626953125"
"15340","11487.41015625","11487.41015625","11487.41015625"
"15360","10449.91796875","10449.91796875","10449.91796875"
"15380","10342.00390625","10342.00390625","10342.00390625"
"15400","9277.21484375","9277.21484375","9277.21484375"
"15420","10827.9794921875","10827.9794921875","10827.9794921875"
"15440","6235.86279296875","6235.86279296875","6235.86279296875"
"15460","9200.6865234375","9200.6865234375","9200.6865234375"
"15480","8897.1279296875","8897.1279296875","8897.1279296875"
"15500","14120.935546875","14120.935546875","14120.935546875"
"15520","15001.0986328125","15001.0986328125","15001.0986328125"
"15540","8813.0947265625","8813.0947265625","8813.0947265625"
"15560","7959.92578125","7959.92578125","7959.92578125"
"15580","11297.109375","11297.109375","11297.109375"
"15600","8713.1787109375","8713.1787109375","8713.1787109375"
"15620","10213.744140625","10213.744140625","10213.744140625"
"15640","10567.681640625","10567.681640625","10567.681640625"
"15660","9017.5498046875","9017.5498046875","9017.5498046875"
"15680","7714.18310546875","7714.18310546875","7714.18310546875"
"15700","9299.1357421875","9299.1357421875","9299.1357421875"
"15720","13271.490234375","13271.490234375","13271.490234375"
"15740","6533.5693359375","6533.5693359375","6533.5693359375"
"15760","10573.8720703125","10573.8720703125","10573.8720703125"
"15780","12105.884765625","12105.884765625","12105.884765625"
"15800","25520.0546875","25520.0546875","25520.0546875"
"15820","15778.8828125","15778.8828125","15778.8828125"
"15840","9243.3515625","9243.3515625","9243.3515625"
"15860","14033.865234375","14033.865234375","14033.865234375"
"15880","9282.0400390625","9282.0400390625","9282.0400390625"
"15900","9732.5341796875","9732.5341796875","9732.5341796875"
"15920","8707.1455078125","8707.1455078125","8707.1455078125"
"15940","24087.8359375","24087.8359375","24087.8359375"
"15960","12374.19140625","12374.19140625","12374.19140625"
"15980","10062.1552734375","10062.1552734375","10062.1552734375"
"16000","14922.6875","14922.6875","14922.6875"
"16020","17704.796875","17704.796875","17704.796875"
"16040","15705.44921875","15705.44921875","15705.44921875"
"16060","27071.775390625","27071.775390625","27071.775390625"
"16080","13902.1484375","13902.1484375","13902.1484375"
"16100","7333.67431640625","7333.67431640625","7333.67431640625"
"16120","8056.29736328125","8056.29736328125","8056.29736328125"
"16140","13389.66796875","13389.66796875","13389.66796875"
"16160","8029.73291015625","8029.73291015625","8029.73291015625"
"16180","9869.505859375","9869.505859375","9869.505859375"
"16200","10606.291015625","10606.291015625","10606.291015625"
"16220","7252.20166015625","7252.20166015625","7252.20166015625"
"16240","11401.7509765625","11401.7509765625","11401.7509765625"
"16260","10137.6201171875","10137.6201171875","10137.6201171875"
"16280","18343.634765625","18343.634765625","18343.634765625"
"16300","11072.974609375","11072.974609375","11072.974609375"
"16320","8560.8017578125","8560.8017578125","8560.8017578125"
"16340","14423.1162109375","14423.1162109375","14423.1162109375"
"16360","16090.07421875","16090.07421875","16090.07421875"
"16380","7800.4482421875","7800.4482421875","7800.4482421875"
"16400","7337.4111328125","7337.4111328125","7337.4111328125"
"16420","9429.759765625","9429.759765625","9429.759765625"
"16440","14094.0556640625","14094.0556640625","14094.0556640625"
"16460","12679.4755859375","12679.4755859375","12679.4755859375"
"16480","10246.1298828125","10246.1298828125","10246.1298828125"
"16500","8762.189453125","8762.189453125","8762.189453125"
"16520","10096.7978515625","10096.7978515625","10096.7978515625"
"16540","8629.681640625","8629.681640625","8629.681640625"
"16560","9841.095703125","9841.095703125","9841.095703125"
"16580","10874.3984375","10874.3984375","10874.3984375"
"16600","7348.55078125","7348.55078125","7348.55078125"
"16620","8051.6767578125","8051.6767578125","8051.6767578125"
"16640","16513.09765625","16513.09765625","16513.09765625"
"16660","18677.31640625","18677.31640625","18677.31640625"
"16680","7481.830078125","7481.830078125","7481.830078125"
"16700","10709.7802734375","10709.7802734375","10709.7802734375"
"16720","10817.9697265625","10817.9697265625","10817.9697265625"
"16740","12019.6396484375","12019.6396484375","12019.6396484375"
"16760","10914.265625","10914.265625","10914.265625"
"16780","7140.5771484375","7140.5771484375","7140.5771484375"
"16800","10688.421875","10688.421875","10688.421875"
"16820","24885.029296875","24885.029296875","24885.029296875"
"16840","9741.6171875","9741.6171875","9741.6171875"
"16860","11604.05078125","11604.05078125","11604.05078125"
"16880","8831.4365234375","8831.4365234375","8831.4365234375"
"16900","13321.5986328125","13321.5986328125","13321.5986328125"
"16920","10999.26171875","10999.26171875","10999.26171875"
"16940","7124.11572265625","7124.11572265625","7124.11572265625"
"16960","8553.1181640625","8553.1181640625","8553.1181640625"
"16980","23267.26953125","23267.26953125","23267.26953125"
"17000","11236.3212890625","11236.3212890625","11236.3212890625"
"17020","11219.125","11219.125","11219.125"
"17040","36644.71484375","36644.71484375","36644.71484375"
"17060","27401.6875","27401.6875","27401.6875"
"17080","12720.734375","12720.734375","12720.734375"
"17100","11243.736328125","11243.736328125","11243.736328125"
"17120","8851.7294921875","8851.7294921875","8851.7294921875"
"17140","10732.5556640625","10732.5556640625","10732.5556640625"
"17160","22801.07421875","22801.07421875","22801.07421875"
"17180","12742.30859375","12742.30859375","12742.30859375"
"17200","17983.263671875","17983.263671875","17983.263671875"
"17220","7864.84033203125","7864.84033203125","7864.84033203125"
"17240","8250.3232421875","8250.3232421875","8250.3232421875"
"17260","8661.0009765625","8661.0009765625","8661.0009765625"
"17280","11895.4599609375","11895.4599609375","11895.4599609375"
"17300","9789.904296875","9789.904296875","9789.904296875"
"17320","11539.5361328125","11539.5361328125","11539.5361328125"
"17340","19853.49609375","19853.49609375","19853.49609375"
"17360","11796.423828125","11796.423828125","11796.423828125"
"17380","10901.1591796875","10901.1591796875","10901.1591796875"
"17400","8558.2197265625","8558.2197265625","8558.2197265625"
"17420","13096.9462890625","13096.9462890625","13096.9462890625"
"17440","15711.8017578125","15711.8017578125","15711.8017578125"
"17460","20990.89453125","20990.89453125","20990.89453125"
"17480","7224.00634765625","7224.00634765625","7224.00634765625"
"17500","10040.5283203125","10040.5283203125","10040.5283203125"
"17520","12223.490234375","12223.490234375","12223.490234375"
"17540","9889.3271484375","9889.3271484375","9889.3271484375"
"17560","10117.1845703125","10117.1845703125","10117.1845703125"
"17580","9962.142578125","9962.142578125","9962.142578125"
"17600","17086.16796875","17086.16796875","17086.16796875"
"17620","9441.1064453125","9441.1064453125","9441.1064453125"
"17640","17126.724609375","17126.724609375","17126.724609375"
"17660","11792.0009765625","11792.0009765625","11792.0009765625"
"17680","14144.373046875","14144.373046875","14144.373046875"
"17700","20741.443359375","20741.443359375","20741.443359375"
"17720","9554.0244140625","9554.0244140625","9554.0244140625"
"17740","5953.5537109375","5953.5537109375","5953.5537109375"
"17760","11280.162109375","11280.162109375","11280.162109375"
"17780","18598.990234375","18598.990234375","18598.990234375"
"17800","9416.8837890625","9416.8837890625","9416.8837890625"
"17820","7573.46826171875","7573.46826171875","7573.46826171875"
"17840","7222.3671875","7222.3671875","7222.3671875"
"17860","7751.73486328125","7751.73486328125","7751.73486328125"
"17880","19012.681640625","19012.681640625","19012.681640625"
"17900","10170","10170","10170"
"17920","47410.9609375","47410.9609375","47410.9609375"
"17940","9925.1357421875","9925.1357421875","9925.1357421875"
"17960","16304.9404296875","16304.9404296875","16304.9404296875"
"17980","6951.64111328125","6951.64111328125","6951.64111328125"
"18000","9070.7666015625","9070.7666015625","9070.7666015625"
"18020","14145.81640625","14145.81640625","14145.81640625"
"18040","23429.810546875","23429.810546875","23429.810546875"
"18060","8041.234375","8041.234375","8041.234375"
"18080","13494.8984375","13494.8984375","13494.8984375"
"18100","21664.103515625","21664.103515625","21664.103515625"
"18120","11645.3544921875","11645.3544921875","11645.3544921875"
"18140","9336.9599609375","9336.9599609375","9336.9599609375"
"18160","7873.83251953125","7873.83251953125","7873.83251953125"
"18180","6272.5859375","6272.5859375","6272.5859375"
"18200","18523.322265625","18523.322265625","18523.322265625"
"18220","7655.63134765625","7655.63134765625","7655.63134765625"
"18240","7589.59033203125","7589.59033203125","7589.59033203125"
"18260","11587.451171875","11587.451171875","11587.451171875"
"18280","8778.65625","8778.65625","8778.65625"
"18300","9317.802734375","9317.802734375","9317.802734375"
"18320","7835.54150390625","7835.54150390625","7835.54150390625"
"18340","8392.68359375","8392.68359375","8392.68359375"
"18360","11729.0517578125","11729.0517578125","11729.0517578125"
"18380","7085.07861328125","7085.07861328125","7085.07861328125"
"18400","34297.1015625","34297.1015625","34297.1015625"
"18420","14470.5263671875","14470.5263671875","14470.5263671875"
"18440","8354.0419921875","8354.0419921875","8354.0419921875"
"18460","13874.865234375","13874.865234375","13874.865234375"
"18480","11955.6591796875","11955.6591796875","11955.6591796875"
"18500","11829.6787109375","11829.6787109375","11829.6787109375"
"18520","16668.494140625","16668.494140625","16668.494140625"
"18540","20232.15234375","20232.15234375","20232.15234375"
"18560","12275.8076171875","12275.8076171875","12275.8076171875"
"18580","8491.40625","8491.40625","8491.40625"
"18600","12029.9443359375","12029.9443359375","12029.9443359375"
"18620","9149.1201171875","9149.1201171875","9149.1201171875"
"18640","8550.7041015625","8550.7041015625","8550.7041015625"
"18660","10995.8359375","10995.8359375","10995.8359375"
"18680","17088.849609375","17088.849609375","17088.849609375"
"18700","16110.359375","16110.359375","16110.359375"
"18720","9782.7236328125","9782.7236328125","9782.7236328125"
"18740","7936.181640625","7936.181640625","7936.181640625"
"18760","8653.16796875","8653.16796875","8653.16796875"
"18780","9685.7841796875","9685.7841796875","9685.7841796875"
"18800","8011.09033203125","8011.09033203125","8011.09033203125"
"18820","7663.48583984375","7663.48583984375","7663.48583984375"
"18840","8563.03125","8563.03125","8563.03125"
"18860","20606.90234375","20606.90234375","20606.90234375"
"18880","13174.69921875","13174.69921875","13174.69921875"
"18900","10693.685546875","10693.685546875","10693.685546875"
"18920","18544.0703125","18544.0703125","18544.0703125"
"18940","12132.8642578125","12132.8642578125","12132.8642578125"
"18960","8905.130859375","8905.130859375","8905.130859375"
"18980","7161.98779296875","7161.98779296875","7161.98779296875"
"19000","11961.3046875","11961.3046875","11961.3046875"
"19020","9457.27734375","9457.27734375","9457.27734375"
"19040","8699.2216796875","8699.2216796875","8699.2216796875"
"19060","8560.744140625","8560.744140625","8560.744140625"
"19080","7371.36474609375","7371.36474609375","7371.36474609375"
"19100","11748.1162109375","11748.1162109375","11748.1162109375"
"19120","12555.4306640625","12555.4306640625","12555.4306640625"
"19140","14859.4306640625","14859.4306640625","14859.4306640625"
"19160","11782.1298828125","11782.1298828125","11782.1298828125"
"19180","9443.123046875","9443.123046875","9443.123046875"
"19200","12869.1201171875","12869.1201171875","12869.1201171875"
"19220","23333.97265625","23333.97265625","23333.97265625"
"19240","8823.24609375","8823.24609375","8823.24609375"
"19260","14315.7080078125","14315.7080078125","14315.7080078125"
"19280","9896.759765625","9896.759765625","9896.759765625"
"19300","7995.32275390625","7995.32275390625","7995.32275390625"
"19320","9812.7138671875","9812.7138671875","9812.7138671875"
"19340","9553.705078125","9553.705078125","9553.705078125"
"19360","10363.408203125","10363.408203125","10363.408203125"
"19380","11411.984375","11411.984375","11411.984375"
"19400","9774.607421875","9774.607421875","9774.607421875"
"19420","9297.5927734375","9297.5927734375","9297.5927734375"
"19440","10420.978515625","10420.978515625","10420.978515625"
"19460","6551.21826171875","6551.21826171875","6551.21826171875"
"19480","10533.7568359375","10533.7568359375","10533.7568359375"
"19500","10370.412109375","10370.412109375","10370.412109375"
"19520","9392.2802734375","9392.2802734375","9392.2802734375"
"19540","22354.943359375","22354.943359375","22354.943359375"
"19560","36064.3046875","36064.3046875","36064.3046875"
"19580","6584.4453125","6584.4453125","6584.4453125"
"19600","7407.91357421875","7407.91357421875","7407.91357421875"
"19620","20430.55859375","20430.55859375","20430.55859375"
"19640","26287.51953125","26287.51953125","26287.51953125"
"19660","15196.22265625","15196.22265625","15196.22265625"
"19680","12651.3583984375","12651.3583984375","12651.3583984375"
"19700","12839.9892578125","12839.9892578125","12839.9892578125"
"19720","16613.87109375","16613.87109375","16613.87109375"
"19740","9796.927734375","9796.927734375","9796.927734375"
"19760","7966.65380859375","7966.65380859375","7966.65380859375"
"19780","16376.5966796875","16376.5966796875","16376.5966796875"
"19800","7550.7314453125","7550.7314453125","7550.7314453125"
"19820","10854.1162109375","10854.1162109375","10854.1162109375"
"19840","10175.3876953125","10175.3876953125","10175.3876953125"
"19860","9755.6865234375","9755.6865234375","9755.6865234375"
"19880","10233.55078125","10233.55078125","10233.55078125"
"19900","11485.3916015625","11485.3916015625","11485.3916015625"
"19920","14066.5341796875","14066.5341796875","14066.5341796875"
"19940","8922.751953125","8922.751953125","8922.751953125"
"19960","9262.494140625","9262.494140625","9262.494140625"
"19980","10304.0595703125","10304.0595703125","10304.0595703125"
"20000","12548.71875","12548.71875","12548.71875"
"20020","10012.4033203125","10012.4033203125","10012.4033203125"
"20040","15539.5947265625","15539.5947265625","15539.5947265625"
"20060","13040.2763671875","13040.2763671875","13040.2763671875"
"20080","11526.109375","11526.109375","11526.109375"
"20100","12665.7451171875","12665.7451171875","12665.7451171875"
"20120","9516.056640625","9516.056640625","9516.056640625"
"20140","9045.2880859375","9045.2880859375","9045.2880859375"
"20160","10338.564453125","10338.564453125","10338.564453125"
"20180","8124.24072265625","8124.24072265625","8124.24072265625"
"20200","9614.2890625","9614.2890625","9614.2890625"
"20220","11108.7890625","11108.7890625","11108.7890625"
"20240","27920.708984375","27920.708984375","27920.708984375"
"20260","6985.771484375","6985.771484375","6985.771484375"
"20280","18744.533203125","18744.533203125","18744.533203125"
"20300","7464.78369140625","7464.78369140625","7464.78369140625"
"20320","7546.36083984375","7546.36083984375","7546.36083984375"
"20340","17024.455078125","17024.455078125","17024.455078125"
"20360","22652.939453125","22652.939453125","22652.939453125"
"20380","9556.5302734375","9556.5302734375","9556.5302734375"
"20400","8464.09375","8464.09375","8464.09375"
"20420","10006.9619140625","10006.9619140625","10006.9619140625"
"20440","16993.826171875","16993.826171875","16993.826171875"
