"Step","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm__MIN","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm__MAX"
"10080","13232.3369140625","13232.3369140625","13232.3369140625"
"10100","9602.2275390625","9602.2275390625","9602.2275390625"
"10120","9187.732421875","9187.732421875","9187.732421875"
"10140","7929.4462890625","7929.4462890625","7929.4462890625"
"10160","10891.0947265625","10891.0947265625","10891.0947265625"
"10180","14006.978515625","14006.978515625","14006.978515625"
"10200","13363.232421875","13363.232421875","13363.232421875"
"10220","7944.29443359375","7944.29443359375","7944.29443359375"
"10240","8488.1640625","8488.1640625","8488.1640625"
"10260","12031.82421875","12031.82421875","12031.82421875"
"10280","7843.81640625","7843.81640625","7843.81640625"
"10300","12087.7197265625","12087.7197265625","12087.7197265625"
"10320","11317.359375","11317.359375","11317.359375"
"10340","19140.2734375","19140.2734375","19140.2734375"
"10360","13368.548828125","13368.548828125","13368.548828125"
"10380","11866.302734375","11866.302734375","11866.302734375"
"10400","9758.1953125","9758.1953125","9758.1953125"
"10420","14424.1748046875","14424.1748046875","14424.1748046875"
"10440","11968.75390625","11968.75390625","11968.75390625"
"10460","9825.8564453125","9825.8564453125","9825.8564453125"
"10480","11458.3212890625","11458.3212890625","11458.3212890625"
"10500","9250.0703125","9250.0703125","9250.0703125"
"10520","10402.6484375","10402.6484375","10402.6484375"
"10540","7639.20068359375","7639.20068359375","7639.20068359375"
"10560","13156.4384765625","13156.4384765625","13156.4384765625"
"10580","13022.02734375","13022.02734375","13022.02734375"
"10600","13372.0068359375","13372.0068359375","13372.0068359375"
"10620","9042.7509765625","9042.7509765625","9042.7509765625"
"10640","8505.7724609375","8505.7724609375","8505.7724609375"
"10660","9291.5068359375","9291.5068359375","9291.5068359375"
"10680","8219.78515625","8219.78515625","8219.78515625"
"10700","9905.6181640625","9905.6181640625","9905.6181640625"
"10720","7827.89208984375","7827.89208984375","7827.89208984375"
"10740","7502.74755859375","7502.74755859375","7502.74755859375"
"10760","10505.232421875","10505.232421875","10505.232421875"
"10780","13957.5185546875","13957.5185546875","13957.5185546875"
"10800","10423.5087890625","10423.5087890625","10423.5087890625"
"10820","9134.3310546875","9134.3310546875","9134.3310546875"
"10840","11305.54296875","11305.54296875","11305.54296875"
"10860","10971.2890625","10971.2890625","10971.2890625"
"10880","14058.12890625","14058.12890625","14058.12890625"
"10900","8718.2333984375","8718.2333984375","8718.2333984375"
"10920","8961.1064453125","8961.1064453125","8961.1064453125"
"10940","10058.734375","10058.734375","10058.734375"
"10960","6645.2255859375","6645.2255859375","6645.2255859375"
"10980","8232.7236328125","8232.7236328125","8232.7236328125"
"11000","13504.8994140625","13504.8994140625","13504.8994140625"
"11020","7837.2626953125","7837.2626953125","7837.2626953125"
"11040","10607.0908203125","10607.0908203125","10607.0908203125"
"11060","9331.95703125","9331.95703125","9331.95703125"
"11080","11150.68359375","11150.68359375","11150.68359375"
"11100","8841.3125","8841.3125","8841.3125"
"11120","7905.6142578125","7905.6142578125","7905.6142578125"
"11140","10809.763671875","10809.763671875","10809.763671875"
"11160","13118.646484375","13118.646484375","13118.646484375"
"11180","8612.0849609375","8612.0849609375","8612.0849609375"
"11200","10758.203125","10758.203125","10758.203125"
"11220","9435.109375","9435.109375","9435.109375"
"11240","11209.1083984375","11209.1083984375","11209.1083984375"
"11260","8567.619140625","8567.619140625","8567.619140625"
"11280","8430.328125","8430.328125","8430.328125"
"11300","9451.29296875","9451.29296875","9451.29296875"
"11320","14211.4716796875","14211.4716796875","14211.4716796875"
"11340","12356.6044921875","12356.6044921875","12356.6044921875"
"11360","10037.5244140625","10037.5244140625","10037.5244140625"
"11380","9501.4365234375","9501.4365234375","9501.4365234375"
"11400","8694.578125","8694.578125","8694.578125"
"11420","11426.3916015625","11426.3916015625","11426.3916015625"
"11440","8874.2607421875","8874.2607421875","8874.2607421875"
"11460","14944.1337890625","14944.1337890625","14944.1337890625"
"11480","11886.9580078125","11886.9580078125","11886.9580078125"
"11500","10811.6103515625","10811.6103515625","10811.6103515625"
"11520","13287.6962890625","13287.6962890625","13287.6962890625"
"11540","8686.9765625","8686.9765625","8686.9765625"
"11560","11034.3681640625","11034.3681640625","11034.3681640625"
"11580","11637.9658203125","11637.9658203125","11637.9658203125"
"11600","8991.806640625","8991.806640625","8991.806640625"
"11620","11594.3837890625","11594.3837890625","11594.3837890625"
"11640","7696.32373046875","7696.32373046875","7696.32373046875"
"11660","7945.72119140625","7945.72119140625","7945.72119140625"
"11680","12237.1171875","12237.1171875","12237.1171875"
"11700","12058.5185546875","12058.5185546875","12058.5185546875"
"11720","11850.466796875","11850.466796875","11850.466796875"
"11740","9737.5029296875","9737.5029296875","9737.5029296875"
"11760","9060.3134765625","9060.3134765625","9060.3134765625"
"11780","8416.755859375","8416.755859375","8416.755859375"
"11800","8472.1796875","8472.1796875","8472.1796875"
"11820","9837.4345703125","9837.4345703125","9837.4345703125"
"11840","10888.076171875","10888.076171875","10888.076171875"
"11860","14686.2353515625","14686.2353515625","14686.2353515625"
"11880","6786.24169921875","6786.24169921875","6786.24169921875"
"11900","8828.4990234375","8828.4990234375","8828.4990234375"
"11920","11179.015625","11179.015625","11179.015625"
"11940","10400.802734375","10400.802734375","10400.802734375"
"11960","10551.0283203125","10551.0283203125","10551.0283203125"
"11980","10232.2861328125","10232.2861328125","10232.2861328125"
"12000","6845.92822265625","6845.92822265625","6845.92822265625"
"12020","6959.64404296875","6959.64404296875","6959.64404296875"
"12040","10769.1484375","10769.1484375","10769.1484375"
"12060","9300.533203125","9300.533203125","9300.533203125"
"12080","10691.486328125","10691.486328125","10691.486328125"
"12100","10577.0830078125","10577.0830078125","10577.0830078125"
"12120","9440.4755859375","9440.4755859375","9440.4755859375"
"12140","8633.2060546875","8633.2060546875","8633.2060546875"
"12160","8387.3212890625","8387.3212890625","8387.3212890625"
"12180","10376.2314453125","10376.2314453125","10376.2314453125"
"12200","5978.2265625","5978.2265625","5978.2265625"
"12220","12730.759765625","12730.759765625","12730.759765625"
"12240","10022.0654296875","10022.0654296875","10022.0654296875"
"12260","10799.845703125","10799.845703125","10799.845703125"
"12280","9023.0537109375","9023.0537109375","9023.0537109375"
"12300","8241.2744140625","8241.2744140625","8241.2744140625"
"12320","10633.3681640625","10633.3681640625","10633.3681640625"
"12340","11025.2666015625","11025.2666015625","11025.2666015625"
"12360","9685.947265625","9685.947265625","9685.947265625"
"12380","13376.541015625","13376.541015625","13376.541015625"
"12400","11535.58203125","11535.58203125","11535.58203125"
"12420","9553.78515625","9553.78515625","9553.78515625"
"12440","8874.736328125","8874.736328125","8874.736328125"
"12460","7288.384765625","7288.384765625","7288.384765625"
"12480","11813.1494140625","11813.1494140625","11813.1494140625"
"12500","10045.900390625","10045.900390625","10045.900390625"
"12520","9223.6572265625","9223.6572265625","9223.6572265625"
"12540","12947.15625","12947.15625","12947.15625"
"12560","8913.57421875","8913.57421875","8913.57421875"
"12580","12647.853515625","12647.853515625","12647.853515625"
"12600","12152.333984375","12152.333984375","12152.333984375"
"12620","10153.1708984375","10153.1708984375","10153.1708984375"
"12640","8379.896484375","8379.896484375","8379.896484375"
"12660","9863.708984375","9863.708984375","9863.708984375"
"12680","9445.23828125","9445.23828125","9445.23828125"
"12700","13143.3955078125","13143.3955078125","13143.3955078125"
"12720","8807.2470703125","8807.2470703125","8807.2470703125"
"12740","7587.83740234375","7587.83740234375","7587.83740234375"
"12760","11187.5634765625","11187.5634765625","11187.5634765625"
"12780","8500.3046875","8500.3046875","8500.3046875"
"12800","8669.9521484375","8669.9521484375","8669.9521484375"
"12820","7432.91943359375","7432.91943359375","7432.91943359375"
"12840","8329.8994140625","8329.8994140625","8329.8994140625"
"12860","10351.9423828125","10351.9423828125","10351.9423828125"
"12880","9634.4033203125","9634.4033203125","9634.4033203125"
"12900","10454.6708984375","10454.6708984375","10454.6708984375"
"12920","10452.4921875","10452.4921875","10452.4921875"
"12940","9804.2802734375","9804.2802734375","9804.2802734375"
"12960","11646.4111328125","11646.4111328125","11646.4111328125"
"12980","8194.126953125","8194.126953125","8194.126953125"
"13000","12259.970703125","12259.970703125","12259.970703125"
"13020","15514.2001953125","15514.2001953125","15514.2001953125"
"13040","11147.0107421875","11147.0107421875","11147.0107421875"
"13060","8532.201171875","8532.201171875","8532.201171875"
"13080","13826.6474609375","13826.6474609375","13826.6474609375"
"13100","11884.4423828125","11884.4423828125","11884.4423828125"
"13120","8090.2197265625","8090.2197265625","8090.2197265625"
"13140","10874.9833984375","10874.9833984375","10874.9833984375"
"13160","8202.32421875","8202.32421875","8202.32421875"
"13180","9483.15625","9483.15625","9483.15625"
"13200","12062.830078125","12062.830078125","12062.830078125"
"13220","9373.978515625","9373.978515625","9373.978515625"
"13240","9930.8037109375","9930.8037109375","9930.8037109375"
"13260","11235.13671875","11235.13671875","11235.13671875"
"13280","9902.240234375","9902.240234375","9902.240234375"
"13300","11911.4248046875","11911.4248046875","11911.4248046875"
"13320","7975.11767578125","7975.11767578125","7975.11767578125"
"13340","10472.4208984375","10472.4208984375","10472.4208984375"
"13360","12644.0146484375","12644.0146484375","12644.0146484375"
"13380","11880.677734375","11880.677734375","11880.677734375"
"13400","7309.99169921875","7309.99169921875","7309.99169921875"
"13420","8815.447265625","8815.447265625","8815.447265625"
"13440","14010.7802734375","14010.7802734375","14010.7802734375"
"13460","11118.6689453125","11118.6689453125","11118.6689453125"
"13480","11063.2607421875","11063.2607421875","11063.2607421875"
"13500","12150.6494140625","12150.6494140625","12150.6494140625"
"13520","10266.0166015625","10266.0166015625","10266.0166015625"
"13540","8895.0830078125","8895.0830078125","8895.0830078125"
"13560","11338.1005859375","11338.1005859375","11338.1005859375"
"13580","9962.20703125","9962.20703125","9962.20703125"
"13600","9666.7939453125","9666.7939453125","9666.7939453125"
"13620","6655.73095703125","6655.73095703125","6655.73095703125"
"13640","10756.064453125","10756.064453125","10756.064453125"
"13660","8166.9150390625","8166.9150390625","8166.9150390625"
"13680","12559.9033203125","12559.9033203125","12559.9033203125"
"13700","9789.9814453125","9789.9814453125","9789.9814453125"
"13720","11809.6025390625","11809.6025390625","11809.6025390625"
"13740","11248.81640625","11248.81640625","11248.81640625"
"13760","17218.21484375","17218.21484375","17218.21484375"
"13780","9940.6923828125","9940.6923828125","9940.6923828125"
"13800","12842.0546875","12842.0546875","12842.0546875"
"13820","8796.53125","8796.53125","8796.53125"
"13840","8702.33984375","8702.33984375","8702.33984375"
"13860","9190.3310546875","9190.3310546875","9190.3310546875"
"13880","11765.16796875","11765.16796875","11765.16796875"
"13900","14259.8427734375","14259.8427734375","14259.8427734375"
"13920","8562.5458984375","8562.5458984375","8562.5458984375"
"13940","10026.39453125","10026.39453125","10026.39453125"
"13960","8822.611328125","8822.611328125","8822.611328125"
"13980","14809.56640625","14809.56640625","14809.56640625"
"14000","12984.2490234375","12984.2490234375","12984.2490234375"
"14020","9370.396484375","9370.396484375","9370.396484375"
"14040","13680.5576171875","13680.5576171875","13680.5576171875"
"14060","10908.6376953125","10908.6376953125","10908.6376953125"
"14080","11085.09375","11085.09375","11085.09375"
"14100","9765.6240234375","9765.6240234375","9765.6240234375"
"14120","7876.12841796875","7876.12841796875","7876.12841796875"
"14140","10359.33203125","10359.33203125","10359.33203125"
"14160","15036.3154296875","15036.3154296875","15036.3154296875"
"14180","12267.0693359375","12267.0693359375","12267.0693359375"
"14200","8445.90234375","8445.90234375","8445.90234375"
"14220","10109.55078125","10109.55078125","10109.55078125"
"14240","9247.681640625","9247.681640625","9247.681640625"
"14260","9033.47265625","9033.47265625","9033.47265625"
"14280","12180.603515625","12180.603515625","12180.603515625"
"14300","12228.9609375","12228.9609375","12228.9609375"
"14320","11940.390625","11940.390625","11940.390625"
"14340","10857.1123046875","10857.1123046875","10857.1123046875"
"14360","9792.857421875","9792.857421875","9792.857421875"
"14380","14358.09375","14358.09375","14358.09375"
"14400","13783.40625","13783.40625","13783.40625"
"14420","10436.3876953125","10436.3876953125","10436.3876953125"
"14440","8948.3798828125","8948.3798828125","8948.3798828125"
"14460","9055.9873046875","9055.9873046875","9055.9873046875"
"14480","7753.21923828125","7753.21923828125","7753.21923828125"
"14500","11072.927734375","11072.927734375","11072.927734375"
"14520","9285.822265625","9285.822265625","9285.822265625"
"14540","9727.0537109375","9727.0537109375","9727.0537109375"
"14560","11968.7158203125","11968.7158203125","11968.7158203125"
"14580","8610.3251953125","8610.3251953125","8610.3251953125"
"14600","8437.216796875","8437.216796875","8437.216796875"
"14620","7790.6123046875","7790.6123046875","7790.6123046875"
"14640","13232.1162109375","13232.1162109375","13232.1162109375"
"14660","8735.7724609375","8735.7724609375","8735.7724609375"
"14680","10818.6875","10818.6875","10818.6875"
"14700","11128.435546875","11128.435546875","11128.435546875"
"14720","13020.7236328125","13020.7236328125","13020.7236328125"
"14740","10794.619140625","10794.619140625","10794.619140625"
"14760","13553.2138671875","13553.2138671875","13553.2138671875"
"14780","9141.3369140625","9141.3369140625","9141.3369140625"
"14800","11622.9541015625","11622.9541015625","11622.9541015625"
"14820","8334.287109375","8334.287109375","8334.287109375"
"14840","11302.921875","11302.921875","11302.921875"
"14860","10694.03125","10694.03125","10694.03125"
"14880","9178.9755859375","9178.9755859375","9178.9755859375"
"14900","10001.041015625","10001.041015625","10001.041015625"
"14920","9135.9248046875","9135.9248046875","9135.9248046875"
"14940","10615.1064453125","10615.1064453125","10615.1064453125"
"14960","6575.3154296875","6575.3154296875","6575.3154296875"
"14980","7704.662109375","7704.662109375","7704.662109375"
"15000","8490.7421875","8490.7421875","8490.7421875"
"15020","13279.6181640625","13279.6181640625","13279.6181640625"
"15040","10696.40625","10696.40625","10696.40625"
"15060","9223.345703125","9223.345703125","9223.345703125"
"15080","8639.4052734375","8639.4052734375","8639.4052734375"
"15100","14547.6669921875","14547.6669921875","14547.6669921875"
"15120","9890.130859375","9890.130859375","9890.130859375"
"15140","8292.9921875","8292.9921875","8292.9921875"
"15160","8042.93017578125","8042.93017578125","8042.93017578125"
"15180","10252.3466796875","10252.3466796875","10252.3466796875"
"15200","10707.1376953125","10707.1376953125","10707.1376953125"
"15220","13798.880859375","13798.880859375","13798.880859375"
"15240","6596.5439453125","6596.5439453125","6596.5439453125"
"15260","7551.67919921875","7551.67919921875","7551.67919921875"
"15280","7693.08251953125","7693.08251953125","7693.08251953125"
"15300","9072.9345703125","9072.9345703125","9072.9345703125"
"15320","11250.1171875","11250.1171875","11250.1171875"
"15340","9315.2412109375","9315.2412109375","9315.2412109375"
"15360","10963.9150390625","10963.9150390625","10963.9150390625"
"15380","7728.81884765625","7728.81884765625","7728.81884765625"
"15400","9758.171875","9758.171875","9758.171875"
"15420","9188.0546875","9188.0546875","9188.0546875"
"15440","13872.9892578125","13872.9892578125","13872.9892578125"
"15460","8196.869140625","8196.869140625","8196.869140625"
"15480","6861.94287109375","6861.94287109375","6861.94287109375"
"15500","10614.58984375","10614.58984375","10614.58984375"
"15520","6964.26318359375","6964.26318359375","6964.26318359375"
"15540","11623.017578125","11623.017578125","11623.017578125"
"15560","7439.60595703125","7439.60595703125","7439.60595703125"
"15580","10256.4091796875","10256.4091796875","10256.4091796875"
"15600","9617.55078125","9617.55078125","9617.55078125"
"15620","9522.6328125","9522.6328125","9522.6328125"
"15640","8598.1103515625","8598.1103515625","8598.1103515625"
"15660","8378.8994140625","8378.8994140625","8378.8994140625"
"15680","8894.1630859375","8894.1630859375","8894.1630859375"
"15700","9102.3359375","9102.3359375","9102.3359375"
"15720","9255.4853515625","9255.4853515625","9255.4853515625"
"15740","9566.3515625","9566.3515625","9566.3515625"
"15760","9833.39453125","9833.39453125","9833.39453125"
"15780","12646.4189453125","12646.4189453125","12646.4189453125"
"15800","7535.97998046875","7535.97998046875","7535.97998046875"
"15820","10316.326171875","10316.326171875","10316.326171875"
"15840","10014.4111328125","10014.4111328125","10014.4111328125"
"15860","8789.119140625","8789.119140625","8789.119140625"
"15880","9173.6552734375","9173.6552734375","9173.6552734375"
"15900","10196.23046875","10196.23046875","10196.23046875"
"15920","10773.4814453125","10773.4814453125","10773.4814453125"
"15940","11882.8330078125","11882.8330078125","11882.8330078125"
"15960","7769.08056640625","7769.08056640625","7769.08056640625"
"15980","10889.640625","10889.640625","10889.640625"
"16000","8476.4921875","8476.4921875","8476.4921875"
"16020","12370.7509765625","12370.7509765625","12370.7509765625"
"16040","10542.107421875","10542.107421875","10542.107421875"
"16060","14231.8896484375","14231.8896484375","14231.8896484375"
"16080","11831.5810546875","11831.5810546875","11831.5810546875"
"16100","8615.609375","8615.609375","8615.609375"
"16120","10297.068359375","10297.068359375","10297.068359375"
"16140","6884.5830078125","6884.5830078125","6884.5830078125"
"16160","12692.2412109375","12692.2412109375","12692.2412109375"
"16180","9429.7431640625","9429.7431640625","9429.7431640625"
"16200","10869.3125","10869.3125","10869.3125"
"16220","10571.3251953125","10571.3251953125","10571.3251953125"
"16240","10411.7509765625","10411.7509765625","10411.7509765625"
"16260","8696.103515625","8696.103515625","8696.103515625"
"16280","9353.4658203125","9353.4658203125","9353.4658203125"
"16300","9654.1044921875","9654.1044921875","9654.1044921875"
"16320","8921.994140625","8921.994140625","8921.994140625"
"16340","11468.640625","11468.640625","11468.640625"
"16360","6979.01220703125","6979.01220703125","6979.01220703125"
"16380","8944.7607421875","8944.7607421875","8944.7607421875"
"16400","12019.205078125","12019.205078125","12019.205078125"
"16420","9084.63671875","9084.63671875","9084.63671875"
"16440","9556.1904296875","9556.1904296875","9556.1904296875"
"16460","12721.6728515625","12721.6728515625","12721.6728515625"
"16480","12846.984375","12846.984375","12846.984375"
"16500","9265.033203125","9265.033203125","9265.033203125"
"16520","8088.05859375","8088.05859375","8088.05859375"
"16540","9625.697265625","9625.697265625","9625.697265625"
"16560","12422.4609375","12422.4609375","12422.4609375"
"16580","8488.20703125","8488.20703125","8488.20703125"
"16600","8018.68408203125","8018.68408203125","8018.68408203125"
"16620","10031.0517578125","10031.0517578125","10031.0517578125"
"16640","7213.8203125","7213.8203125","7213.8203125"
"16660","8158.404296875","8158.404296875","8158.404296875"
"16680","10045.4912109375","10045.4912109375","10045.4912109375"
"16700","13011.84375","13011.84375","13011.84375"
"16720","10662.8466796875","10662.8466796875","10662.8466796875"
"16740","9786.955078125","9786.955078125","9786.955078125"
"16760","9853.4736328125","9853.4736328125","9853.4736328125"
"16780","9452.400390625","9452.400390625","9452.400390625"
"16800","10401.953125","10401.953125","10401.953125"
"16820","9312.85546875","9312.85546875","9312.85546875"
"16840","11606.4921875","11606.4921875","11606.4921875"
"16860","8239.9755859375","8239.9755859375","8239.9755859375"
"16880","12753.3076171875","12753.3076171875","12753.3076171875"
"16900","10196.6318359375","10196.6318359375","10196.6318359375"
"16920","9641.9931640625","9641.9931640625","9641.9931640625"
"16940","12702.5615234375","12702.5615234375","12702.5615234375"
"16960","12310.1259765625","12310.1259765625","12310.1259765625"
"16980","9815.2119140625","9815.2119140625","9815.2119140625"
"17000","9452.6123046875","9452.6123046875","9452.6123046875"
"17020","10647.62109375","10647.62109375","10647.62109375"
"17040","8058.60107421875","8058.60107421875","8058.60107421875"
"17060","12027.00390625","12027.00390625","12027.00390625"
"17080","13048.53125","13048.53125","13048.53125"
"17100","10521.3681640625","10521.3681640625","10521.3681640625"
"17120","8526.8046875","8526.8046875","8526.8046875"
"17140","11139.98046875","11139.98046875","11139.98046875"
"17160","10921.2470703125","10921.2470703125","10921.2470703125"
"17180","8701.5234375","8701.5234375","8701.5234375"
"17200","11000.0576171875","11000.0576171875","11000.0576171875"
"17220","11015.880859375","11015.880859375","11015.880859375"
"17240","8303.5009765625","8303.5009765625","8303.5009765625"
"17260","9844.931640625","9844.931640625","9844.931640625"
"17280","8499.6865234375","8499.6865234375","8499.6865234375"
"17300","10639.171875","10639.171875","10639.171875"
"17320","7397.4853515625","7397.4853515625","7397.4853515625"
"17340","10883.1748046875","10883.1748046875","10883.1748046875"
"17360","8039.35205078125","8039.35205078125","8039.35205078125"
"17380","9483.9560546875","9483.9560546875","9483.9560546875"
"17400","11189.3857421875","11189.3857421875","11189.3857421875"
"17420","14180.9453125","14180.9453125","14180.9453125"
"17440","9285.96875","9285.96875","9285.96875"
"17460","10499.021484375","10499.021484375","10499.021484375"
"17480","12118.8017578125","12118.8017578125","12118.8017578125"
"17500","10138.640625","10138.640625","10138.640625"
"17520","10789.970703125","10789.970703125","10789.970703125"
"17540","9499.33984375","9499.33984375","9499.33984375"
"17560","11107.779296875","11107.779296875","11107.779296875"
"17580","10628.7109375","10628.7109375","10628.7109375"
"17600","10779.7001953125","10779.7001953125","10779.7001953125"
"17620","10393.28125","10393.28125","10393.28125"
"17640","10393.8916015625","10393.8916015625","10393.8916015625"
"17660","9635.44921875","9635.44921875","9635.44921875"
"17680","9597.9951171875","9597.9951171875","9597.9951171875"
"17700","8594.5625","8594.5625","8594.5625"
"17720","7527.37255859375","7527.37255859375","7527.37255859375"
"17740","10046.6640625","10046.6640625","10046.6640625"
"17760","12831.8095703125","12831.8095703125","12831.8095703125"
"17780","8831.54296875","8831.54296875","8831.54296875"
"17800","10265.01953125","10265.01953125","10265.01953125"
"17820","7051.11474609375","7051.11474609375","7051.11474609375"
"17840","9700.064453125","9700.064453125","9700.064453125"
"17860","8850.185546875","8850.185546875","8850.185546875"
"17880","8117.03271484375","8117.03271484375","8117.03271484375"
"17900","9388.810546875","9388.810546875","9388.810546875"
"17920","8724.740234375","8724.740234375","8724.740234375"
"17940","8435.65625","8435.65625","8435.65625"
"17960","11009.0068359375","11009.0068359375","11009.0068359375"
"17980","7345.27294921875","7345.27294921875","7345.27294921875"
"18000","10754.283203125","10754.283203125","10754.283203125"
"18020","12578.783203125","12578.783203125","12578.783203125"
"18040","12833.578125","12833.578125","12833.578125"
"18060","9218.4794921875","9218.4794921875","9218.4794921875"
"18080","7481.212890625","7481.212890625","7481.212890625"
"18100","10995.755859375","10995.755859375","10995.755859375"
"18120","10747.6103515625","10747.6103515625","10747.6103515625"
"18140","8259.1171875","8259.1171875","8259.1171875"
"18160","11136.505859375","11136.505859375","11136.505859375"
"18180","10430.7392578125","10430.7392578125","10430.7392578125"
"18200","10449.2529296875","10449.2529296875","10449.2529296875"
"18220","9347.591796875","9347.591796875","9347.591796875"
"18240","10791.8271484375","10791.8271484375","10791.8271484375"
"18260","10892.9931640625","10892.9931640625","10892.9931640625"
"18280","10186.951171875","10186.951171875","10186.951171875"
"18300","10351.48046875","10351.48046875","10351.48046875"
"18320","10614.3046875","10614.3046875","10614.3046875"
"18340","9595.9375","9595.9375","9595.9375"
"18360","11462.3505859375","11462.3505859375","11462.3505859375"
"18380","8446.384765625","8446.384765625","8446.384765625"
"18400","7884.0927734375","7884.0927734375","7884.0927734375"
"18420","9556.953125","9556.953125","9556.953125"
"18440","9019.5205078125","9019.5205078125","9019.5205078125"
"18460","9052.2646484375","9052.2646484375","9052.2646484375"
"18480","7983.8486328125","7983.8486328125","7983.8486328125"
"18500","11657.9013671875","11657.9013671875","11657.9013671875"
"18520","8217.787109375","8217.787109375","8217.787109375"
"18540","6795.96240234375","6795.96240234375","6795.96240234375"
"18560","11753.103515625","11753.103515625","11753.103515625"
"18580","14397.28515625","14397.28515625","14397.28515625"
"18600","8709.7451171875","8709.7451171875","8709.7451171875"
"18620","8465.619140625","8465.619140625","8465.619140625"
"18640","11105.048828125","11105.048828125","11105.048828125"
"18660","8448.4951171875","8448.4951171875","8448.4951171875"
"18680","7219.90625","7219.90625","7219.90625"
"18700","8132.388671875","8132.388671875","8132.388671875"
"18720","10764.599609375","10764.599609375","10764.599609375"
"18740","9223.5791015625","9223.5791015625","9223.5791015625"
"18760","7846.2109375","7846.2109375","7846.2109375"
"18780","10293.3388671875","10293.3388671875","10293.3388671875"
"18800","7268.45361328125","7268.45361328125","7268.45361328125"
"18820","10126.091796875","10126.091796875","10126.091796875"
"18840","9892.7451171875","9892.7451171875","9892.7451171875"
"18860","10105.390625","10105.390625","10105.390625"
"18880","8467.7333984375","8467.7333984375","8467.7333984375"
"18900","11551.6796875","11551.6796875","11551.6796875"
"18920","9974.423828125","9974.423828125","9974.423828125"
"18940","9236.4248046875","9236.4248046875","9236.4248046875"
"18960","9371.1953125","9371.1953125","9371.1953125"
"18980","9653.634765625","9653.634765625","9653.634765625"
"19000","8094.498046875","8094.498046875","8094.498046875"
"19020","13363.4765625","13363.4765625","13363.4765625"
"19040","10424.7158203125","10424.7158203125","10424.7158203125"
"19060","7475.87548828125","7475.87548828125","7475.87548828125"
"19080","9008.5341796875","9008.5341796875","9008.5341796875"
"19100","9894.16796875","9894.16796875","9894.16796875"
"19120","9766.8837890625","9766.8837890625","9766.8837890625"
"19140","11198.9716796875","11198.9716796875","11198.9716796875"
"19160","8632.6943359375","8632.6943359375","8632.6943359375"
"19180","9649.6064453125","9649.6064453125","9649.6064453125"
"19200","8149.65478515625","8149.65478515625","8149.65478515625"
"19220","11225.5146484375","11225.5146484375","11225.5146484375"
"19240","12366.7470703125","12366.7470703125","12366.7470703125"
"19260","9017.2373046875","9017.2373046875","9017.2373046875"
"19280","8531.796875","8531.796875","8531.796875"
"19300","9549.6396484375","9549.6396484375","9549.6396484375"
"19320","9087.171875","9087.171875","9087.171875"
"19340","11246.298828125","11246.298828125","11246.298828125"
"19360","7590.77099609375","7590.77099609375","7590.77099609375"
"19380","9089.7802734375","9089.7802734375","9089.7802734375"
"19400","10374.818359375","10374.818359375","10374.818359375"
"19420","7289.150390625","7289.150390625","7289.150390625"
"19440","8627.9951171875","8627.9951171875","8627.9951171875"
"19460","8516.61328125","8516.61328125","8516.61328125"
"19480","7501.1962890625","7501.1962890625","7501.1962890625"
"19500","13650.74609375","13650.74609375","13650.74609375"
"19520","10592.783203125","10592.783203125","10592.783203125"
"19540","8851.2060546875","8851.2060546875","8851.2060546875"
"19560","10300.9736328125","10300.9736328125","10300.9736328125"
"19580","11010.1728515625","11010.1728515625","11010.1728515625"
"19600","6604.71484375","6604.71484375","6604.71484375"
"19620","7204.58056640625","7204.58056640625","7204.58056640625"
"19640","8715.0498046875","8715.0498046875","8715.0498046875"
"19660","7258.73193359375","7258.73193359375","7258.73193359375"
"19680","8657.1044921875","8657.1044921875","8657.1044921875"
"19700","12783.5146484375","12783.5146484375","12783.5146484375"
"19720","9337.759765625","9337.759765625","9337.759765625"
"19740","9360.0673828125","9360.0673828125","9360.0673828125"
"19760","10382.416015625","10382.416015625","10382.416015625"
"19780","9554.7275390625","9554.7275390625","9554.7275390625"
"19800","9329.9599609375","9329.9599609375","9329.9599609375"
"19820","15343.943359375","15343.943359375","15343.943359375"
"19840","7510.68798828125","7510.68798828125","7510.68798828125"
"19860","10373.0087890625","10373.0087890625","10373.0087890625"
"19880","8183.26904296875","8183.26904296875","8183.26904296875"
"19900","10505.916015625","10505.916015625","10505.916015625"
"19920","8239.015625","8239.015625","8239.015625"
"19940","9915.51953125","9915.51953125","9915.51953125"
"19960","7866.21826171875","7866.21826171875","7866.21826171875"
"19980","8300.71484375","8300.71484375","8300.71484375"
"20000","15473.623046875","15473.623046875","15473.623046875"
"20020","10981.8544921875","10981.8544921875","10981.8544921875"
"20040","11777.134765625","11777.134765625","11777.134765625"
"20060","9873.15234375","9873.15234375","9873.15234375"
"20080","8926.724609375","8926.724609375","8926.724609375"
"20100","14148.490234375","14148.490234375","14148.490234375"
"20120","10795.7236328125","10795.7236328125","10795.7236328125"
"20140","9249.279296875","9249.279296875","9249.279296875"
"20160","9156.51953125","9156.51953125","9156.51953125"
