"Step","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - loss","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - loss__MIN","zerobase_linbeta_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_121731 - loss__MAX"
"3200","2831.543701171875","2831.543701171875","2831.543701171875"
"3220","3085.763916015625","3085.763916015625","3085.763916015625"
"3240","2754.548583984375","2754.548583984375","2754.548583984375"
"3260","3438.766845703125","3438.766845703125","3438.766845703125"
"3280","3061.099853515625","3061.099853515625","3061.099853515625"
"3300","2648.885009765625","2648.885009765625","2648.885009765625"
"3320","3130.94189453125","3130.94189453125","3130.94189453125"
"3340","3064.474853515625","3064.474853515625","3064.474853515625"
"3360","2787.439697265625","2787.439697265625","2787.439697265625"
"3380","3147.380615234375","3147.380615234375","3147.380615234375"
"3400","3060.800537109375","3060.800537109375","3060.800537109375"
"3420","3108.78125","3108.78125","3108.78125"
"3440","3174.759521484375","3174.759521484375","3174.759521484375"
"3460","2881.3037109375","2881.3037109375","2881.3037109375"
"3480","2837.9189453125","2837.9189453125","2837.9189453125"
"3500","2808.076171875","2808.076171875","2808.076171875"
"3520","2878.068359375","2878.068359375","2878.068359375"
"3540","2805.977294921875","2805.977294921875","2805.977294921875"
"3560","2837.73046875","2837.73046875","2837.73046875"
"3580","2796.834228515625","2796.834228515625","2796.834228515625"
"3600","3026.90087890625","3026.90087890625","3026.90087890625"
"3620","2888.706787109375","2888.706787109375","2888.706787109375"
"3640","2736.630615234375","2736.630615234375","2736.630615234375"
"3660","3063.168701171875","3063.168701171875","3063.168701171875"
"3680","2823.0224609375","2823.0224609375","2823.0224609375"
"3700","2881.0712890625","2881.0712890625","2881.0712890625"
"3720","3379.37939453125","3379.37939453125","3379.37939453125"
"3740","2902.220458984375","2902.220458984375","2902.220458984375"
"3760","2860.48681640625","2860.48681640625","2860.48681640625"
"3780","2740.75390625","2740.75390625","2740.75390625"
"3800","2877.064208984375","2877.064208984375","2877.064208984375"
"3820","2901.1162109375","2901.1162109375","2901.1162109375"
"3840","3184.40234375","3184.40234375","3184.40234375"
"3860","2791.334716796875","2791.334716796875","2791.334716796875"
"3880","3102.9892578125","3102.9892578125","3102.9892578125"
"3900","2658.681884765625","2658.681884765625","2658.681884765625"
"3920","2939.78076171875","2939.78076171875","2939.78076171875"
"3940","3252.21337890625","3252.21337890625","3252.21337890625"
"3960","2596.82568359375","2596.82568359375","2596.82568359375"
"3980","2916.60302734375","2916.60302734375","2916.60302734375"
"4000","2894.505615234375","2894.505615234375","2894.505615234375"
"4020","2894.7705078125","2894.7705078125","2894.7705078125"
"4040","2803.826171875","2803.826171875","2803.826171875"
"4060","2646.2666015625","2646.2666015625","2646.2666015625"
"4080","2654.753173828125","2654.753173828125","2654.753173828125"
"4100","2766.76611328125","2766.76611328125","2766.76611328125"
"4120","2701.740478515625","2701.740478515625","2701.740478515625"
"4140","2823.12939453125","2823.12939453125","2823.12939453125"
"4160","2713.909423828125","2713.909423828125","2713.909423828125"
"4180","2978.870849609375","2978.870849609375","2978.870849609375"
"4200","2705.19091796875","2705.19091796875","2705.19091796875"
"4220","2656.094970703125","2656.094970703125","2656.094970703125"
"4240","2729.537109375","2729.537109375","2729.537109375"
"4260","2834.838134765625","2834.838134765625","2834.838134765625"
"4280","2798.746826171875","2798.746826171875","2798.746826171875"
"4300","2673.9814453125","2673.9814453125","2673.9814453125"
"4320","3164.178955078125","3164.178955078125","3164.178955078125"
"4340","2580.092529296875","2580.092529296875","2580.092529296875"
"4360","2969.904296875","2969.904296875","2969.904296875"
"4380","2609.53955078125","2609.53955078125","2609.53955078125"
"4400","2662.8583984375","2662.8583984375","2662.8583984375"
"4420","3083.37548828125","3083.37548828125","3083.37548828125"
"4440","2753.775634765625","2753.775634765625","2753.775634765625"
"4460","2607.393310546875","2607.393310546875","2607.393310546875"
"4480","2778.54296875","2778.54296875","2778.54296875"
"4500","2894.665283203125","2894.665283203125","2894.665283203125"
"4520","2604.14501953125","2604.14501953125","2604.14501953125"
"4540","2573.37939453125","2573.37939453125","2573.37939453125"
"4560","2570.116455078125","2570.116455078125","2570.116455078125"
"4580","2769.399658203125","2769.399658203125","2769.399658203125"
"4600","2700.4853515625","2700.4853515625","2700.4853515625"
"4620","2689.128662109375","2689.128662109375","2689.128662109375"
"4640","2557.417724609375","2557.417724609375","2557.417724609375"
"4660","2685.635498046875","2685.635498046875","2685.635498046875"
"4680","2674.43701171875","2674.43701171875","2674.43701171875"
"4700","2594.5576171875","2594.5576171875","2594.5576171875"
"4720","2578.64794921875","2578.64794921875","2578.64794921875"
"4740","2618.372802734375","2618.372802734375","2618.372802734375"
"4760","2642.829833984375","2642.829833984375","2642.829833984375"
"4780","3101.724365234375","3101.724365234375","3101.724365234375"
"4800","2653.78857421875","2653.78857421875","2653.78857421875"
"4820","2566.69677734375","2566.69677734375","2566.69677734375"
"4840","2953.2783203125","2953.2783203125","2953.2783203125"
"4860","2551.05078125","2551.05078125","2551.05078125"
"4880","2738.00048828125","2738.00048828125","2738.00048828125"
"4900","2915.030517578125","2915.030517578125","2915.030517578125"
"4920","2598.6767578125","2598.6767578125","2598.6767578125"
"4940","2475.40380859375","2475.40380859375","2475.40380859375"
"4960","2826.98828125","2826.98828125","2826.98828125"
"4980","2425.530029296875","2425.530029296875","2425.530029296875"
"5000","2407.053955078125","2407.053955078125","2407.053955078125"
"5020","2427.16357421875","2427.16357421875","2427.16357421875"
"5040","2653.849853515625","2653.849853515625","2653.849853515625"
"5060","2386.763671875","2386.763671875","2386.763671875"
"5080","2616.920166015625","2616.920166015625","2616.920166015625"
"5100","2558.8974609375","2558.8974609375","2558.8974609375"
"5120","2567.9541015625","2567.9541015625","2567.9541015625"
"5140","2764.9755859375","2764.9755859375","2764.9755859375"
"5160","2606.873779296875","2606.873779296875","2606.873779296875"
"5180","2519.826416015625","2519.826416015625","2519.826416015625"
"5200","2484.851318359375","2484.851318359375","2484.851318359375"
"5220","2362.43310546875","2362.43310546875","2362.43310546875"
"5240","2738.55908203125","2738.55908203125","2738.55908203125"
"5260","2680.117431640625","2680.117431640625","2680.117431640625"
"5280","2762.609619140625","2762.609619140625","2762.609619140625"
"5300","2882.411865234375","2882.411865234375","2882.411865234375"
"5320","2451.2353515625","2451.2353515625","2451.2353515625"
"5340","2654.40771484375","2654.40771484375","2654.40771484375"
"5360","2679.234375","2679.234375","2679.234375"
"5380","2500.97216796875","2500.97216796875","2500.97216796875"
"5400","2656.326904296875","2656.326904296875","2656.326904296875"
"5420","2714.919921875","2714.919921875","2714.919921875"
"5440","2777.794921875","2777.794921875","2777.794921875"
"5460","2490.795654296875","2490.795654296875","2490.795654296875"
"5480","2665.96875","2665.96875","2665.96875"
"5500","2467.679931640625","2467.679931640625","2467.679931640625"
"5520","2875.9755859375","2875.9755859375","2875.9755859375"
"5540","2726.718017578125","2726.718017578125","2726.718017578125"
"5560","2472.19921875","2472.19921875","2472.19921875"
"5580","2583.78271484375","2583.78271484375","2583.78271484375"
"5600","2669.6611328125","2669.6611328125","2669.6611328125"
"5620","2795.73681640625","2795.73681640625","2795.73681640625"
"5640","2535.11083984375","2535.11083984375","2535.11083984375"
"5660","2785.365478515625","2785.365478515625","2785.365478515625"
"5680","2584.028564453125","2584.028564453125","2584.028564453125"
"5700","2512.833740234375","2512.833740234375","2512.833740234375"
"5720","2585.380615234375","2585.380615234375","2585.380615234375"
"5740","2404.99365234375","2404.99365234375","2404.99365234375"
"5760","2600.66748046875","2600.66748046875","2600.66748046875"
"5780","2475.427490234375","2475.427490234375","2475.427490234375"
"5800","2351.559814453125","2351.559814453125","2351.559814453125"
"5820","2639.20654296875","2639.20654296875","2639.20654296875"
"5840","2507.6796875","2507.6796875","2507.6796875"
"5860","2307.90380859375","2307.90380859375","2307.90380859375"
"5880","2660.720947265625","2660.720947265625","2660.720947265625"
"5900","2780.007080078125","2780.007080078125","2780.007080078125"
"5920","2450.50146484375","2450.50146484375","2450.50146484375"
"5940","2414.76708984375","2414.76708984375","2414.76708984375"
"5960","2739.767333984375","2739.767333984375","2739.767333984375"
"5980","2534.05908203125","2534.05908203125","2534.05908203125"
"6000","2443.81396484375","2443.81396484375","2443.81396484375"
"6020","2754.435546875","2754.435546875","2754.435546875"
"6040","2735.2431640625","2735.2431640625","2735.2431640625"
"6060","2420.96875","2420.96875","2420.96875"
"6080","2862.7255859375","2862.7255859375","2862.7255859375"
"6100","2269.354736328125","2269.354736328125","2269.354736328125"
"6120","2505.858642578125","2505.858642578125","2505.858642578125"
"6140","2568.20068359375","2568.20068359375","2568.20068359375"
"6160","2646.823486328125","2646.823486328125","2646.823486328125"
"6180","2301.484130859375","2301.484130859375","2301.484130859375"
"6200","2813.56005859375","2813.56005859375","2813.56005859375"
"6220","2647.698974609375","2647.698974609375","2647.698974609375"
"6240","2221.87890625","2221.87890625","2221.87890625"
"6260","2396.76220703125","2396.76220703125","2396.76220703125"
"6280","2568.97265625","2568.97265625","2568.97265625"
"6300","2909.322021484375","2909.322021484375","2909.322021484375"
"6320","2826.41015625","2826.41015625","2826.41015625"
"6340","2445.90380859375","2445.90380859375","2445.90380859375"
"6360","2814.362060546875","2814.362060546875","2814.362060546875"
"6380","2713.541748046875","2713.541748046875","2713.541748046875"
"6400","2424.664306640625","2424.664306640625","2424.664306640625"
"6420","2553.407958984375","2553.407958984375","2553.407958984375"
"6440","2615.98046875","2615.98046875","2615.98046875"
"6460","2400.12939453125","2400.12939453125","2400.12939453125"
"6480","2522.145263671875","2522.145263671875","2522.145263671875"
"6500","2391.618896484375","2391.618896484375","2391.618896484375"
"6520","2270.31884765625","2270.31884765625","2270.31884765625"
"6540","2217.778076171875","2217.778076171875","2217.778076171875"
"6560","2483.787353515625","2483.787353515625","2483.787353515625"
"6580","2477.382080078125","2477.382080078125","2477.382080078125"
"6600","2613.50927734375","2613.50927734375","2613.50927734375"
"6620","2686.06689453125","2686.06689453125","2686.06689453125"
"6640","2370.1943359375","2370.1943359375","2370.1943359375"
"6660","2572.388427734375","2572.388427734375","2572.388427734375"
"6680","2678.72802734375","2678.72802734375","2678.72802734375"
"6700","2355.202880859375","2355.202880859375","2355.202880859375"
"6720","2678.89111328125","2678.89111328125","2678.89111328125"
"6740","2238.224365234375","2238.224365234375","2238.224365234375"
"6760","2613.03125","2613.03125","2613.03125"
"6780","2336.02880859375","2336.02880859375","2336.02880859375"
"6800","2568.323974609375","2568.323974609375","2568.323974609375"
"6820","2496.669189453125","2496.669189453125","2496.669189453125"
"6840","2139.06396484375","2139.06396484375","2139.06396484375"
"6860","2688.931884765625","2688.931884765625","2688.931884765625"
"6880","2631.96484375","2631.96484375","2631.96484375"
"6900","2456.022216796875","2456.022216796875","2456.022216796875"
"6920","2911.719970703125","2911.719970703125","2911.719970703125"
"6940","2341.370361328125","2341.370361328125","2341.370361328125"
"6960","2437.96875","2437.96875","2437.96875"
"6980","2574.0322265625","2574.0322265625","2574.0322265625"
"7000","2907.87060546875","2907.87060546875","2907.87060546875"
"7020","2292.27099609375","2292.27099609375","2292.27099609375"
"7040","2427.44189453125","2427.44189453125","2427.44189453125"
"7060","2379.400634765625","2379.400634765625","2379.400634765625"
"7080","2371.6494140625","2371.6494140625","2371.6494140625"
"7100","2654.7666015625","2654.7666015625","2654.7666015625"
"7120","2554.21484375","2554.21484375","2554.21484375"
"7140","2356.6005859375","2356.6005859375","2356.6005859375"
"7160","2396.488037109375","2396.488037109375","2396.488037109375"
"7180","2335.211181640625","2335.211181640625","2335.211181640625"
"7200","2523.84130859375","2523.84130859375","2523.84130859375"
"7220","2295.1044921875","2295.1044921875","2295.1044921875"
"7240","2411.48291015625","2411.48291015625","2411.48291015625"
"7260","2729.410888671875","2729.410888671875","2729.410888671875"
"7280","2630.97900390625","2630.97900390625","2630.97900390625"
"7300","2706.56787109375","2706.56787109375","2706.56787109375"
"7320","2231.82421875","2231.82421875","2231.82421875"
"7340","2448.410888671875","2448.410888671875","2448.410888671875"
"7360","2452.025634765625","2452.025634765625","2452.025634765625"
"7380","2429.1533203125","2429.1533203125","2429.1533203125"
"7400","2298.5859375","2298.5859375","2298.5859375"
"7420","2559.7060546875","2559.7060546875","2559.7060546875"
"7440","2804.126220703125","2804.126220703125","2804.126220703125"
"7460","2319.599609375","2319.599609375","2319.599609375"
"7480","2621.43310546875","2621.43310546875","2621.43310546875"
"7500","2289.204833984375","2289.204833984375","2289.204833984375"
"7520","2356.2138671875","2356.2138671875","2356.2138671875"
"7540","2458.42578125","2458.42578125","2458.42578125"
"7560","2274.19921875","2274.19921875","2274.19921875"
"7580","2500.60498046875","2500.60498046875","2500.60498046875"
"7600","2527.586669921875","2527.586669921875","2527.586669921875"
"7620","2358.552734375","2358.552734375","2358.552734375"
"7640","2507.778076171875","2507.778076171875","2507.778076171875"
"7660","2346.77392578125","2346.77392578125","2346.77392578125"
"7680","2308.32763671875","2308.32763671875","2308.32763671875"
"7700","2467.30224609375","2467.30224609375","2467.30224609375"
"7720","2303.283203125","2303.283203125","2303.283203125"
"7740","2592.255859375","2592.255859375","2592.255859375"
"7760","2552.46435546875","2552.46435546875","2552.46435546875"
"7780","2451.615966796875","2451.615966796875","2451.615966796875"
"7800","2503.10986328125","2503.10986328125","2503.10986328125"
"7820","2269.84814453125","2269.84814453125","2269.84814453125"
"7840","2416.450927734375","2416.450927734375","2416.450927734375"
"7860","2443.675048828125","2443.675048828125","2443.675048828125"
"7880","2447.94873046875","2447.94873046875","2447.94873046875"
"7900","2476.04833984375","2476.04833984375","2476.04833984375"
"7920","2349.51708984375","2349.51708984375","2349.51708984375"
"7940","2310.693603515625","2310.693603515625","2310.693603515625"
"7960","2525.338134765625","2525.338134765625","2525.338134765625"
"7980","2239.702880859375","2239.702880859375","2239.702880859375"
"8000","2187.69287109375","2187.69287109375","2187.69287109375"
"8020","2489.721435546875","2489.721435546875","2489.721435546875"
"8040","2307.823974609375","2307.823974609375","2307.823974609375"
"8060","2374.3056640625","2374.3056640625","2374.3056640625"
"8080","2568.939208984375","2568.939208984375","2568.939208984375"
"8100","2243.239990234375","2243.239990234375","2243.239990234375"
"8120","2308.06103515625","2308.06103515625","2308.06103515625"
"8140","2402.52099609375","2402.52099609375","2402.52099609375"
"8160","2281.0595703125","2281.0595703125","2281.0595703125"
"8180","2426.80517578125","2426.80517578125","2426.80517578125"
"8200","2328.109130859375","2328.109130859375","2328.109130859375"
"8220","2513.21435546875","2513.21435546875","2513.21435546875"
"8240","2504.931396484375","2504.931396484375","2504.931396484375"
"8260","2306.163818359375","2306.163818359375","2306.163818359375"
"8280","2139.425537109375","2139.425537109375","2139.425537109375"
"8300","2246.531982421875","2246.531982421875","2246.531982421875"
"8320","2371.1484375","2371.1484375","2371.1484375"
"8340","2344.935791015625","2344.935791015625","2344.935791015625"
"8360","2254.2978515625","2254.2978515625","2254.2978515625"
"8380","2514.516357421875","2514.516357421875","2514.516357421875"
"8400","2080.486083984375","2080.486083984375","2080.486083984375"
"8420","2222.87255859375","2222.87255859375","2222.87255859375"
"8440","2341.3125","2341.3125","2341.3125"
"8460","2328.0283203125","2328.0283203125","2328.0283203125"
"8480","2479.28076171875","2479.28076171875","2479.28076171875"
"8500","2371.564453125","2371.564453125","2371.564453125"
"8520","2350.27001953125","2350.27001953125","2350.27001953125"
"8540","2303.4697265625","2303.4697265625","2303.4697265625"
"8560","2326.14599609375","2326.14599609375","2326.14599609375"
"8580","2403.40966796875","2403.40966796875","2403.40966796875"
"8600","2235.537841796875","2235.537841796875","2235.537841796875"
"8620","2308.65869140625","2308.65869140625","2308.65869140625"
"8640","2346.662353515625","2346.662353515625","2346.662353515625"
"8660","2237.388671875","2237.388671875","2237.388671875"
"8680","2450.00439453125","2450.00439453125","2450.00439453125"
"8700","2315.400634765625","2315.400634765625","2315.400634765625"
"8720","2226.990966796875","2226.990966796875","2226.990966796875"
"8740","2443.96630859375","2443.96630859375","2443.96630859375"
"8760","2240.607666015625","2240.607666015625","2240.607666015625"
"8780","2390.538818359375","2390.538818359375","2390.538818359375"
"8800","2460.70751953125","2460.70751953125","2460.70751953125"
"8820","2195.769287109375","2195.769287109375","2195.769287109375"
"8840","2358.49365234375","2358.49365234375","2358.49365234375"
"8860","2370.792236328125","2370.792236328125","2370.792236328125"
"8880","2174.456298828125","2174.456298828125","2174.456298828125"
"8900","2362.82080078125","2362.82080078125","2362.82080078125"
"8920","2387.081298828125","2387.081298828125","2387.081298828125"
"8940","2299.4091796875","2299.4091796875","2299.4091796875"
"8960","2199.70458984375","2199.70458984375","2199.70458984375"
"8980","2421.65234375","2421.65234375","2421.65234375"
"9000","2159.03515625","2159.03515625","2159.03515625"
"9020","2602.061767578125","2602.061767578125","2602.061767578125"
"9040","2340.881103515625","2340.881103515625","2340.881103515625"
"9060","2464.1416015625","2464.1416015625","2464.1416015625"
"9080","2330.59716796875","2330.59716796875","2330.59716796875"
"9100","2179.390869140625","2179.390869140625","2179.390869140625"
"9120","2174.64599609375","2174.64599609375","2174.64599609375"
"9140","2212.69580078125","2212.69580078125","2212.69580078125"
"9160","2359.264892578125","2359.264892578125","2359.264892578125"
"9180","2448.716796875","2448.716796875","2448.716796875"
"9200","2387.491455078125","2387.491455078125","2387.491455078125"
"9220","2340.2265625","2340.2265625","2340.2265625"
"9240","2345.02099609375","2345.02099609375","2345.02099609375"
"9260","2210.21484375","2210.21484375","2210.21484375"
"9280","2456.1494140625","2456.1494140625","2456.1494140625"
"9300","2240.022216796875","2240.022216796875","2240.022216796875"
"9320","2244.382568359375","2244.382568359375","2244.382568359375"
"9340","2334.537109375","2334.537109375","2334.537109375"
"9360","2225.998779296875","2225.998779296875","2225.998779296875"
"9380","2301.763671875","2301.763671875","2301.763671875"
"9400","2151.20068359375","2151.20068359375","2151.20068359375"
"9420","2504.135009765625","2504.135009765625","2504.135009765625"
"9440","2119.329833984375","2119.329833984375","2119.329833984375"
"9460","2190.0322265625","2190.0322265625","2190.0322265625"
"9480","2708.75","2708.75","2708.75"
"9500","1969.5306396484375","1969.5306396484375","1969.5306396484375"
"9520","2147.436279296875","2147.436279296875","2147.436279296875"
"9540","2227.18505859375","2227.18505859375","2227.18505859375"
"9560","2392.624755859375","2392.624755859375","2392.624755859375"
"9580","2567.125732421875","2567.125732421875","2567.125732421875"
"9600","2190.893310546875","2190.893310546875","2190.893310546875"
"9620","2477.3056640625","2477.3056640625","2477.3056640625"
"9640","2216.307861328125","2216.307861328125","2216.307861328125"
"9660","2473.51416015625","2473.51416015625","2473.51416015625"
