"Step","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss__MIN","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss__MAX"
"2500","3127.6474609375","3127.6474609375","3127.6474609375"
"2520","2869.75146484375","2869.75146484375","2869.75146484375"
"2540","2922.612060546875","2922.612060546875","2922.612060546875"
"2560","2652.349853515625","2652.349853515625","2652.349853515625"
"2580","2793.935546875","2793.935546875","2793.935546875"
"2600","2834.916259765625","2834.916259765625","2834.916259765625"
"2620","2600.66650390625","2600.66650390625","2600.66650390625"
"2640","2779.240234375","2779.240234375","2779.240234375"
"2660","2780.115478515625","2780.115478515625","2780.115478515625"
"2680","2523.84033203125","2523.84033203125","2523.84033203125"
"2700","2727.9921875","2727.9921875","2727.9921875"
"2720","2997.6845703125","2997.6845703125","2997.6845703125"
"2740","2540.9296875","2540.9296875","2540.9296875"
"2760","2665.316162109375","2665.316162109375","2665.316162109375"
"2780","2846.175537109375","2846.175537109375","2846.175537109375"
"2800","2835.6337890625","2835.6337890625","2835.6337890625"
"2820","2945.421875","2945.421875","2945.421875"
"2840","2972.56298828125","2972.56298828125","2972.56298828125"
"2860","2653.287841796875","2653.287841796875","2653.287841796875"
"2880","2812.322509765625","2812.322509765625","2812.322509765625"
"2900","2753.217529296875","2753.217529296875","2753.217529296875"
"2920","2564.50146484375","2564.50146484375","2564.50146484375"
"2940","2953.771484375","2953.771484375","2953.771484375"
"2960","2454.799072265625","2454.799072265625","2454.799072265625"
"2980","2898.375","2898.375","2898.375"
"3000","2660.523681640625","2660.523681640625","2660.523681640625"
"3020","2786.945556640625","2786.945556640625","2786.945556640625"
"3040","2599.5771484375","2599.5771484375","2599.5771484375"
"3060","2622.92431640625","2622.92431640625","2622.92431640625"
"3080","2634.686767578125","2634.686767578125","2634.686767578125"
"3100","2790.399658203125","2790.399658203125","2790.399658203125"
"3120","2532.846435546875","2532.846435546875","2532.846435546875"
"3140","2823.659912109375","2823.659912109375","2823.659912109375"
"3160","2774.673583984375","2774.673583984375","2774.673583984375"
"3180","2647.287353515625","2647.287353515625","2647.287353515625"
"3200","2612.53564453125","2612.53564453125","2612.53564453125"
"3220","2686.52294921875","2686.52294921875","2686.52294921875"
"3240","2396.152099609375","2396.152099609375","2396.152099609375"
"3260","3180.5908203125","3180.5908203125","3180.5908203125"
"3280","2760.048583984375","2760.048583984375","2760.048583984375"
"3300","2414.542236328125","2414.542236328125","2414.542236328125"
"3320","2859.5615234375","2859.5615234375","2859.5615234375"
"3340","2755.926513671875","2755.926513671875","2755.926513671875"
"3360","2443.3671875","2443.3671875","2443.3671875"
"3380","2719.328369140625","2719.328369140625","2719.328369140625"
"3400","2900.615234375","2900.615234375","2900.615234375"
"3420","2659.71044921875","2659.71044921875","2659.71044921875"
"3440","2991.91748046875","2991.91748046875","2991.91748046875"
"3460","2533.173583984375","2533.173583984375","2533.173583984375"
"3480","2767.20556640625","2767.20556640625","2767.20556640625"
"3500","2639.10205078125","2639.10205078125","2639.10205078125"
"3520","2368.21728515625","2368.21728515625","2368.21728515625"
"3540","2500.874755859375","2500.874755859375","2500.874755859375"
"3560","2543.9765625","2543.9765625","2543.9765625"
"3580","2353.205810546875","2353.205810546875","2353.205810546875"
"3600","2786.739990234375","2786.739990234375","2786.739990234375"
"3620","2755.78955078125","2755.78955078125","2755.78955078125"
"3640","2307.535888671875","2307.535888671875","2307.535888671875"
"3660","2699.8408203125","2699.8408203125","2699.8408203125"
"3680","2594.29833984375","2594.29833984375","2594.29833984375"
"3700","2622.35205078125","2622.35205078125","2622.35205078125"
"3720","2881.69482421875","2881.69482421875","2881.69482421875"
"3740","2560.748046875","2560.748046875","2560.748046875"
"3760","2587.20654296875","2587.20654296875","2587.20654296875"
"3780","2482.86083984375","2482.86083984375","2482.86083984375"
"3800","2605.0908203125","2605.0908203125","2605.0908203125"
"3820","2454.35986328125","2454.35986328125","2454.35986328125"
"3840","2573.226806640625","2573.226806640625","2573.226806640625"
"3860","2293.494384765625","2293.494384765625","2293.494384765625"
"3880","2901.19482421875","2901.19482421875","2901.19482421875"
"3900","2431.838134765625","2431.838134765625","2431.838134765625"
"3920","2723.217529296875","2723.217529296875","2723.217529296875"
"3940","2852.735595703125","2852.735595703125","2852.735595703125"
"3960","2449.662109375","2449.662109375","2449.662109375"
"3980","2662.67626953125","2662.67626953125","2662.67626953125"
"4000","2610.046630859375","2610.046630859375","2610.046630859375"
"4020","2603.17626953125","2603.17626953125","2603.17626953125"
"4040","2476.936279296875","2476.936279296875","2476.936279296875"
"4060","2555.729248046875","2555.729248046875","2555.729248046875"
"4080","2457.546875","2457.546875","2457.546875"
"4100","2656.348388671875","2656.348388671875","2656.348388671875"
"4120","2260.329833984375","2260.329833984375","2260.329833984375"
"4140","2567.338623046875","2567.338623046875","2567.338623046875"
"4160","2710.618896484375","2710.618896484375","2710.618896484375"
"4180","2597.89501953125","2597.89501953125","2597.89501953125"
"4200","2403.282958984375","2403.282958984375","2403.282958984375"
"4220","2220.088134765625","2220.088134765625","2220.088134765625"
"4240","2508.321044921875","2508.321044921875","2508.321044921875"
"4260","2710.441162109375","2710.441162109375","2710.441162109375"
"4280","2639.88623046875","2639.88623046875","2639.88623046875"
"4300","2568.813720703125","2568.813720703125","2568.813720703125"
"4320","2914.8505859375","2914.8505859375","2914.8505859375"
"4340","2494.89013671875","2494.89013671875","2494.89013671875"
"4360","2694.319580078125","2694.319580078125","2694.319580078125"
"4380","2310.345458984375","2310.345458984375","2310.345458984375"
"4400","2432.0439453125","2432.0439453125","2432.0439453125"
"4420","2957.873046875","2957.873046875","2957.873046875"
"4440","2502.77392578125","2502.77392578125","2502.77392578125"
"4460","2468.5537109375","2468.5537109375","2468.5537109375"
"4480","2306.7734375","2306.7734375","2306.7734375"
"4500","2718.671875","2718.671875","2718.671875"
"4520","2403.861083984375","2403.861083984375","2403.861083984375"
"4540","2326.515625","2326.515625","2326.515625"
"4560","2538.146728515625","2538.146728515625","2538.146728515625"
"4580","2632.630615234375","2632.630615234375","2632.630615234375"
"4600","2315.23828125","2315.23828125","2315.23828125"
"4620","2408.7197265625","2408.7197265625","2408.7197265625"
"4640","2329.614013671875","2329.614013671875","2329.614013671875"
"4660","2433.076416015625","2433.076416015625","2433.076416015625"
"4680","2455.201904296875","2455.201904296875","2455.201904296875"
"4700","2331.35205078125","2331.35205078125","2331.35205078125"
"4720","2484.812744140625","2484.812744140625","2484.812744140625"
"4740","2403.45556640625","2403.45556640625","2403.45556640625"
"4760","2269.029052734375","2269.029052734375","2269.029052734375"
"4780","2419.12353515625","2419.12353515625","2419.12353515625"
"4800","2474.754638671875","2474.754638671875","2474.754638671875"
"4820","2364.713134765625","2364.713134765625","2364.713134765625"
"4840","2500.47998046875","2500.47998046875","2500.47998046875"
"4860","2427.867431640625","2427.867431640625","2427.867431640625"
"4880","2567.357177734375","2567.357177734375","2567.357177734375"
"4900","2726.19189453125","2726.19189453125","2726.19189453125"
"4920","2492.1552734375","2492.1552734375","2492.1552734375"
"4940","2377.951416015625","2377.951416015625","2377.951416015625"
"4960","2718.202392578125","2718.202392578125","2718.202392578125"
"4980","2340.54150390625","2340.54150390625","2340.54150390625"
"5000","2410.463623046875","2410.463623046875","2410.463623046875"
"5020","2336.833740234375","2336.833740234375","2336.833740234375"
"5040","2414.756103515625","2414.756103515625","2414.756103515625"
"5060","2295.5595703125","2295.5595703125","2295.5595703125"
"5080","2312.802978515625","2312.802978515625","2312.802978515625"
"5100","2335.49755859375","2335.49755859375","2335.49755859375"
"5120","2430.74755859375","2430.74755859375","2430.74755859375"
"5140","2503.0244140625","2503.0244140625","2503.0244140625"
"5160","2528.161865234375","2528.161865234375","2528.161865234375"
"5180","2316.447021484375","2316.447021484375","2316.447021484375"
"5200","2347.878173828125","2347.878173828125","2347.878173828125"
"5220","2132.9970703125","2132.9970703125","2132.9970703125"
"5240","2536.3896484375","2536.3896484375","2536.3896484375"
"5260","2521.482666015625","2521.482666015625","2521.482666015625"
"5280","2426.76611328125","2426.76611328125","2426.76611328125"
"5300","2659.43994140625","2659.43994140625","2659.43994140625"
"5320","2231.312744140625","2231.312744140625","2231.312744140625"
"5340","2354.44140625","2354.44140625","2354.44140625"
"5360","2537.05517578125","2537.05517578125","2537.05517578125"
"5380","2153.11962890625","2153.11962890625","2153.11962890625"
"5400","2514.112548828125","2514.112548828125","2514.112548828125"
"5420","2549.259765625","2549.259765625","2549.259765625"
"5440","2593.109375","2593.109375","2593.109375"
"5460","2360.820556640625","2360.820556640625","2360.820556640625"
"5480","2455.18017578125","2455.18017578125","2455.18017578125"
"5500","2254.843017578125","2254.843017578125","2254.843017578125"
"5520","2672.96435546875","2672.96435546875","2672.96435546875"
"5540","2323.67626953125","2323.67626953125","2323.67626953125"
"5560","2371.096435546875","2371.096435546875","2371.096435546875"
"5580","2527.157470703125","2527.157470703125","2527.157470703125"
"5600","2277.655517578125","2277.655517578125","2277.655517578125"
"5620","2735.10986328125","2735.10986328125","2735.10986328125"
"5640","2081.335205078125","2081.335205078125","2081.335205078125"
"5660","2684.646240234375","2684.646240234375","2684.646240234375"
"5680","2206.593505859375","2206.593505859375","2206.593505859375"
"5700","2315.591064453125","2315.591064453125","2315.591064453125"
"5720","2428.131103515625","2428.131103515625","2428.131103515625"
"5740","2187.2607421875","2187.2607421875","2187.2607421875"
"5760","2510.276123046875","2510.276123046875","2510.276123046875"
"5780","2181.56005859375","2181.56005859375","2181.56005859375"
"5800","1996.5208740234375","1996.5208740234375","1996.5208740234375"
"5820","2462.6953125","2462.6953125","2462.6953125"
"5840","2246.3896484375","2246.3896484375","2246.3896484375"
"5860","2190.4931640625","2190.4931640625","2190.4931640625"
"5880","2377.6689453125","2377.6689453125","2377.6689453125"
"5900","2700.516845703125","2700.516845703125","2700.516845703125"
"5920","2284.4384765625","2284.4384765625","2284.4384765625"
"5940","2292.046875","2292.046875","2292.046875"
"5960","2508.697998046875","2508.697998046875","2508.697998046875"
"5980","2340.38427734375","2340.38427734375","2340.38427734375"
"6000","2188.63671875","2188.63671875","2188.63671875"
"6020","2503.05126953125","2503.05126953125","2503.05126953125"
"6040","2349.229736328125","2349.229736328125","2349.229736328125"
"6060","2217.59765625","2217.59765625","2217.59765625"
"6080","2847.54248046875","2847.54248046875","2847.54248046875"
"6100","2184.654052734375","2184.654052734375","2184.654052734375"
"6120","2343.32568359375","2343.32568359375","2343.32568359375"
"6140","2334.65673828125","2334.65673828125","2334.65673828125"
"6160","2461.013916015625","2461.013916015625","2461.013916015625"
"6180","2090.254638671875","2090.254638671875","2090.254638671875"
"6200","2527.697998046875","2527.697998046875","2527.697998046875"
"6220","2527.572998046875","2527.572998046875","2527.572998046875"
"6240","2044.8267822265625","2044.8267822265625","2044.8267822265625"
"6260","2047.2237548828125","2047.2237548828125","2047.2237548828125"
"6280","2374.979736328125","2374.979736328125","2374.979736328125"
"6300","2819.978759765625","2819.978759765625","2819.978759765625"
"6320","2627.32958984375","2627.32958984375","2627.32958984375"
"6340","2072.054443359375","2072.054443359375","2072.054443359375"
"6360","2489.033447265625","2489.033447265625","2489.033447265625"
"6380","2510.415283203125","2510.415283203125","2510.415283203125"
"6400","2313.602783203125","2313.602783203125","2313.602783203125"
"6420","2147.487060546875","2147.487060546875","2147.487060546875"
"6440","2244.0419921875","2244.0419921875","2244.0419921875"
"6460","2244.059326171875","2244.059326171875","2244.059326171875"
"6480","2387.9306640625","2387.9306640625","2387.9306640625"
"6500","2174.702392578125","2174.702392578125","2174.702392578125"
"6520","2246.19189453125","2246.19189453125","2246.19189453125"
"6540","2200.271240234375","2200.271240234375","2200.271240234375"
"6560","2387.222900390625","2387.222900390625","2387.222900390625"
"6580","2390.646728515625","2390.646728515625","2390.646728515625"
"6600","2385.208740234375","2385.208740234375","2385.208740234375"
"6620","2769.24365234375","2769.24365234375","2769.24365234375"
"6640","2418.82763671875","2418.82763671875","2418.82763671875"
"6660","2373.534912109375","2373.534912109375","2373.534912109375"
"6680","2421.303955078125","2421.303955078125","2421.303955078125"
"6700","2178.798583984375","2178.798583984375","2178.798583984375"
"6720","2506.51611328125","2506.51611328125","2506.51611328125"
"6740","2139.953369140625","2139.953369140625","2139.953369140625"
"6760","2366.636474609375","2366.636474609375","2366.636474609375"
"6780","2154.9814453125","2154.9814453125","2154.9814453125"
"6800","2443.52880859375","2443.52880859375","2443.52880859375"
"6820","2244.211181640625","2244.211181640625","2244.211181640625"
"6840","1880.5162353515625","1880.5162353515625","1880.5162353515625"
"6860","2362.663818359375","2362.663818359375","2362.663818359375"
"6880","2363.572021484375","2363.572021484375","2363.572021484375"
"6900","2221.635986328125","2221.635986328125","2221.635986328125"
"6920","2851.77490234375","2851.77490234375","2851.77490234375"
"6940","2307.846435546875","2307.846435546875","2307.846435546875"
"6960","2038.806640625","2038.806640625","2038.806640625"
"6980","2190.0283203125","2190.0283203125","2190.0283203125"
"7000","2541.32861328125","2541.32861328125","2541.32861328125"
"7020","2031.3734130859375","2031.3734130859375","2031.3734130859375"
"7040","2213.459228515625","2213.459228515625","2213.459228515625"
"7060","2340.99560546875","2340.99560546875","2340.99560546875"
"7080","2125.44482421875","2125.44482421875","2125.44482421875"
"7100","2262.010009765625","2262.010009765625","2262.010009765625"
"7120","2263.142333984375","2263.142333984375","2263.142333984375"
"7140","2104.570068359375","2104.570068359375","2104.570068359375"
"7160","2114.775146484375","2114.775146484375","2114.775146484375"
"7180","2073.53564453125","2073.53564453125","2073.53564453125"
"7200","2118.455810546875","2118.455810546875","2118.455810546875"
"7220","2131.073974609375","2131.073974609375","2131.073974609375"
"7240","2142.6552734375","2142.6552734375","2142.6552734375"
"7260","2213.460693359375","2213.460693359375","2213.460693359375"
"7280","2420.397705078125","2420.397705078125","2420.397705078125"
"7300","2689.662353515625","2689.662353515625","2689.662353515625"
"7320","2125.3837890625","2125.3837890625","2125.3837890625"
"7340","2254.682861328125","2254.682861328125","2254.682861328125"
"7360","2171.007568359375","2171.007568359375","2171.007568359375"
"7380","2067.12060546875","2067.12060546875","2067.12060546875"
"7400","2132.98388671875","2132.98388671875","2132.98388671875"
"7420","2309.537109375","2309.537109375","2309.537109375"
"7440","2647.89501953125","2647.89501953125","2647.89501953125"
"7460","2097.7158203125","2097.7158203125","2097.7158203125"
"7480","2356.483154296875","2356.483154296875","2356.483154296875"
"7500","2100.723876953125","2100.723876953125","2100.723876953125"
"7520","2047.2330322265625","2047.2330322265625","2047.2330322265625"
"7540","2326.627197265625","2326.627197265625","2326.627197265625"
"7560","2217.4013671875","2217.4013671875","2217.4013671875"
"7580","2417.5283203125","2417.5283203125","2417.5283203125"
"7600","2311.26318359375","2311.26318359375","2311.26318359375"
"7620","2157.413818359375","2157.413818359375","2157.413818359375"
"7640","2095.1064453125","2095.1064453125","2095.1064453125"
"7660","2212.767822265625","2212.767822265625","2212.767822265625"
"7680","2229.90966796875","2229.90966796875","2229.90966796875"
"7700","2211.108642578125","2211.108642578125","2211.108642578125"
"7720","2251.372314453125","2251.372314453125","2251.372314453125"
"7740","2397.894287109375","2397.894287109375","2397.894287109375"
"7760","2484.628173828125","2484.628173828125","2484.628173828125"
"7780","2237.293701171875","2237.293701171875","2237.293701171875"
"7800","2391.95068359375","2391.95068359375","2391.95068359375"
"7820","2135.682373046875","2135.682373046875","2135.682373046875"
"7840","2270.717529296875","2270.717529296875","2270.717529296875"
"7860","2298.8564453125","2298.8564453125","2298.8564453125"
"7880","2250.684814453125","2250.684814453125","2250.684814453125"
"7900","2153.424560546875","2153.424560546875","2153.424560546875"
"7920","2247.813232421875","2247.813232421875","2247.813232421875"
"7940","2097.02294921875","2097.02294921875","2097.02294921875"
"7960","2244.124267578125","2244.124267578125","2244.124267578125"
"7980","2143.585693359375","2143.585693359375","2143.585693359375"
"8000","2020.0399169921875","2020.0399169921875","2020.0399169921875"
"8020","2299.95458984375","2299.95458984375","2299.95458984375"
"8040","1999.744140625","1999.744140625","1999.744140625"
"8060","2240.505859375","2240.505859375","2240.505859375"
"8080","2310.85546875","2310.85546875","2310.85546875"
"8100","2141.16943359375","2141.16943359375","2141.16943359375"
"8120","2092.888427734375","2092.888427734375","2092.888427734375"
"8140","2163.89404296875","2163.89404296875","2163.89404296875"
"8160","2053.361083984375","2053.361083984375","2053.361083984375"
"8180","2437.123046875","2437.123046875","2437.123046875"
"8200","2246.004638671875","2246.004638671875","2246.004638671875"
"8220","2214.083740234375","2214.083740234375","2214.083740234375"
"8240","2369.66455078125","2369.66455078125","2369.66455078125"
"8260","2119.020263671875","2119.020263671875","2119.020263671875"
"8280","1856.9129638671875","1856.9129638671875","1856.9129638671875"
"8300","2010.1898193359375","2010.1898193359375","2010.1898193359375"
"8320","2049.19287109375","2049.19287109375","2049.19287109375"
"8340","1884.58447265625","1884.58447265625","1884.58447265625"
"8360","1967.166259765625","1967.166259765625","1967.166259765625"
"8380","2434.32666015625","2434.32666015625","2434.32666015625"
"8400","1977.5347900390625","1977.5347900390625","1977.5347900390625"
"8420","1890.2786865234375","1890.2786865234375","1890.2786865234375"
"8440","2251.741455078125","2251.741455078125","2251.741455078125"
"8460","2188.606689453125","2188.606689453125","2188.606689453125"
"8480","2137.695556640625","2137.695556640625","2137.695556640625"
"8500","2170.14501953125","2170.14501953125","2170.14501953125"
"8520","2059.774658203125","2059.774658203125","2059.774658203125"
"8540","2155.0322265625","2155.0322265625","2155.0322265625"
"8560","2201.181396484375","2201.181396484375","2201.181396484375"
"8580","2178.59423828125","2178.59423828125","2178.59423828125"
"8600","1890.8255615234375","1890.8255615234375","1890.8255615234375"
"8620","2194.0205078125","2194.0205078125","2194.0205078125"
"8640","1967.7479248046875","1967.7479248046875","1967.7479248046875"
"8660","1957.8970947265625","1957.8970947265625","1957.8970947265625"
"8680","2415.257568359375","2415.257568359375","2415.257568359375"
"8700","2041.62646484375","2041.62646484375","2041.62646484375"
"8720","2193.316162109375","2193.316162109375","2193.316162109375"
"8740","2346.916015625","2346.916015625","2346.916015625"
"8760","2133.8515625","2133.8515625","2133.8515625"
"8780","2198.604736328125","2198.604736328125","2198.604736328125"
"8800","2167.11376953125","2167.11376953125","2167.11376953125"
"8820","2191.85693359375","2191.85693359375","2191.85693359375"
"8840","2178.865478515625","2178.865478515625","2178.865478515625"
"8860","2273.2734375","2273.2734375","2273.2734375"
"8880","1948.75244140625","1948.75244140625","1948.75244140625"
"8900","2198.10302734375","2198.10302734375","2198.10302734375"
"8920","2076.99560546875","2076.99560546875","2076.99560546875"
"8940","2093.62548828125","2093.62548828125","2093.62548828125"
"8960","2087.63037109375","2087.63037109375","2087.63037109375"
"8980","2223.864013671875","2223.864013671875","2223.864013671875"
"9000","1933.8970947265625","1933.8970947265625","1933.8970947265625"
"9020","2348.944091796875","2348.944091796875","2348.944091796875"
"9040","2209.136474609375","2209.136474609375","2209.136474609375"
"9060","2215.513671875","2215.513671875","2215.513671875"
"9080","2137.47900390625","2137.47900390625","2137.47900390625"
"9100","1880.4908447265625","1880.4908447265625","1880.4908447265625"
"9120","2131.037353515625","2131.037353515625","2131.037353515625"
"9140","2075.854736328125","2075.854736328125","2075.854736328125"
"9160","2123.5869140625","2123.5869140625","2123.5869140625"
"9180","2334.3486328125","2334.3486328125","2334.3486328125"
"9200","2169.862548828125","2169.862548828125","2169.862548828125"
"9220","2155.475830078125","2155.475830078125","2155.475830078125"
"9240","2213.947509765625","2213.947509765625","2213.947509765625"
"9260","2090.0869140625","2090.0869140625","2090.0869140625"
"9280","2410.079345703125","2410.079345703125","2410.079345703125"
"9300","1941.3018798828125","1941.3018798828125","1941.3018798828125"
"9320","1880.7996826171875","1880.7996826171875","1880.7996826171875"
"9340","2213.186767578125","2213.186767578125","2213.186767578125"
"9360","2074.0166015625","2074.0166015625","2074.0166015625"
"9380","2199.66796875","2199.66796875","2199.66796875"
"9400","1935.947509765625","1935.947509765625","1935.947509765625"
"9420","2330.848876953125","2330.848876953125","2330.848876953125"
"9440","2007.3214111328125","2007.3214111328125","2007.3214111328125"
"9460","1879.653076171875","1879.653076171875","1879.653076171875"
"9480","2542.1767578125","2542.1767578125","2542.1767578125"
"9500","1730.8619384765625","1730.8619384765625","1730.8619384765625"
"9520","2034.016845703125","2034.016845703125","2034.016845703125"
"9540","2088.3486328125","2088.3486328125","2088.3486328125"
"9560","2293.076904296875","2293.076904296875","2293.076904296875"
"9580","2341.168701171875","2341.168701171875","2341.168701171875"
