"Step","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm__MIN","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - Gradnorm__MAX"
"10000","8206.3310546875","8206.3310546875","8206.3310546875"
"10020","9740.2666015625","9740.2666015625","9740.2666015625"
"10040","8174.07373046875","8174.07373046875","8174.07373046875"
"10060","8861.8779296875","8861.8779296875","8861.8779296875"
"10080","8724.7802734375","8724.7802734375","8724.7802734375"
"10100","8769.1494140625","8769.1494140625","8769.1494140625"
"10120","9375.078125","9375.078125","9375.078125"
"10140","7435.4970703125","7435.4970703125","7435.4970703125"
"10160","10754.6298828125","10754.6298828125","10754.6298828125"
"10180","11390.6142578125","11390.6142578125","11390.6142578125"
"10200","11389.6318359375","11389.6318359375","11389.6318359375"
"10220","12965.3974609375","12965.3974609375","12965.3974609375"
"10240","7531.19384765625","7531.19384765625","7531.19384765625"
"10260","7324.03369140625","7324.03369140625","7324.03369140625"
"10280","6838.44677734375","6838.44677734375","6838.44677734375"
"10300","5324.38623046875","5324.38623046875","5324.38623046875"
"10320","8422.76171875","8422.76171875","8422.76171875"
"10340","15353.7734375","15353.7734375","15353.7734375"
"10360","8782.8896484375","8782.8896484375","8782.8896484375"
"10380","8787.736328125","8787.736328125","8787.736328125"
"10400","5927.42041015625","5927.42041015625","5927.42041015625"
"10420","11112.7919921875","11112.7919921875","11112.7919921875"
"10440","9885.26953125","9885.26953125","9885.26953125"
"10460","9229.57421875","9229.57421875","9229.57421875"
"10480","9062.8115234375","9062.8115234375","9062.8115234375"
"10500","11674.2275390625","11674.2275390625","11674.2275390625"
"10520","7218.474609375","7218.474609375","7218.474609375"
"10540","8749.619140625","8749.619140625","8749.619140625"
"10560","10813.396484375","10813.396484375","10813.396484375"
"10580","8191.63330078125","8191.63330078125","8191.63330078125"
"10600","10832.115234375","10832.115234375","10832.115234375"
"10620","14992.37890625","14992.37890625","14992.37890625"
"10640","11596.646484375","11596.646484375","11596.646484375"
"10660","12229.7880859375","12229.7880859375","12229.7880859375"
"10680","13026.6962890625","13026.6962890625","13026.6962890625"
"10700","8914.51953125","8914.51953125","8914.51953125"
"10720","9450.0380859375","9450.0380859375","9450.0380859375"
"10740","6986.76123046875","6986.76123046875","6986.76123046875"
"10760","11414.728515625","11414.728515625","11414.728515625"
"10780","8321.8505859375","8321.8505859375","8321.8505859375"
"10800","15973.5703125","15973.5703125","15973.5703125"
"10820","8811.603515625","8811.603515625","8811.603515625"
"10840","10036.8779296875","10036.8779296875","10036.8779296875"
"10860","11341.14453125","11341.14453125","11341.14453125"
"10880","13572.892578125","13572.892578125","13572.892578125"
"10900","9841.556640625","9841.556640625","9841.556640625"
"10920","7247.55615234375","7247.55615234375","7247.55615234375"
"10940","10484.5234375","10484.5234375","10484.5234375"
"10960","13609.052734375","13609.052734375","13609.052734375"
"10980","9868.39453125","9868.39453125","9868.39453125"
"11000","9174.21484375","9174.21484375","9174.21484375"
"11020","9310.939453125","9310.939453125","9310.939453125"
"11040","9048.1796875","9048.1796875","9048.1796875"
"11060","8721.3623046875","8721.3623046875","8721.3623046875"
"11080","10587.5068359375","10587.5068359375","10587.5068359375"
"11100","8035.7392578125","8035.7392578125","8035.7392578125"
"11120","10714.9755859375","10714.9755859375","10714.9755859375"
"11140","8701.83984375","8701.83984375","8701.83984375"
"11160","9547.232421875","9547.232421875","9547.232421875"
"11180","10323.0830078125","10323.0830078125","10323.0830078125"
"11200","10235.2509765625","10235.2509765625","10235.2509765625"
"11220","9182.271484375","9182.271484375","9182.271484375"
"11240","10624.9072265625","10624.9072265625","10624.9072265625"
"11260","8906.748046875","8906.748046875","8906.748046875"
"11280","10758.2568359375","10758.2568359375","10758.2568359375"
"11300","13795.447265625","13795.447265625","13795.447265625"
"11320","15554.236328125","15554.236328125","15554.236328125"
"11340","12488.361328125","12488.361328125","12488.361328125"
"11360","6743.384765625","6743.384765625","6743.384765625"
"11380","7399.57470703125","7399.57470703125","7399.57470703125"
"11400","8692.8017578125","8692.8017578125","8692.8017578125"
"11420","9308.9111328125","9308.9111328125","9308.9111328125"
"11440","9097.9052734375","9097.9052734375","9097.9052734375"
"11460","9485.09765625","9485.09765625","9485.09765625"
"11480","10078.4052734375","10078.4052734375","10078.4052734375"
"11500","7735.46435546875","7735.46435546875","7735.46435546875"
"11520","9893.03125","9893.03125","9893.03125"
"11540","8371.33984375","8371.33984375","8371.33984375"
"11560","7821.98876953125","7821.98876953125","7821.98876953125"
"11580","9239.1884765625","9239.1884765625","9239.1884765625"
"11600","8441.9091796875","8441.9091796875","8441.9091796875"
"11620","7372.21484375","7372.21484375","7372.21484375"
"11640","12230.7451171875","12230.7451171875","12230.7451171875"
"11660","9320.15234375","9320.15234375","9320.15234375"
"11680","6832.58935546875","6832.58935546875","6832.58935546875"
"11700","14415.0849609375","14415.0849609375","14415.0849609375"
"11720","12961.6923828125","12961.6923828125","12961.6923828125"
"11740","9963.3427734375","9963.3427734375","9963.3427734375"
"11760","8530.9541015625","8530.9541015625","8530.9541015625"
"11780","8422.1513671875","8422.1513671875","8422.1513671875"
"11800","8912.1923828125","8912.1923828125","8912.1923828125"
"11820","9437.11328125","9437.11328125","9437.11328125"
"11840","10465.119140625","10465.119140625","10465.119140625"
"11860","7088.18017578125","7088.18017578125","7088.18017578125"
"11880","9598.84765625","9598.84765625","9598.84765625"
"11900","7621.33984375","7621.33984375","7621.33984375"
"11920","6777.701171875","6777.701171875","6777.701171875"
"11940","9029.2119140625","9029.2119140625","9029.2119140625"
"11960","7088.63916015625","7088.63916015625","7088.63916015625"
"11980","7682.76708984375","7682.76708984375","7682.76708984375"
"12000","8937.388671875","8937.388671875","8937.388671875"
"12020","8773.6982421875","8773.6982421875","8773.6982421875"
"12040","9302.2861328125","9302.2861328125","9302.2861328125"
"12060","6934.4951171875","6934.4951171875","6934.4951171875"
"12080","9967.2548828125","9967.2548828125","9967.2548828125"
"12100","14156.646484375","14156.646484375","14156.646484375"
"12120","12206.505859375","12206.505859375","12206.505859375"
"12140","8593.99609375","8593.99609375","8593.99609375"
"12160","9165.56640625","9165.56640625","9165.56640625"
"12180","9060.4580078125","9060.4580078125","9060.4580078125"
"12200","8313.7646484375","8313.7646484375","8313.7646484375"
"12220","8552.06640625","8552.06640625","8552.06640625"
"12240","8372.7490234375","8372.7490234375","8372.7490234375"
"12260","8855.294921875","8855.294921875","8855.294921875"
"12280","11641.3486328125","11641.3486328125","11641.3486328125"
"12300","8856.595703125","8856.595703125","8856.595703125"
"12320","11601.1904296875","11601.1904296875","11601.1904296875"
"12340","9502.4931640625","9502.4931640625","9502.4931640625"
"12360","10697.892578125","10697.892578125","10697.892578125"
"12380","12770.3798828125","12770.3798828125","12770.3798828125"
"12400","12065.8720703125","12065.8720703125","12065.8720703125"
"12420","8332.873046875","8332.873046875","8332.873046875"
"12440","7903.72265625","7903.72265625","7903.72265625"
"12460","7820.45166015625","7820.45166015625","7820.45166015625"
"12480","8047.28662109375","8047.28662109375","8047.28662109375"
"12500","11411.1650390625","11411.1650390625","11411.1650390625"
"12520","7776.1591796875","7776.1591796875","7776.1591796875"
"12540","9185.509765625","9185.509765625","9185.509765625"
"12560","10154.7861328125","10154.7861328125","10154.7861328125"
"12580","9253.40625","9253.40625","9253.40625"
"12600","8148.02587890625","8148.02587890625","8148.02587890625"
"12620","7793.28564453125","7793.28564453125","7793.28564453125"
"12640","9586.3779296875","9586.3779296875","9586.3779296875"
"12660","9017.3046875","9017.3046875","9017.3046875"
"12680","9500.10546875","9500.10546875","9500.10546875"
"12700","11078.1240234375","11078.1240234375","11078.1240234375"
"12720","9950.6240234375","9950.6240234375","9950.6240234375"
"12740","8742.2490234375","8742.2490234375","8742.2490234375"
"12760","14006.712890625","14006.712890625","14006.712890625"
"12780","11152.4697265625","11152.4697265625","11152.4697265625"
"12800","9856.73828125","9856.73828125","9856.73828125"
"12820","9889.0634765625","9889.0634765625","9889.0634765625"
"12840","11300.29296875","11300.29296875","11300.29296875"
"12860","11901.5107421875","11901.5107421875","11901.5107421875"
"12880","10847.09765625","10847.09765625","10847.09765625"
"12900","10289.759765625","10289.759765625","10289.759765625"
"12920","11069.8837890625","11069.8837890625","11069.8837890625"
"12940","7907.46142578125","7907.46142578125","7907.46142578125"
"12960","10953.888671875","10953.888671875","10953.888671875"
"12980","9531.1064453125","9531.1064453125","9531.1064453125"
"13000","9943.826171875","9943.826171875","9943.826171875"
"13020","7795.57763671875","7795.57763671875","7795.57763671875"
"13040","11358.5673828125","11358.5673828125","11358.5673828125"
"13060","6885.22509765625","6885.22509765625","6885.22509765625"
"13080","10030.873046875","10030.873046875","10030.873046875"
"13100","8927.341796875","8927.341796875","8927.341796875"
"13120","7987.55322265625","7987.55322265625","7987.55322265625"
"13140","9429.1162109375","9429.1162109375","9429.1162109375"
"13160","8870.3837890625","8870.3837890625","8870.3837890625"
"13180","6718.85205078125","6718.85205078125","6718.85205078125"
"13200","9653.25","9653.25","9653.25"
"13220","8646.6767578125","8646.6767578125","8646.6767578125"
"13240","9230.8173828125","9230.8173828125","9230.8173828125"
"13260","14073.7880859375","14073.7880859375","14073.7880859375"
"13280","7163.0595703125","7163.0595703125","7163.0595703125"
"13300","7625.82763671875","7625.82763671875","7625.82763671875"
"13320","8735.7783203125","8735.7783203125","8735.7783203125"
"13340","9554.3935546875","9554.3935546875","9554.3935546875"
"13360","11463.025390625","11463.025390625","11463.025390625"
"13380","10139.39453125","10139.39453125","10139.39453125"
"13400","10073.9228515625","10073.9228515625","10073.9228515625"
"13420","7995.30859375","7995.30859375","7995.30859375"
"13440","6887.71484375","6887.71484375","6887.71484375"
"13460","9866.5390625","9866.5390625","9866.5390625"
"13480","10549.8271484375","10549.8271484375","10549.8271484375"
"13500","6389.7412109375","6389.7412109375","6389.7412109375"
"13520","9911.4140625","9911.4140625","9911.4140625"
"13540","8794.388671875","8794.388671875","8794.388671875"
"13560","9737.537109375","9737.537109375","9737.537109375"
"13580","8117.71923828125","8117.71923828125","8117.71923828125"
"13600","13656.798828125","13656.798828125","13656.798828125"
"13620","10703.689453125","10703.689453125","10703.689453125"
"13640","7248.13671875","7248.13671875","7248.13671875"
"13660","8757.2685546875","8757.2685546875","8757.2685546875"
"13680","10135.73046875","10135.73046875","10135.73046875"
"13700","9507.3583984375","9507.3583984375","9507.3583984375"
"13720","9229.8271484375","9229.8271484375","9229.8271484375"
"13740","7750.53173828125","7750.53173828125","7750.53173828125"
"13760","6768.0615234375","6768.0615234375","6768.0615234375"
"13780","8235.3466796875","8235.3466796875","8235.3466796875"
"13800","9849.103515625","9849.103515625","9849.103515625"
"13820","8823.005859375","8823.005859375","8823.005859375"
"13840","9937.9072265625","9937.9072265625","9937.9072265625"
"13860","9354.455078125","9354.455078125","9354.455078125"
"13880","8794.7890625","8794.7890625","8794.7890625"
"13900","9773.810546875","9773.810546875","9773.810546875"
"13920","8245.5673828125","8245.5673828125","8245.5673828125"
"13940","11499.4306640625","11499.4306640625","11499.4306640625"
"13960","7109.04833984375","7109.04833984375","7109.04833984375"
"13980","8311.748046875","8311.748046875","8311.748046875"
"14000","8947.3388671875","8947.3388671875","8947.3388671875"
"14020","11406.578125","11406.578125","11406.578125"
"14040","10592.9482421875","10592.9482421875","10592.9482421875"
"14060","11302.8173828125","11302.8173828125","11302.8173828125"
"14080","11686.650390625","11686.650390625","11686.650390625"
"14100","10676.2548828125","10676.2548828125","10676.2548828125"
"14120","12857.0615234375","12857.0615234375","12857.0615234375"
"14140","13060.9345703125","13060.9345703125","13060.9345703125"
"14160","12823.2568359375","12823.2568359375","12823.2568359375"
"14180","10340.8642578125","10340.8642578125","10340.8642578125"
"14200","8683.7802734375","8683.7802734375","8683.7802734375"
"14220","11465.4248046875","11465.4248046875","11465.4248046875"
"14240","9146.1494140625","9146.1494140625","9146.1494140625"
"14260","10576.2060546875","10576.2060546875","10576.2060546875"
"14280","9657.0556640625","9657.0556640625","9657.0556640625"
"14300","10483.08203125","10483.08203125","10483.08203125"
"14320","9206.0869140625","9206.0869140625","9206.0869140625"
"14340","12853.6708984375","12853.6708984375","12853.6708984375"
"14360","6754.2197265625","6754.2197265625","6754.2197265625"
"14380","13046.3466796875","13046.3466796875","13046.3466796875"
"14400","8758.03515625","8758.03515625","8758.03515625"
"14420","10321.8984375","10321.8984375","10321.8984375"
"14440","8777.4501953125","8777.4501953125","8777.4501953125"
"14460","7695.224609375","7695.224609375","7695.224609375"
"14480","7176.6640625","7176.6640625","7176.6640625"
"14500","8973.107421875","8973.107421875","8973.107421875"
"14520","6759.37353515625","6759.37353515625","6759.37353515625"
"14540","13103.30859375","13103.30859375","13103.30859375"
"14560","8520.4892578125","8520.4892578125","8520.4892578125"
"14580","11080.3408203125","11080.3408203125","11080.3408203125"
"14600","11617.4140625","11617.4140625","11617.4140625"
"14620","9235.8505859375","9235.8505859375","9235.8505859375"
"14640","8405.2568359375","8405.2568359375","8405.2568359375"
"14660","7937.79931640625","7937.79931640625","7937.79931640625"
"14680","11255.345703125","11255.345703125","11255.345703125"
"14700","12065.02734375","12065.02734375","12065.02734375"
"14720","8573.2578125","8573.2578125","8573.2578125"
"14740","8196.1103515625","8196.1103515625","8196.1103515625"
"14760","8037.49609375","8037.49609375","8037.49609375"
"14780","9340.462890625","9340.462890625","9340.462890625"
"14800","10132.2802734375","10132.2802734375","10132.2802734375"
"14820","9050.390625","9050.390625","9050.390625"
"14840","7748.5419921875","7748.5419921875","7748.5419921875"
"14860","9884.5234375","9884.5234375","9884.5234375"
"14880","8458.6923828125","8458.6923828125","8458.6923828125"
"14900","8827.640625","8827.640625","8827.640625"
"14920","7554.8017578125","7554.8017578125","7554.8017578125"
"14940","7260.73974609375","7260.73974609375","7260.73974609375"
"14960","10193.5615234375","10193.5615234375","10193.5615234375"
"14980","10715.57421875","10715.57421875","10715.57421875"
"15000","7794.390625","7794.390625","7794.390625"
"15020","10734.853515625","10734.853515625","10734.853515625"
"15040","8555.2392578125","8555.2392578125","8555.2392578125"
"15060","11034.7041015625","11034.7041015625","11034.7041015625"
"15080","12337.6533203125","12337.6533203125","12337.6533203125"
"15100","12776.72265625","12776.72265625","12776.72265625"
"15120","7635.8564453125","7635.8564453125","7635.8564453125"
"15140","7941.5703125","7941.5703125","7941.5703125"
"15160","12559.69140625","12559.69140625","12559.69140625"
"15180","8929.853515625","8929.853515625","8929.853515625"
"15200","10225.572265625","10225.572265625","10225.572265625"
"15220","8293.822265625","8293.822265625","8293.822265625"
"15240","7952.646484375","7952.646484375","7952.646484375"
"15260","9652.640625","9652.640625","9652.640625"
"15280","7608.787109375","7608.787109375","7608.787109375"
"15300","7565.11328125","7565.11328125","7565.11328125"
"15320","10716.3330078125","10716.3330078125","10716.3330078125"
"15340","12786.345703125","12786.345703125","12786.345703125"
"15360","8993.69140625","8993.69140625","8993.69140625"
"15380","11898.060546875","11898.060546875","11898.060546875"
"15400","13884.4697265625","13884.4697265625","13884.4697265625"
"15420","10682.4736328125","10682.4736328125","10682.4736328125"
"15440","13389.5234375","13389.5234375","13389.5234375"
"15460","11107.625","11107.625","11107.625"
"15480","8729.029296875","8729.029296875","8729.029296875"
"15500","10344.7939453125","10344.7939453125","10344.7939453125"
"15520","11886.6796875","11886.6796875","11886.6796875"
"15540","11190.0458984375","11190.0458984375","11190.0458984375"
"15560","9990.982421875","9990.982421875","9990.982421875"
"15580","7944.79052734375","7944.79052734375","7944.79052734375"
"15600","10540.6806640625","10540.6806640625","10540.6806640625"
"15620","9544.0537109375","9544.0537109375","9544.0537109375"
"15640","11298.8154296875","11298.8154296875","11298.8154296875"
"15660","9432.24609375","9432.24609375","9432.24609375"
"15680","8976.09765625","8976.09765625","8976.09765625"
"15700","8813.5712890625","8813.5712890625","8813.5712890625"
"15720","11011.076171875","11011.076171875","11011.076171875"
"15740","6543.41796875","6543.41796875","6543.41796875"
"15760","9213.310546875","9213.310546875","9213.310546875"
"15780","8154.3369140625","8154.3369140625","8154.3369140625"
"15800","9938.9375","9938.9375","9938.9375"
"15820","9243.107421875","9243.107421875","9243.107421875"
"15840","9248.642578125","9248.642578125","9248.642578125"
"15860","9803.8203125","9803.8203125","9803.8203125"
"15880","8426.576171875","8426.576171875","8426.576171875"
"15900","6305.00244140625","6305.00244140625","6305.00244140625"
"15920","9792.357421875","9792.357421875","9792.357421875"
"15940","9531.1123046875","9531.1123046875","9531.1123046875"
"15960","8085.37939453125","8085.37939453125","8085.37939453125"
"15980","8401.19921875","8401.19921875","8401.19921875"
"16000","10024.0859375","10024.0859375","10024.0859375"
"16020","8048.43017578125","8048.43017578125","8048.43017578125"
"16040","9778.310546875","9778.310546875","9778.310546875"
"16060","11115.20703125","11115.20703125","11115.20703125"
"16080","11066.4833984375","11066.4833984375","11066.4833984375"
"16100","7306.44384765625","7306.44384765625","7306.44384765625"
"16120","8938.740234375","8938.740234375","8938.740234375"
"16140","10228.849609375","10228.849609375","10228.849609375"
"16160","7404.12353515625","7404.12353515625","7404.12353515625"
"16180","8685.560546875","8685.560546875","8685.560546875"
"16200","12024.099609375","12024.099609375","12024.099609375"
"16220","8818.5185546875","8818.5185546875","8818.5185546875"
"16240","10839.2607421875","10839.2607421875","10839.2607421875"
"16260","10877.5712890625","10877.5712890625","10877.5712890625"
"16280","11346.5634765625","11346.5634765625","11346.5634765625"
"16300","9007.3671875","9007.3671875","9007.3671875"
"16320","11967.56640625","11967.56640625","11967.56640625"
"16340","13628.658203125","13628.658203125","13628.658203125"
"16360","6233.6328125","6233.6328125","6233.6328125"
"16380","11887.91796875","11887.91796875","11887.91796875"
"16400","9340.4111328125","9340.4111328125","9340.4111328125"
"16420","10846.60546875","10846.60546875","10846.60546875"
"16440","8727.138671875","8727.138671875","8727.138671875"
"16460","10807.978515625","10807.978515625","10807.978515625"
"16480","11269.2333984375","11269.2333984375","11269.2333984375"
"16500","8633.716796875","8633.716796875","8633.716796875"
"16520","10012.7470703125","10012.7470703125","10012.7470703125"
"16540","9531.6904296875","9531.6904296875","9531.6904296875"
"16560","12749.77734375","12749.77734375","12749.77734375"
"16580","5980.29248046875","5980.29248046875","5980.29248046875"
"16600","9465.4013671875","9465.4013671875","9465.4013671875"
"16620","9626.8505859375","9626.8505859375","9626.8505859375"
"16640","11248.318359375","11248.318359375","11248.318359375"
"16660","8689.580078125","8689.580078125","8689.580078125"
"16680","6128.88232421875","6128.88232421875","6128.88232421875"
"16700","9693.892578125","9693.892578125","9693.892578125"
"16720","11901.75","11901.75","11901.75"
"16740","11375.609375","11375.609375","11375.609375"
"16760","10511.1533203125","10511.1533203125","10511.1533203125"
"16780","9470.1494140625","9470.1494140625","9470.1494140625"
"16800","12398.615234375","12398.615234375","12398.615234375"
"16820","10018.373046875","10018.373046875","10018.373046875"
"16840","8434.5126953125","8434.5126953125","8434.5126953125"
"16860","7743.25341796875","7743.25341796875","7743.25341796875"
"16880","7984.736328125","7984.736328125","7984.736328125"
"16900","11675.0869140625","11675.0869140625","11675.0869140625"
"16920","7827.7158203125","7827.7158203125","7827.7158203125"
"16940","10456.4326171875","10456.4326171875","10456.4326171875"
"16960","9195.6064453125","9195.6064453125","9195.6064453125"
"16980","9666.3662109375","9666.3662109375","9666.3662109375"
"17000","8833.181640625","8833.181640625","8833.181640625"
"17020","9740.0380859375","9740.0380859375","9740.0380859375"
"17040","8702.2470703125","8702.2470703125","8702.2470703125"
"17060","9707.1064453125","9707.1064453125","9707.1064453125"
"17080","8376.46484375","8376.46484375","8376.46484375"
"17100","8587.9521484375","8587.9521484375","8587.9521484375"
"17120","7671.15185546875","7671.15185546875","7671.15185546875"
"17140","8038.43310546875","8038.43310546875","8038.43310546875"
"17160","10183.4814453125","10183.4814453125","10183.4814453125"
"17180","10892.1884765625","10892.1884765625","10892.1884765625"
"17200","9379.072265625","9379.072265625","9379.072265625"
"17220","10884.302734375","10884.302734375","10884.302734375"
"17240","10085.0830078125","10085.0830078125","10085.0830078125"
"17260","9734.8525390625","9734.8525390625","9734.8525390625"
"17280","9457.8486328125","9457.8486328125","9457.8486328125"
"17300","10996.9423828125","10996.9423828125","10996.9423828125"
"17320","11305.130859375","11305.130859375","11305.130859375"
"17340","10844.025390625","10844.025390625","10844.025390625"
"17360","8905.279296875","8905.279296875","8905.279296875"
"17380","9280.9140625","9280.9140625","9280.9140625"
"17400","10016.95703125","10016.95703125","10016.95703125"
"17420","13900.3271484375","13900.3271484375","13900.3271484375"
"17440","10548.84375","10548.84375","10548.84375"
"17460","7189.95361328125","7189.95361328125","7189.95361328125"
"17480","8165.45703125","8165.45703125","8165.45703125"
"17500","9078.833984375","9078.833984375","9078.833984375"
"17520","9036.279296875","9036.279296875","9036.279296875"
"17540","8677.669921875","8677.669921875","8677.669921875"
"17560","8546.5380859375","8546.5380859375","8546.5380859375"
"17580","10676.1083984375","10676.1083984375","10676.1083984375"
"17600","10221.890625","10221.890625","10221.890625"
"17620","11290.689453125","11290.689453125","11290.689453125"
"17640","9349.2958984375","9349.2958984375","9349.2958984375"
"17660","11420.1044921875","11420.1044921875","11420.1044921875"
"17680","9723.7958984375","9723.7958984375","9723.7958984375"
"17700","10393.2412109375","10393.2412109375","10393.2412109375"
"17720","12283.568359375","12283.568359375","12283.568359375"
"17740","8369.076171875","8369.076171875","8369.076171875"
"17760","8001.49609375","8001.49609375","8001.49609375"
"17780","11978.06640625","11978.06640625","11978.06640625"
"17800","9945.52734375","9945.52734375","9945.52734375"
"17820","7792.1845703125","7792.1845703125","7792.1845703125"
"17840","9322.943359375","9322.943359375","9322.943359375"
"17860","8888.5244140625","8888.5244140625","8888.5244140625"
"17880","7137.76123046875","7137.76123046875","7137.76123046875"
"17900","7353.34228515625","7353.34228515625","7353.34228515625"
"17920","7172.7666015625","7172.7666015625","7172.7666015625"
"17940","7680.1787109375","7680.1787109375","7680.1787109375"
"17960","14788.66796875","14788.66796875","14788.66796875"
"17980","9175.98828125","9175.98828125","9175.98828125"
"18000","11852.0546875","11852.0546875","11852.0546875"
"18020","11931.4951171875","11931.4951171875","11931.4951171875"
"18040","11044.1748046875","11044.1748046875","11044.1748046875"
"18060","10983.5986328125","10983.5986328125","10983.5986328125"
"18080","8829.748046875","8829.748046875","8829.748046875"
"18100","10624.337890625","10624.337890625","10624.337890625"
"18120","8454.12890625","8454.12890625","8454.12890625"
"18140","10151.189453125","10151.189453125","10151.189453125"
"18160","11081.36328125","11081.36328125","11081.36328125"
"18180","7303.568359375","7303.568359375","7303.568359375"
"18200","6392.7705078125","6392.7705078125","6392.7705078125"
"18220","13384.1962890625","13384.1962890625","13384.1962890625"
"18240","12867.46875","12867.46875","12867.46875"
"18260","12745.7734375","12745.7734375","12745.7734375"
"18280","7828.71435546875","7828.71435546875","7828.71435546875"
"18300","9838.0908203125","9838.0908203125","9838.0908203125"
"18320","8597.6591796875","8597.6591796875","8597.6591796875"
"18340","8712.0830078125","8712.0830078125","8712.0830078125"
"18360","9808.7109375","9808.7109375","9808.7109375"
"18380","9385.728515625","9385.728515625","9385.728515625"
"18400","10691.8447265625","10691.8447265625","10691.8447265625"
"18420","9627.47265625","9627.47265625","9627.47265625"
"18440","7446.21142578125","7446.21142578125","7446.21142578125"
"18460","8981.3681640625","8981.3681640625","8981.3681640625"
"18480","7334.9990234375","7334.9990234375","7334.9990234375"
"18500","11680.2392578125","11680.2392578125","11680.2392578125"
"18520","10389.921875","10389.921875","10389.921875"
"18540","11524.44140625","11524.44140625","11524.44140625"
"18560","10124.5341796875","10124.5341796875","10124.5341796875"
"18580","10505.2998046875","10505.2998046875","10505.2998046875"
"18600","7969.35107421875","7969.35107421875","7969.35107421875"
"18620","8841.828125","8841.828125","8841.828125"
"18640","7231.18505859375","7231.18505859375","7231.18505859375"
"18660","8290.1181640625","8290.1181640625","8290.1181640625"
"18680","8985.2392578125","8985.2392578125","8985.2392578125"
"18700","7268.72802734375","7268.72802734375","7268.72802734375"
"18720","10223.029296875","10223.029296875","10223.029296875"
"18740","7737.37451171875","7737.37451171875","7737.37451171875"
"18760","8074.09765625","8074.09765625","8074.09765625"
"18780","9835.1806640625","9835.1806640625","9835.1806640625"
"18800","8351.7880859375","8351.7880859375","8351.7880859375"
"18820","10969.35546875","10969.35546875","10969.35546875"
"18840","8874.994140625","8874.994140625","8874.994140625"
"18860","11684.3271484375","11684.3271484375","11684.3271484375"
"18880","7928.78076171875","7928.78076171875","7928.78076171875"
"18900","9894.625","9894.625","9894.625"
"18920","8433.6826171875","8433.6826171875","8433.6826171875"
"18940","11738.0029296875","11738.0029296875","11738.0029296875"
"18960","9923.865234375","9923.865234375","9923.865234375"
"18980","7066.1787109375","7066.1787109375","7066.1787109375"
"19000","10198.400390625","10198.400390625","10198.400390625"
"19020","12643.8046875","12643.8046875","12643.8046875"
"19040","13198.6240234375","13198.6240234375","13198.6240234375"
"19060","9427.1650390625","9427.1650390625","9427.1650390625"
"19080","7536.7431640625","7536.7431640625","7536.7431640625"
"19100","7868.53857421875","7868.53857421875","7868.53857421875"
"19120","13167.2158203125","13167.2158203125","13167.2158203125"
"19140","8963.14453125","8963.14453125","8963.14453125"
"19160","7556.77197265625","7556.77197265625","7556.77197265625"
"19180","7963.33251953125","7963.33251953125","7963.33251953125"
"19200","9947.5546875","9947.5546875","9947.5546875"
"19220","9682.3740234375","9682.3740234375","9682.3740234375"
"19240","13457.3720703125","13457.3720703125","13457.3720703125"
"19260","9663.2392578125","9663.2392578125","9663.2392578125"
"19280","7466.6123046875","7466.6123046875","7466.6123046875"
"19300","7266.7998046875","7266.7998046875","7266.7998046875"
"19320","9922.59765625","9922.59765625","9922.59765625"
"19340","8876.2314453125","8876.2314453125","8876.2314453125"
"19360","11069.8154296875","11069.8154296875","11069.8154296875"
"19380","8270.736328125","8270.736328125","8270.736328125"
"19400","7941.85205078125","7941.85205078125","7941.85205078125"
"19420","11126.3017578125","11126.3017578125","11126.3017578125"
"19440","7478.25732421875","7478.25732421875","7478.25732421875"
"19460","10638.5947265625","10638.5947265625","10638.5947265625"
"19480","7399.12451171875","7399.12451171875","7399.12451171875"
"19500","12616.3544921875","12616.3544921875","12616.3544921875"
"19520","8584.1162109375","8584.1162109375","8584.1162109375"
"19540","8403.4208984375","8403.4208984375","8403.4208984375"
"19560","9548.076171875","9548.076171875","9548.076171875"
"19580","7376.22607421875","7376.22607421875","7376.22607421875"
"19600","6829.90234375","6829.90234375","6829.90234375"
"19620","9082.3310546875","9082.3310546875","9082.3310546875"
"19640","8795.6943359375","8795.6943359375","8795.6943359375"
"19660","8837.203125","8837.203125","8837.203125"
"19680","10065.271484375","10065.271484375","10065.271484375"
"19700","8324.322265625","8324.322265625","8324.322265625"
"19720","9015.056640625","9015.056640625","9015.056640625"
"19740","8658.052734375","8658.052734375","8658.052734375"
"19760","7439.4873046875","7439.4873046875","7439.4873046875"
"19780","8877.654296875","8877.654296875","8877.654296875"
"19800","10264.80078125","10264.80078125","10264.80078125"
"19820","10383.23046875","10383.23046875","10383.23046875"
"19840","8504.6044921875","8504.6044921875","8504.6044921875"
"19860","8383.0556640625","8383.0556640625","8383.0556640625"
"19880","10591.8466796875","10591.8466796875","10591.8466796875"
"19900","9523.3603515625","9523.3603515625","9523.3603515625"
"19920","11610.185546875","11610.185546875","11610.185546875"
"19940","8443.6845703125","8443.6845703125","8443.6845703125"
"19960","10870.4130859375","10870.4130859375","10870.4130859375"
"19980","9710.4130859375","9710.4130859375","9710.4130859375"
"20000","11918.28125","11918.28125","11918.28125"
"20020","7997.36767578125","7997.36767578125","7997.36767578125"
"20040","9637.81640625","9637.81640625","9637.81640625"
