"Step","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - loss","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - loss__MIN","zerobase_numdata5lag2noise1.0lo128hi128sz00001max50000_0706_120929 - loss__MAX"
"1360","3051.725830078125","3051.725830078125","3051.725830078125"
"1380","3179.794921875","3179.794921875","3179.794921875"
"1400","3501.184326171875","3501.184326171875","3501.184326171875"
"1420","3420.820556640625","3420.820556640625","3420.820556640625"
"1440","3308.45361328125","3308.45361328125","3308.45361328125"
"1460","2907.33544921875","2907.33544921875","2907.33544921875"
"1480","3159.823974609375","3159.823974609375","3159.823974609375"
"1500","2939.4814453125","2939.4814453125","2939.4814453125"
"1520","2938.739990234375","2938.739990234375","2938.739990234375"
"1540","3174.177978515625","3174.177978515625","3174.177978515625"
"1560","2787.083740234375","2787.083740234375","2787.083740234375"
"1580","3371.270751953125","3371.270751953125","3371.270751953125"
"1600","3336.015625","3336.015625","3336.015625"
"1620","3162.233642578125","3162.233642578125","3162.233642578125"
"1640","2753.729736328125","2753.729736328125","2753.729736328125"
"1660","2770.434326171875","2770.434326171875","2770.434326171875"
"1680","2732.42626953125","2732.42626953125","2732.42626953125"
"1700","2730.48046875","2730.48046875","2730.48046875"
"1720","2981.63232421875","2981.63232421875","2981.63232421875"
"1740","2807.138671875","2807.138671875","2807.138671875"
"1760","3115.614990234375","3115.614990234375","3115.614990234375"
"1780","2494.975341796875","2494.975341796875","2494.975341796875"
"1800","3126.619873046875","3126.619873046875","3126.619873046875"
"1820","3064.91064453125","3064.91064453125","3064.91064453125"
"1840","2838.04150390625","2838.04150390625","2838.04150390625"
"1860","2810.956787109375","2810.956787109375","2810.956787109375"
"1880","2781.52001953125","2781.52001953125","2781.52001953125"
"1900","3285.352783203125","3285.352783203125","3285.352783203125"
"1920","3049.981201171875","3049.981201171875","3049.981201171875"
"1940","2424.92236328125","2424.92236328125","2424.92236328125"
"1960","2669.98388671875","2669.98388671875","2669.98388671875"
"1980","2868.1298828125","2868.1298828125","2868.1298828125"
"2000","3096.287353515625","3096.287353515625","3096.287353515625"
"2020","3033.623046875","3033.623046875","3033.623046875"
"2040","2907.644287109375","2907.644287109375","2907.644287109375"
"2060","2664.836181640625","2664.836181640625","2664.836181640625"
"2080","2838.302734375","2838.302734375","2838.302734375"
"2100","3205.108642578125","3205.108642578125","3205.108642578125"
"2120","2725.108642578125","2725.108642578125","2725.108642578125"
"2140","2881.389404296875","2881.389404296875","2881.389404296875"
"2160","2748.856201171875","2748.856201171875","2748.856201171875"
"2180","2540.333740234375","2540.333740234375","2540.333740234375"
"2200","2940.52294921875","2940.52294921875","2940.52294921875"
"2220","2769.010009765625","2769.010009765625","2769.010009765625"
"2240","2671.5048828125","2671.5048828125","2671.5048828125"
"2260","2729.714111328125","2729.714111328125","2729.714111328125"
"2280","2697.10107421875","2697.10107421875","2697.10107421875"
"2300","3295.40185546875","3295.40185546875","3295.40185546875"
"2320","2886.417236328125","2886.417236328125","2886.417236328125"
"2340","2871.080322265625","2871.080322265625","2871.080322265625"
"2360","2874.559814453125","2874.559814453125","2874.559814453125"
"2380","2775.548583984375","2775.548583984375","2775.548583984375"
"2400","2626.0830078125","2626.0830078125","2626.0830078125"
"2420","2539.239013671875","2539.239013671875","2539.239013671875"
"2440","3113.30615234375","3113.30615234375","3113.30615234375"
"2460","2426.783935546875","2426.783935546875","2426.783935546875"
"2480","2827.302490234375","2827.302490234375","2827.302490234375"
"2500","3039.125244140625","3039.125244140625","3039.125244140625"
"2520","2740.630615234375","2740.630615234375","2740.630615234375"
"2540","2876.21923828125","2876.21923828125","2876.21923828125"
"2560","2557.12548828125","2557.12548828125","2557.12548828125"
"2580","2729.67626953125","2729.67626953125","2729.67626953125"
"2600","2725.77783203125","2725.77783203125","2725.77783203125"
"2620","2425.331298828125","2425.331298828125","2425.331298828125"
"2640","2686.80859375","2686.80859375","2686.80859375"
"2660","2651.60595703125","2651.60595703125","2651.60595703125"
"2680","2388.05419921875","2388.05419921875","2388.05419921875"
"2700","2609.151611328125","2609.151611328125","2609.151611328125"
"2720","2945.523681640625","2945.523681640625","2945.523681640625"
"2740","2367.218505859375","2367.218505859375","2367.218505859375"
"2760","2515.419677734375","2515.419677734375","2515.419677734375"
"2780","2709.25439453125","2709.25439453125","2709.25439453125"
"2800","2682.478759765625","2682.478759765625","2682.478759765625"
"2820","2866.07080078125","2866.07080078125","2866.07080078125"
"2840","2864.30810546875","2864.30810546875","2864.30810546875"
"2860","2534.691162109375","2534.691162109375","2534.691162109375"
"2880","2654.77783203125","2654.77783203125","2654.77783203125"
"2900","2576.483154296875","2576.483154296875","2576.483154296875"
"2920","2471.334716796875","2471.334716796875","2471.334716796875"
"2940","2883.73779296875","2883.73779296875","2883.73779296875"
"2960","2352.510009765625","2352.510009765625","2352.510009765625"
"2980","2787.28466796875","2787.28466796875","2787.28466796875"
"3000","2616.26806640625","2616.26806640625","2616.26806640625"
"3020","2691.76806640625","2691.76806640625","2691.76806640625"
"3040","2515.553955078125","2515.553955078125","2515.553955078125"
"3060","2570.1865234375","2570.1865234375","2570.1865234375"
"3080","2500.3603515625","2500.3603515625","2500.3603515625"
"3100","2732.373046875","2732.373046875","2732.373046875"
"3120","2427.6416015625","2427.6416015625","2427.6416015625"
"3140","2683.131591796875","2683.131591796875","2683.131591796875"
"3160","2725.026123046875","2725.026123046875","2725.026123046875"
"3180","2472.822265625","2472.822265625","2472.822265625"
"3200","2468.514404296875","2468.514404296875","2468.514404296875"
"3220","2588.970458984375","2588.970458984375","2588.970458984375"
"3240","2244.74560546875","2244.74560546875","2244.74560546875"
"3260","3142.331298828125","3142.331298828125","3142.331298828125"
"3280","2665.81298828125","2665.81298828125","2665.81298828125"
"3300","2319.49609375","2319.49609375","2319.49609375"
"3320","2815.941162109375","2815.941162109375","2815.941162109375"
"3340","2685.635498046875","2685.635498046875","2685.635498046875"
"3360","2251.899169921875","2251.899169921875","2251.899169921875"
"3380","2605.8427734375","2605.8427734375","2605.8427734375"
"3400","2754.146240234375","2754.146240234375","2754.146240234375"
"3420","2548.091796875","2548.091796875","2548.091796875"
"3440","2929.808349609375","2929.808349609375","2929.808349609375"
"3460","2410.240966796875","2410.240966796875","2410.240966796875"
"3480","2648.22802734375","2648.22802734375","2648.22802734375"
"3500","2629.56591796875","2629.56591796875","2629.56591796875"
"3520","2253.491943359375","2253.491943359375","2253.491943359375"
"3540","2423.059814453125","2423.059814453125","2423.059814453125"
"3560","2464.39404296875","2464.39404296875","2464.39404296875"
"3580","2278.819580078125","2278.819580078125","2278.819580078125"
"3600","2725.8740234375","2725.8740234375","2725.8740234375"
"3620","2713.025634765625","2713.025634765625","2713.025634765625"
"3640","2191.3046875","2191.3046875","2191.3046875"
"3660","2547.835205078125","2547.835205078125","2547.835205078125"
"3680","2490.479248046875","2490.479248046875","2490.479248046875"
"3700","2593.71484375","2593.71484375","2593.71484375"
"3720","2828.28857421875","2828.28857421875","2828.28857421875"
"3740","2477.723388671875","2477.723388671875","2477.723388671875"
"3760","2498.029541015625","2498.029541015625","2498.029541015625"
"3780","2362.9453125","2362.9453125","2362.9453125"
"3800","2502.94189453125","2502.94189453125","2502.94189453125"
"3820","2371.694580078125","2371.694580078125","2371.694580078125"
"3840","2434.573486328125","2434.573486328125","2434.573486328125"
"3860","2154.191162109375","2154.191162109375","2154.191162109375"
"3880","2826.52783203125","2826.52783203125","2826.52783203125"
"3900","2403.91455078125","2403.91455078125","2403.91455078125"
"3920","2614.958984375","2614.958984375","2614.958984375"
"3940","2750.104248046875","2750.104248046875","2750.104248046875"
"3960","2361.195556640625","2361.195556640625","2361.195556640625"
"3980","2563.8232421875","2563.8232421875","2563.8232421875"
"4000","2513.14794921875","2513.14794921875","2513.14794921875"
"4020","2507.934326171875","2507.934326171875","2507.934326171875"
"4040","2422.4677734375","2422.4677734375","2422.4677734375"
"4060","2446.995849609375","2446.995849609375","2446.995849609375"
"4080","2365.08984375","2365.08984375","2365.08984375"
"4100","2610.26513671875","2610.26513671875","2610.26513671875"
"4120","2128.34326171875","2128.34326171875","2128.34326171875"
"4140","2469.32080078125","2469.32080078125","2469.32080078125"
"4160","2626.181884765625","2626.181884765625","2626.181884765625"
"4180","2500.46923828125","2500.46923828125","2500.46923828125"
"4200","2295.14111328125","2295.14111328125","2295.14111328125"
"4220","2127.066162109375","2127.066162109375","2127.066162109375"
"4240","2428.57177734375","2428.57177734375","2428.57177734375"
"4260","2631.79443359375","2631.79443359375","2631.79443359375"
"4280","2612.300048828125","2612.300048828125","2612.300048828125"
"4300","2449.16943359375","2449.16943359375","2449.16943359375"
"4320","2866.0693359375","2866.0693359375","2866.0693359375"
"4340","2363.27490234375","2363.27490234375","2363.27490234375"
"4360","2641.3583984375","2641.3583984375","2641.3583984375"
"4380","2163.887451171875","2163.887451171875","2163.887451171875"
"4400","2290.672119140625","2290.672119140625","2290.672119140625"
"4420","2882.5283203125","2882.5283203125","2882.5283203125"
"4440","2482.833740234375","2482.833740234375","2482.833740234375"
"4460","2374.015380859375","2374.015380859375","2374.015380859375"
"4480","2241.739990234375","2241.739990234375","2241.739990234375"
"4500","2686.362060546875","2686.362060546875","2686.362060546875"
"4520","2260.108154296875","2260.108154296875","2260.108154296875"
"4540","2188.465576171875","2188.465576171875","2188.465576171875"
"4560","2444.300537109375","2444.300537109375","2444.300537109375"
"4580","2605.4111328125","2605.4111328125","2605.4111328125"
"4600","2189.448974609375","2189.448974609375","2189.448974609375"
"4620","2304.643310546875","2304.643310546875","2304.643310546875"
"4640","2212.25","2212.25","2212.25"
"4660","2370.536865234375","2370.536865234375","2370.536865234375"
"4680","2367.08203125","2367.08203125","2367.08203125"
"4700","2179.704345703125","2179.704345703125","2179.704345703125"
"4720","2411.43212890625","2411.43212890625","2411.43212890625"
"4740","2327.59814453125","2327.59814453125","2327.59814453125"
"4760","2116.767333984375","2116.767333984375","2116.767333984375"
"4780","2341.531494140625","2341.531494140625","2341.531494140625"
"4800","2354.3330078125","2354.3330078125","2354.3330078125"
"4820","2223.729736328125","2223.729736328125","2223.729736328125"
"4840","2370.7880859375","2370.7880859375","2370.7880859375"
"4860","2315.583251953125","2315.583251953125","2315.583251953125"
"4880","2503.45068359375","2503.45068359375","2503.45068359375"
"4900","2650.033935546875","2650.033935546875","2650.033935546875"
"4920","2374.307861328125","2374.307861328125","2374.307861328125"
"4940","2310.92724609375","2310.92724609375","2310.92724609375"
"4960","2653.339111328125","2653.339111328125","2653.339111328125"
"4980","2226.728515625","2226.728515625","2226.728515625"
"5000","2318.50146484375","2318.50146484375","2318.50146484375"
"5020","2216.17529296875","2216.17529296875","2216.17529296875"
"5040","2348.859619140625","2348.859619140625","2348.859619140625"
"5060","2176.8017578125","2176.8017578125","2176.8017578125"
"5080","2181.78271484375","2181.78271484375","2181.78271484375"
"5100","2224.90625","2224.90625","2224.90625"
"5120","2342.752197265625","2342.752197265625","2342.752197265625"
"5140","2417.671875","2417.671875","2417.671875"
"5160","2465.207763671875","2465.207763671875","2465.207763671875"
"5180","2272.287353515625","2272.287353515625","2272.287353515625"
"5200","2223.421875","2223.421875","2223.421875"
"5220","2067.1181640625","2067.1181640625","2067.1181640625"
"5240","2452.75439453125","2452.75439453125","2452.75439453125"
"5260","2483.63330078125","2483.63330078125","2483.63330078125"
"5280","2312.350341796875","2312.350341796875","2312.350341796875"
"5300","2549.868408203125","2549.868408203125","2549.868408203125"
"5320","2091.61767578125","2091.61767578125","2091.61767578125"
"5340","2288.072998046875","2288.072998046875","2288.072998046875"
"5360","2433.276123046875","2433.276123046875","2433.276123046875"
"5380","2114.0185546875","2114.0185546875","2114.0185546875"
"5400","2438.40966796875","2438.40966796875","2438.40966796875"
"5420","2482.49560546875","2482.49560546875","2482.49560546875"
"5440","2518.274169921875","2518.274169921875","2518.274169921875"
"5460","2244.395751953125","2244.395751953125","2244.395751953125"
"5480","2404.487548828125","2404.487548828125","2404.487548828125"
"5500","2137.225341796875","2137.225341796875","2137.225341796875"
"5520","2651.405029296875","2651.405029296875","2651.405029296875"
"5540","2221.162353515625","2221.162353515625","2221.162353515625"
"5560","2272.717041015625","2272.717041015625","2272.717041015625"
"5580","2454.18212890625","2454.18212890625","2454.18212890625"
"5600","2217.543701171875","2217.543701171875","2217.543701171875"
"5620","2681.974365234375","2681.974365234375","2681.974365234375"
"5640","1953.86083984375","1953.86083984375","1953.86083984375"
"5660","2594.323486328125","2594.323486328125","2594.323486328125"
"5680","2149.432861328125","2149.432861328125","2149.432861328125"
"5700","2207.6953125","2207.6953125","2207.6953125"
"5720","2349.423583984375","2349.423583984375","2349.423583984375"
"5740","2035.0999755859375","2035.0999755859375","2035.0999755859375"
"5760","2428.777099609375","2428.777099609375","2428.777099609375"
"5780","2129.6962890625","2129.6962890625","2129.6962890625"
"5800","1870.736572265625","1870.736572265625","1870.736572265625"
"5820","2382.446533203125","2382.446533203125","2382.446533203125"
"5840","2127.46875","2127.46875","2127.46875"
"5860","2124.607177734375","2124.607177734375","2124.607177734375"
"5880","2232.6376953125","2232.6376953125","2232.6376953125"
"5900","2623.6298828125","2623.6298828125","2623.6298828125"
"5920","2234.447998046875","2234.447998046875","2234.447998046875"
"5940","2172.228515625","2172.228515625","2172.228515625"
"5960","2401.25341796875","2401.25341796875","2401.25341796875"
"5980","2210.779052734375","2210.779052734375","2210.779052734375"
"6000","2115.1943359375","2115.1943359375","2115.1943359375"
"6020","2367.740966796875","2367.740966796875","2367.740966796875"
"6040","2312.824951171875","2312.824951171875","2312.824951171875"
"6060","2118.9619140625","2118.9619140625","2118.9619140625"
"6080","2850.839599609375","2850.839599609375","2850.839599609375"
"6100","2060.567626953125","2060.567626953125","2060.567626953125"
"6120","2272.9013671875","2272.9013671875","2272.9013671875"
"6140","2249.039794921875","2249.039794921875","2249.039794921875"
"6160","2389.094970703125","2389.094970703125","2389.094970703125"
"6180","1981.638671875","1981.638671875","1981.638671875"
"6200","2499.271240234375","2499.271240234375","2499.271240234375"
"6220","2505.117919921875","2505.117919921875","2505.117919921875"
"6240","1964.8878173828125","1964.8878173828125","1964.8878173828125"
"6260","1924.208251953125","1924.208251953125","1924.208251953125"
"6280","2266.922607421875","2266.922607421875","2266.922607421875"
"6300","2827.68359375","2827.68359375","2827.68359375"
"6320","2552.357421875","2552.357421875","2552.357421875"
"6340","1997.548828125","1997.548828125","1997.548828125"
"6360","2444.11279296875","2444.11279296875","2444.11279296875"
"6380","2474.239013671875","2474.239013671875","2474.239013671875"
"6400","2249.296142578125","2249.296142578125","2249.296142578125"
"6420","2040.78369140625","2040.78369140625","2040.78369140625"
"6440","2114.728759765625","2114.728759765625","2114.728759765625"
"6460","2176.061767578125","2176.061767578125","2176.061767578125"
"6480","2270.810302734375","2270.810302734375","2270.810302734375"
"6500","2018.9659423828125","2018.9659423828125","2018.9659423828125"
"6520","2172.376708984375","2172.376708984375","2172.376708984375"
"6540","2178.6826171875","2178.6826171875","2178.6826171875"
"6560","2262.700927734375","2262.700927734375","2262.700927734375"
"6580","2268.632568359375","2268.632568359375","2268.632568359375"
"6600","2266.315185546875","2266.315185546875","2266.315185546875"
"6620","2702.931884765625","2702.931884765625","2702.931884765625"
"6640","2330.94970703125","2330.94970703125","2330.94970703125"
"6660","2256.5126953125","2256.5126953125","2256.5126953125"
"6680","2364.4189453125","2364.4189453125","2364.4189453125"
"6700","2054.982421875","2054.982421875","2054.982421875"
"6720","2446.173095703125","2446.173095703125","2446.173095703125"
"6740","2062.85302734375","2062.85302734375","2062.85302734375"
"6760","2273.1728515625","2273.1728515625","2273.1728515625"
"6780","2050.06591796875","2050.06591796875","2050.06591796875"
"6800","2358.308349609375","2358.308349609375","2358.308349609375"
"6820","2177.174560546875","2177.174560546875","2177.174560546875"
"6840","1698.7862548828125","1698.7862548828125","1698.7862548828125"
"6860","2208.87646484375","2208.87646484375","2208.87646484375"
"6880","2287.11083984375","2287.11083984375","2287.11083984375"
"6900","2143.32275390625","2143.32275390625","2143.32275390625"
"6920","2838.409912109375","2838.409912109375","2838.409912109375"
"6940","2258.788818359375","2258.788818359375","2258.788818359375"
"6960","1961.640625","1961.640625","1961.640625"
"6980","2107.537353515625","2107.537353515625","2107.537353515625"
"7000","2492.87109375","2492.87109375","2492.87109375"
"7020","1944.27099609375","1944.27099609375","1944.27099609375"
"7040","2113.851806640625","2113.851806640625","2113.851806640625"
"7060","2283.788330078125","2283.788330078125","2283.788330078125"
"7080","2056.027099609375","2056.027099609375","2056.027099609375"
"7100","2165.741943359375","2165.741943359375","2165.741943359375"
"7120","2198.974365234375","2198.974365234375","2198.974365234375"
"7140","1986.2518310546875","1986.2518310546875","1986.2518310546875"
"7160","2005.4549560546875","2005.4549560546875","2005.4549560546875"
"7180","1958.083984375","1958.083984375","1958.083984375"
"7200","2051.771484375","2051.771484375","2051.771484375"
"7220","2026.126708984375","2026.126708984375","2026.126708984375"
"7240","2045.6336669921875","2045.6336669921875","2045.6336669921875"
"7260","2185.17578125","2185.17578125","2185.17578125"
"7280","2356.9091796875","2356.9091796875","2356.9091796875"
"7300","2681.752685546875","2681.752685546875","2681.752685546875"
"7320","2046.07177734375","2046.07177734375","2046.07177734375"
"7340","2180.782958984375","2180.782958984375","2180.782958984375"
"7360","2078.23193359375","2078.23193359375","2078.23193359375"
"7380","2028.712646484375","2028.712646484375","2028.712646484375"
"7400","2063.43505859375","2063.43505859375","2063.43505859375"
"7420","2223.99658203125","2223.99658203125","2223.99658203125"
"7440","2596.786376953125","2596.786376953125","2596.786376953125"
"7460","2022.1038818359375","2022.1038818359375","2022.1038818359375"
"7480","2225.981201171875","2225.981201171875","2225.981201171875"
"7500","1964.6534423828125","1964.6534423828125","1964.6534423828125"
"7520","1998.822509765625","1998.822509765625","1998.822509765625"
"7540","2281.04736328125","2281.04736328125","2281.04736328125"
"7560","2119.8720703125","2119.8720703125","2119.8720703125"
"7580","2315.17724609375","2315.17724609375","2315.17724609375"
"7600","2185.400634765625","2185.400634765625","2185.400634765625"
"7620","2064.206787109375","2064.206787109375","2064.206787109375"
"7640","2022.720703125","2022.720703125","2022.720703125"
"7660","2141.78369140625","2141.78369140625","2141.78369140625"
"7680","2110.15625","2110.15625","2110.15625"
"7700","2134.752197265625","2134.752197265625","2134.752197265625"
"7720","2195.6572265625","2195.6572265625","2195.6572265625"
"7740","2356.50244140625","2356.50244140625","2356.50244140625"
"7760","2467.776123046875","2467.776123046875","2467.776123046875"
"7780","2135.901123046875","2135.901123046875","2135.901123046875"
"7800","2311.57373046875","2311.57373046875","2311.57373046875"
"7820","2063.108642578125","2063.108642578125","2063.108642578125"
"7840","2172.498046875","2172.498046875","2172.498046875"
"7860","2173.410400390625","2173.410400390625","2173.410400390625"
"7880","2170.884521484375","2170.884521484375","2170.884521484375"
"7900","2023.9437255859375","2023.9437255859375","2023.9437255859375"
"7920","2174.479736328125","2174.479736328125","2174.479736328125"
"7940","1995.765625","1995.765625","1995.765625"
"7960","2163.082763671875","2163.082763671875","2163.082763671875"
"7980","2064.236328125","2064.236328125","2064.236328125"
"8000","1937.6236572265625","1937.6236572265625","1937.6236572265625"
"8020","2198.963623046875","2198.963623046875","2198.963623046875"
"8040","1926.2996826171875","1926.2996826171875","1926.2996826171875"
"8060","2165.42578125","2165.42578125","2165.42578125"
"8080","2263.501220703125","2263.501220703125","2263.501220703125"
"8100","2046.3699951171875","2046.3699951171875","2046.3699951171875"
"8120","1921.4844970703125","1921.4844970703125","1921.4844970703125"
"8140","2074.9326171875","2074.9326171875","2074.9326171875"
"8160","1962.9840087890625","1962.9840087890625","1962.9840087890625"
"8180","2368.6357421875","2368.6357421875","2368.6357421875"
"8200","2161.43408203125","2161.43408203125","2161.43408203125"
"8220","2133.072998046875","2133.072998046875","2133.072998046875"
"8240","2317.4052734375","2317.4052734375","2317.4052734375"
"8260","2018.4354248046875","2018.4354248046875","2018.4354248046875"
"8280","1747.7127685546875","1747.7127685546875","1747.7127685546875"
"8300","1952.629638671875","1952.629638671875","1952.629638671875"
"8320","1945.833984375","1945.833984375","1945.833984375"
"8340","1824.35595703125","1824.35595703125","1824.35595703125"
"8360","1923.5230712890625","1923.5230712890625","1923.5230712890625"
"8380","2430.192138671875","2430.192138671875","2430.192138671875"
"8400","1901.57275390625","1901.57275390625","1901.57275390625"
"8420","1785.0384521484375","1785.0384521484375","1785.0384521484375"
"8440","2128.93896484375","2128.93896484375","2128.93896484375"
"8460","2121.219482421875","2121.219482421875","2121.219482421875"
"8480","2069.579833984375","2069.579833984375","2069.579833984375"
"8500","2103.869873046875","2103.869873046875","2103.869873046875"
"8520","1917.7421875","1917.7421875","1917.7421875"
"8540","2055.167236328125","2055.167236328125","2055.167236328125"
"8560","2063.249267578125","2063.249267578125","2063.249267578125"
"8580","2104.01904296875","2104.01904296875","2104.01904296875"
"8600","1772.24365234375","1772.24365234375","1772.24365234375"
"8620","2138.8486328125","2138.8486328125","2138.8486328125"
"8640","1882.7698974609375","1882.7698974609375","1882.7698974609375"
"8660","1861.0416259765625","1861.0416259765625","1861.0416259765625"
"8680","2349.65625","2349.65625","2349.65625"
"8700","1949.3935546875","1949.3935546875","1949.3935546875"
"8720","2092.148193359375","2092.148193359375","2092.148193359375"
"8740","2293.226806640625","2293.226806640625","2293.226806640625"
"8760","2050.929443359375","2050.929443359375","2050.929443359375"
"8780","2135.834228515625","2135.834228515625","2135.834228515625"
"8800","2075.453369140625","2075.453369140625","2075.453369140625"
"8820","2103.66455078125","2103.66455078125","2103.66455078125"
"8840","2139.249755859375","2139.249755859375","2139.249755859375"
"8860","2201.384521484375","2201.384521484375","2201.384521484375"
"8880","1872.408447265625","1872.408447265625","1872.408447265625"
"8900","2125.213623046875","2125.213623046875","2125.213623046875"
"8920","2070.627685546875","2070.627685546875","2070.627685546875"
"8940","1984.121826171875","1984.121826171875","1984.121826171875"
"8960","2012.531005859375","2012.531005859375","2012.531005859375"
"8980","2151.672119140625","2151.672119140625","2151.672119140625"
"9000","1793.37841796875","1793.37841796875","1793.37841796875"
"9020","2271.924560546875","2271.924560546875","2271.924560546875"
"9040","2104.624267578125","2104.624267578125","2104.624267578125"
"9060","2132.679443359375","2132.679443359375","2132.679443359375"
"9080","2074.417236328125","2074.417236328125","2074.417236328125"
"9100","1812.156005859375","1812.156005859375","1812.156005859375"
"9120","2064.59033203125","2064.59033203125","2064.59033203125"
"9140","1994.69677734375","1994.69677734375","1994.69677734375"
"9160","2071.92138671875","2071.92138671875","2071.92138671875"
"9180","2237.920166015625","2237.920166015625","2237.920166015625"
"9200","2070.764892578125","2070.764892578125","2070.764892578125"
"9220","2064.547119140625","2064.547119140625","2064.547119140625"
"9240","2121.671142578125","2121.671142578125","2121.671142578125"
"9260","2045.4208984375","2045.4208984375","2045.4208984375"
"9280","2362.9833984375","2362.9833984375","2362.9833984375"
"9300","1818.0635986328125","1818.0635986328125","1818.0635986328125"
"9320","1752.4666748046875","1752.4666748046875","1752.4666748046875"
"9340","2141.54638671875","2141.54638671875","2141.54638671875"
"9360","1944.9886474609375","1944.9886474609375","1944.9886474609375"
"9380","2113.4697265625","2113.4697265625","2113.4697265625"
"9400","1836.623291015625","1836.623291015625","1836.623291015625"
"9420","2255.99560546875","2255.99560546875","2255.99560546875"
"9440","1942.2032470703125","1942.2032470703125","1942.2032470703125"
"9460","1790.3873291015625","1790.3873291015625","1790.3873291015625"
"9480","2518.228759765625","2518.228759765625","2518.228759765625"
"9500","1562.114013671875","1562.114013671875","1562.114013671875"
"9520","1922.9287109375","1922.9287109375","1922.9287109375"
"9540","1996.4866943359375","1996.4866943359375","1996.4866943359375"
"9560","2158.2236328125","2158.2236328125","2158.2236328125"
"9580","2298.300537109375","2298.300537109375","2298.300537109375"
