"Step","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss__MIN","zerobasebeta3t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - loss__MAX"
"2220","2966.78515625","2966.78515625","2966.78515625"
"2240","2794.573486328125","2794.573486328125","2794.573486328125"
"2260","2859.07177734375","2859.07177734375","2859.07177734375"
"2280","2894.704345703125","2894.704345703125","2894.704345703125"
"2300","3324.49560546875","3324.49560546875","3324.49560546875"
"2320","2992.338623046875","2992.338623046875","2992.338623046875"
"2340","2957.544921875","2957.544921875","2957.544921875"
"2360","3066.328369140625","3066.328369140625","3066.328369140625"
"2380","2952.818115234375","2952.818115234375","2952.818115234375"
"2400","2784.7041015625","2784.7041015625","2784.7041015625"
"2420","2764.46484375","2764.46484375","2764.46484375"
"2440","3192.48681640625","3192.48681640625","3192.48681640625"
"2460","2579.1787109375","2579.1787109375","2579.1787109375"
"2480","2923.42236328125","2923.42236328125","2923.42236328125"
"2500","3179.226806640625","3179.226806640625","3179.226806640625"
"2520","2937.72998046875","2937.72998046875","2937.72998046875"
"2540","2958.576904296875","2958.576904296875","2958.576904296875"
"2560","2728.06396484375","2728.06396484375","2728.06396484375"
"2580","2835.19775390625","2835.19775390625","2835.19775390625"
"2600","2897.220458984375","2897.220458984375","2897.220458984375"
"2620","2697.77294921875","2697.77294921875","2697.77294921875"
"2640","2824.131103515625","2824.131103515625","2824.131103515625"
"2660","2841.061767578125","2841.061767578125","2841.061767578125"
"2680","2608.725341796875","2608.725341796875","2608.725341796875"
"2700","2798.794921875","2798.794921875","2798.794921875"
"2720","3006.8330078125","3006.8330078125","3006.8330078125"
"2740","2633.2900390625","2633.2900390625","2633.2900390625"
"2760","2724.737548828125","2724.737548828125","2724.737548828125"
"2780","2922.981689453125","2922.981689453125","2922.981689453125"
"2800","2883.548095703125","2883.548095703125","2883.548095703125"
"2820","2973.898681640625","2973.898681640625","2973.898681640625"
"2840","3047.675048828125","3047.675048828125","3047.675048828125"
"2860","2723.3740234375","2723.3740234375","2723.3740234375"
"2880","2876.792236328125","2876.792236328125","2876.792236328125"
"2900","2838.198486328125","2838.198486328125","2838.198486328125"
"2920","2625.7568359375","2625.7568359375","2625.7568359375"
"2940","3010.85546875","3010.85546875","3010.85546875"
"2960","2514.65185546875","2514.65185546875","2514.65185546875"
"2980","2949.5517578125","2949.5517578125","2949.5517578125"
"3000","2688.97021484375","2688.97021484375","2688.97021484375"
"3020","2838.44873046875","2838.44873046875","2838.44873046875"
"3040","2656.094970703125","2656.094970703125","2656.094970703125"
"3060","2665.2490234375","2665.2490234375","2665.2490234375"
"3080","2698.79296875","2698.79296875","2698.79296875"
"3100","2836.520263671875","2836.520263671875","2836.520263671875"
"3120","2642.837646484375","2642.837646484375","2642.837646484375"
"3140","2877.520263671875","2877.520263671875","2877.520263671875"
"3160","2804.7265625","2804.7265625","2804.7265625"
"3180","2717.3994140625","2717.3994140625","2717.3994140625"
"3200","2693.92578125","2693.92578125","2693.92578125"
"3220","2749.70361328125","2749.70361328125","2749.70361328125"
"3240","2492.640625","2492.640625","2492.640625"
"3260","3220.497314453125","3220.497314453125","3220.497314453125"
"3280","2798.726806640625","2798.726806640625","2798.726806640625"
"3300","2469.998779296875","2469.998779296875","2469.998779296875"
"3320","2871.55517578125","2871.55517578125","2871.55517578125"
"3340","2810.728759765625","2810.728759765625","2810.728759765625"
"3360","2547.623291015625","2547.623291015625","2547.623291015625"
"3380","2777.203125","2777.203125","2777.203125"
"3400","2949.291259765625","2949.291259765625","2949.291259765625"
"3420","2697.39501953125","2697.39501953125","2697.39501953125"
"3440","3012.4345703125","3012.4345703125","3012.4345703125"
"3460","2601.56689453125","2601.56689453125","2601.56689453125"
"3480","2799.803955078125","2799.803955078125","2799.803955078125"
"3500","2649.53466796875","2649.53466796875","2649.53466796875"
"3520","2460.9267578125","2460.9267578125","2460.9267578125"
"3540","2570.017822265625","2570.017822265625","2570.017822265625"
"3560","2588.199951171875","2588.199951171875","2588.199951171875"
"3580","2433.291259765625","2433.291259765625","2433.291259765625"
"3600","2826.971923828125","2826.971923828125","2826.971923828125"
"3620","2778.183349609375","2778.183349609375","2778.183349609375"
"3640","2387.937255859375","2387.937255859375","2387.937255859375"
"3660","2787.338623046875","2787.338623046875","2787.338623046875"
"3680","2636.472412109375","2636.472412109375","2636.472412109375"
"3700","2657.9833984375","2657.9833984375","2657.9833984375"
"3720","2929.955810546875","2929.955810546875","2929.955810546875"
"3740","2603.57421875","2603.57421875","2603.57421875"
"3760","2638.7783203125","2638.7783203125","2638.7783203125"
"3780","2535.042236328125","2535.042236328125","2535.042236328125"
"3800","2681.350341796875","2681.350341796875","2681.350341796875"
"3820","2506.293701171875","2506.293701171875","2506.293701171875"
"3840","2638.485595703125","2638.485595703125","2638.485595703125"
"3860","2358.49462890625","2358.49462890625","2358.49462890625"
"3880","2928.628173828125","2928.628173828125","2928.628173828125"
"3900","2447.898193359375","2447.898193359375","2447.898193359375"
"3920","2767.845458984375","2767.845458984375","2767.845458984375"
"3940","2913.200439453125","2913.200439453125","2913.200439453125"
"3960","2480.303955078125","2480.303955078125","2480.303955078125"
"3980","2719.46875","2719.46875","2719.46875"
"4000","2668.91552734375","2668.91552734375","2668.91552734375"
"4020","2654.7177734375","2654.7177734375","2654.7177734375"
"4040","2525.78173828125","2525.78173828125","2525.78173828125"
"4060","2621.62255859375","2621.62255859375","2621.62255859375"
"4080","2491.135498046875","2491.135498046875","2491.135498046875"
"4100","2655.227783203125","2655.227783203125","2655.227783203125"
"4120","2315.531005859375","2315.531005859375","2315.531005859375"
"4140","2611.864501953125","2611.864501953125","2611.864501953125"
"4160","2756.133056640625","2756.133056640625","2756.133056640625"
"4180","2648.927978515625","2648.927978515625","2648.927978515625"
"4200","2460.05859375","2460.05859375","2460.05859375"
"4220","2282.107177734375","2282.107177734375","2282.107177734375"
"4240","2538.9833984375","2538.9833984375","2538.9833984375"
"4260","2763.494384765625","2763.494384765625","2763.494384765625"
"4280","2669.233642578125","2669.233642578125","2669.233642578125"
"4300","2614.858154296875","2614.858154296875","2614.858154296875"
"4320","2951.73876953125","2951.73876953125","2951.73876953125"
"4340","2572.049560546875","2572.049560546875","2572.049560546875"
"4360","2743.1376953125","2743.1376953125","2743.1376953125"
"4380","2366.46435546875","2366.46435546875","2366.46435546875"
"4400","2498.279052734375","2498.279052734375","2498.279052734375"
"4420","2985.387451171875","2985.387451171875","2985.387451171875"
"4440","2530.843994140625","2530.843994140625","2530.843994140625"
"4460","2511.18310546875","2511.18310546875","2511.18310546875"
"4480","2356.00927734375","2356.00927734375","2356.00927734375"
"4500","2744.293701171875","2744.293701171875","2744.293701171875"
"4520","2477.8330078125","2477.8330078125","2477.8330078125"
"4540","2376.04150390625","2376.04150390625","2376.04150390625"
"4560","2578.466796875","2578.466796875","2578.466796875"
"4580","2667.291259765625","2667.291259765625","2667.291259765625"
"4600","2396.148193359375","2396.148193359375","2396.148193359375"
"4620","2462.302734375","2462.302734375","2462.302734375"
"4640","2400.282958984375","2400.282958984375","2400.282958984375"
"4660","2459.919921875","2459.919921875","2459.919921875"
"4680","2523.28564453125","2523.28564453125","2523.28564453125"
"4700","2414.7099609375","2414.7099609375","2414.7099609375"
"4720","2546.33251953125","2546.33251953125","2546.33251953125"
"4740","2452.147705078125","2452.147705078125","2452.147705078125"
"4760","2342.8828125","2342.8828125","2342.8828125"
"4780","2511.859375","2511.859375","2511.859375"
"4800","2545.978759765625","2545.978759765625","2545.978759765625"
"4820","2442.531982421875","2442.531982421875","2442.531982421875"
"4840","2576.810791015625","2576.810791015625","2576.810791015625"
"4860","2460.897705078125","2460.897705078125","2460.897705078125"
"4880","2605.185791015625","2605.185791015625","2605.185791015625"
"4900","2771.142333984375","2771.142333984375","2771.142333984375"
"4920","2522.660400390625","2522.660400390625","2522.660400390625"
"4940","2418.2275390625","2418.2275390625","2418.2275390625"
"4960","2753.81201171875","2753.81201171875","2753.81201171875"
"4980","2407.351806640625","2407.351806640625","2407.351806640625"
"5000","2468.459716796875","2468.459716796875","2468.459716796875"
"5020","2394.40771484375","2394.40771484375","2394.40771484375"
"5040","2440.7734375","2440.7734375","2440.7734375"
"5060","2345.214111328125","2345.214111328125","2345.214111328125"
"5080","2389.440185546875","2389.440185546875","2389.440185546875"
"5100","2407.59130859375","2407.59130859375","2407.59130859375"
"5120","2486.58203125","2486.58203125","2486.58203125"
"5140","2561.998291015625","2561.998291015625","2561.998291015625"
"5160","2547.820556640625","2547.820556640625","2547.820556640625"
"5180","2357.698974609375","2357.698974609375","2357.698974609375"
"5200","2420.90185546875","2420.90185546875","2420.90185546875"
"5220","2191.281494140625","2191.281494140625","2191.281494140625"
"5240","2592.8623046875","2592.8623046875","2592.8623046875"
"5260","2547.318603515625","2547.318603515625","2547.318603515625"
"5280","2495.731201171875","2495.731201171875","2495.731201171875"
"5300","2720.5869140625","2720.5869140625","2720.5869140625"
"5320","2286.409912109375","2286.409912109375","2286.409912109375"
"5340","2390.63671875","2390.63671875","2390.63671875"
"5360","2601.14013671875","2601.14013671875","2601.14013671875"
"5380","2181.919921875","2181.919921875","2181.919921875"
"5400","2553.64306640625","2553.64306640625","2553.64306640625"
"5420","2620.352783203125","2620.352783203125","2620.352783203125"
"5440","2655.31005859375","2655.31005859375","2655.31005859375"
"5460","2426.608642578125","2426.608642578125","2426.608642578125"
"5480","2502.50390625","2502.50390625","2502.50390625"
"5500","2309.59228515625","2309.59228515625","2309.59228515625"
"5520","2712.166259765625","2712.166259765625","2712.166259765625"
"5540","2391.950927734375","2391.950927734375","2391.950927734375"
"5560","2416.28466796875","2416.28466796875","2416.28466796875"
"5580","2579.041259765625","2579.041259765625","2579.041259765625"
"5600","2356.3271484375","2356.3271484375","2356.3271484375"
"5620","2779.45361328125","2779.45361328125","2779.45361328125"
"5640","2161.725830078125","2161.725830078125","2161.725830078125"
"5660","2728.077392578125","2728.077392578125","2728.077392578125"
"5680","2258.5830078125","2258.5830078125","2258.5830078125"
"5700","2381.43115234375","2381.43115234375","2381.43115234375"
"5720","2482.9814453125","2482.9814453125","2482.9814453125"
"5740","2264.981201171875","2264.981201171875","2264.981201171875"
"5760","2544.179931640625","2544.179931640625","2544.179931640625"
"5780","2209.99365234375","2209.99365234375","2209.99365234375"
"5800","2067.73095703125","2067.73095703125","2067.73095703125"
"5820","2507.98388671875","2507.98388671875","2507.98388671875"
"5840","2320.83447265625","2320.83447265625","2320.83447265625"
"5860","2212.603271484375","2212.603271484375","2212.603271484375"
"5880","2448.703369140625","2448.703369140625","2448.703369140625"
"5900","2760.216796875","2760.216796875","2760.216796875"
"5920","2313.690673828125","2313.690673828125","2313.690673828125"
"5940","2346.2646484375","2346.2646484375","2346.2646484375"
"5960","2592.616455078125","2592.616455078125","2592.616455078125"
"5980","2392.284912109375","2392.284912109375","2392.284912109375"
"6000","2245.726806640625","2245.726806640625","2245.726806640625"
"6020","2555.53076171875","2555.53076171875","2555.53076171875"
"6040","2425.01611328125","2425.01611328125","2425.01611328125"
"6060","2289.518798828125","2289.518798828125","2289.518798828125"
"6080","2882.142822265625","2882.142822265625","2882.142822265625"
"6100","2245.16015625","2245.16015625","2245.16015625"
"6120","2412.123291015625","2412.123291015625","2412.123291015625"
"6140","2392.55224609375","2392.55224609375","2392.55224609375"
"6160","2516.870361328125","2516.870361328125","2516.870361328125"
"6180","2164.73828125","2164.73828125","2164.73828125"
"6200","2570.459716796875","2570.459716796875","2570.459716796875"
"6220","2556.060302734375","2556.060302734375","2556.060302734375"
"6240","2108.254150390625","2108.254150390625","2108.254150390625"
"6260","2131.378173828125","2131.378173828125","2131.378173828125"
"6280","2425.02392578125","2425.02392578125","2425.02392578125"
"6300","2852.005615234375","2852.005615234375","2852.005615234375"
"6320","2690.178466796875","2690.178466796875","2690.178466796875"
"6340","2130.91455078125","2130.91455078125","2130.91455078125"
"6360","2554.79248046875","2554.79248046875","2554.79248046875"
"6380","2528.4814453125","2528.4814453125","2528.4814453125"
"6400","2337.060302734375","2337.060302734375","2337.060302734375"
"6420","2209.47412109375","2209.47412109375","2209.47412109375"
"6440","2308.078125","2308.078125","2308.078125"
"6460","2280.64794921875","2280.64794921875","2280.64794921875"
"6480","2451.18017578125","2451.18017578125","2451.18017578125"
"6500","2262.72021484375","2262.72021484375","2262.72021484375"
"6520","2301.7255859375","2301.7255859375","2301.7255859375"
"6540","2219.464599609375","2219.464599609375","2219.464599609375"
"6560","2447.91748046875","2447.91748046875","2447.91748046875"
"6580","2452.5947265625","2452.5947265625","2452.5947265625"
"6600","2434.511962890625","2434.511962890625","2434.511962890625"
"6620","2781.53857421875","2781.53857421875","2781.53857421875"
"6640","2447.189453125","2447.189453125","2447.189453125"
"6660","2444.368408203125","2444.368408203125","2444.368408203125"
"6680","2477.92626953125","2477.92626953125","2477.92626953125"
"6700","2236.44970703125","2236.44970703125","2236.44970703125"
"6720","2561.48193359375","2561.48193359375","2561.48193359375"
"6740","2199.691162109375","2199.691162109375","2199.691162109375"
"6760","2431.290771484375","2431.290771484375","2431.290771484375"
"6780","2213.3134765625","2213.3134765625","2213.3134765625"
"6800","2494.137939453125","2494.137939453125","2494.137939453125"
"6820","2296.601318359375","2296.601318359375","2296.601318359375"
"6840","1966.7998046875","1966.7998046875","1966.7998046875"
"6860","2461.990966796875","2461.990966796875","2461.990966796875"
"6880","2425.1796875","2425.1796875","2425.1796875"
"6900","2247.962158203125","2247.962158203125","2247.962158203125"
"6920","2860.16015625","2860.16015625","2860.16015625"
"6940","2334.4208984375","2334.4208984375","2334.4208984375"
"6960","2087.834716796875","2087.834716796875","2087.834716796875"
"6980","2248.659912109375","2248.659912109375","2248.659912109375"
"7000","2566.061767578125","2566.061767578125","2566.061767578125"
"7020","2070.207763671875","2070.207763671875","2070.207763671875"
"7040","2284.3994140625","2284.3994140625","2284.3994140625"
"7060","2364.66064453125","2364.66064453125","2364.66064453125"
"7080","2187.44384765625","2187.44384765625","2187.44384765625"
"7100","2329.889892578125","2329.889892578125","2329.889892578125"
"7120","2320.679443359375","2320.679443359375","2320.679443359375"
"7140","2189.134033203125","2189.134033203125","2189.134033203125"
"7160","2193.80078125","2193.80078125","2193.80078125"
"7180","2135.072998046875","2135.072998046875","2135.072998046875"
"7200","2181.76220703125","2181.76220703125","2181.76220703125"
"7220","2171.259765625","2171.259765625","2171.259765625"
"7240","2211.519775390625","2211.519775390625","2211.519775390625"
"7260","2267.310546875","2267.310546875","2267.310546875"
"7280","2469.926513671875","2469.926513671875","2469.926513671875"
"7300","2716.492431640625","2716.492431640625","2716.492431640625"
"7320","2172.781494140625","2172.781494140625","2172.781494140625"
"7340","2299.4189453125","2299.4189453125","2299.4189453125"
"7360","2223.756591796875","2223.756591796875","2223.756591796875"
"7380","2086.79833984375","2086.79833984375","2086.79833984375"
"7400","2176.2900390625","2176.2900390625","2176.2900390625"
"7420","2358.708984375","2358.708984375","2358.708984375"
"7440","2703.818115234375","2703.818115234375","2703.818115234375"
"7460","2174.317138671875","2174.317138671875","2174.317138671875"
"7480","2426.19580078125","2426.19580078125","2426.19580078125"
"7500","2171.313232421875","2171.313232421875","2171.313232421875"
"7520","2088.8681640625","2088.8681640625","2088.8681640625"
"7540","2359.209716796875","2359.209716796875","2359.209716796875"
"7560","2261.393310546875","2261.393310546875","2261.393310546875"
"7580","2453.50390625","2453.50390625","2453.50390625"
"7600","2362.50439453125","2362.50439453125","2362.50439453125"
"7620","2227.5908203125","2227.5908203125","2227.5908203125"
"7640","2135.23095703125","2135.23095703125","2135.23095703125"
"7660","2248.541259765625","2248.541259765625","2248.541259765625"
"7680","2286.392822265625","2286.392822265625","2286.392822265625"
"7700","2266.541748046875","2266.541748046875","2266.541748046875"
"7720","2300.001708984375","2300.001708984375","2300.001708984375"
"7740","2448.07568359375","2448.07568359375","2448.07568359375"
"7760","2502.28271484375","2502.28271484375","2502.28271484375"
"7780","2299.76708984375","2299.76708984375","2299.76708984375"
"7800","2436.39013671875","2436.39013671875","2436.39013671875"
"7820","2167.728271484375","2167.728271484375","2167.728271484375"
"7840","2315.333740234375","2315.333740234375","2315.333740234375"
"7860","2350.16455078125","2350.16455078125","2350.16455078125"
"7880","2289.963134765625","2289.963134765625","2289.963134765625"
"7900","2217.0234375","2217.0234375","2217.0234375"
"7920","2286.643798828125","2286.643798828125","2286.643798828125"
"7940","2151.085205078125","2151.085205078125","2151.085205078125"
"7960","2292.463623046875","2292.463623046875","2292.463623046875"
"7980","2192.24658203125","2192.24658203125","2192.24658203125"
"8000","2086.21484375","2086.21484375","2086.21484375"
"8020","2357.813720703125","2357.813720703125","2357.813720703125"
"8040","2038.076171875","2038.076171875","2038.076171875"
"8060","2301.6884765625","2301.6884765625","2301.6884765625"
"8080","2364.828369140625","2364.828369140625","2364.828369140625"
"8100","2192.890625","2192.890625","2192.890625"
"8120","2188.85546875","2188.85546875","2188.85546875"
"8140","2217.647705078125","2217.647705078125","2217.647705078125"
"8160","2109.3125","2109.3125","2109.3125"
"8180","2488.37451171875","2488.37451171875","2488.37451171875"
"8200","2286.822265625","2286.822265625","2286.822265625"
"8220","2269.75390625","2269.75390625","2269.75390625"
"8240","2417.90380859375","2417.90380859375","2417.90380859375"
"8260","2178.3125","2178.3125","2178.3125"
"8280","1919.669921875","1919.669921875","1919.669921875"
"8300","2046.4857177734375","2046.4857177734375","2046.4857177734375"
"8320","2120.465087890625","2120.465087890625","2120.465087890625"
"8340","1948.6768798828125","1948.6768798828125","1948.6768798828125"
"8360","2031.945556640625","2031.945556640625","2031.945556640625"
"8380","2457.485107421875","2457.485107421875","2457.485107421875"
"8400","2014.445556640625","2014.445556640625","2014.445556640625"
"8420","1965.5799560546875","1965.5799560546875","1965.5799560546875"
"8440","2314.26953125","2314.26953125","2314.26953125"
"8460","2227.216064453125","2227.216064453125","2227.216064453125"
"8480","2181.335693359375","2181.335693359375","2181.335693359375"
"8500","2193.005615234375","2193.005615234375","2193.005615234375"
"8520","2136.967041015625","2136.967041015625","2136.967041015625"
"8540","2210.28759765625","2210.28759765625","2210.28759765625"
"8560","2269.45849609375","2269.45849609375","2269.45849609375"
"8580","2237.0859375","2237.0859375","2237.0859375"
"8600","1942.1796875","1942.1796875","1942.1796875"
"8620","2237.984130859375","2237.984130859375","2237.984130859375"
"8640","2018.8416748046875","2018.8416748046875","2018.8416748046875"
"8660","2024.69677734375","2024.69677734375","2024.69677734375"
"8680","2451.8876953125","2451.8876953125","2451.8876953125"
"8700","2116.260986328125","2116.260986328125","2116.260986328125"
"8720","2261.38525390625","2261.38525390625","2261.38525390625"
"8740","2414.5302734375","2414.5302734375","2414.5302734375"
"8760","2202.306640625","2202.306640625","2202.306640625"
"8780","2246.479248046875","2246.479248046875","2246.479248046875"
"8800","2245.829833984375","2245.829833984375","2245.829833984375"
"8820","2213.877685546875","2213.877685546875","2213.877685546875"
"8840","2202.166748046875","2202.166748046875","2202.166748046875"
"8860","2304.921142578125","2304.921142578125","2304.921142578125"
"8880","1995.80810546875","1995.80810546875","1995.80810546875"
"8900","2241.38037109375","2241.38037109375","2241.38037109375"
"8920","2107.131591796875","2107.131591796875","2107.131591796875"
"8940","2134.0556640625","2134.0556640625","2134.0556640625"
"8960","2119.377685546875","2119.377685546875","2119.377685546875"
"8980","2267.096435546875","2267.096435546875","2267.096435546875"
"9000","1995.84375","1995.84375","1995.84375"
"9020","2381.461669921875","2381.461669921875","2381.461669921875"
"9040","2257.177001953125","2257.177001953125","2257.177001953125"
"9060","2262.075927734375","2262.075927734375","2262.075927734375"
"9080","2184.565673828125","2184.565673828125","2184.565673828125"
"9100","1915.87841796875","1915.87841796875","1915.87841796875"
"9120","2156.2197265625","2156.2197265625","2156.2197265625"
"9140","2115.564208984375","2115.564208984375","2115.564208984375"
"9160","2147.191162109375","2147.191162109375","2147.191162109375"
"9180","2378.55859375","2378.55859375","2378.55859375"
"9200","2222.819091796875","2222.819091796875","2222.819091796875"
"9220","2189.6162109375","2189.6162109375","2189.6162109375"
"9240","2257.96484375","2257.96484375","2257.96484375"
"9260","2119.91552734375","2119.91552734375","2119.91552734375"
"9280","2435.112548828125","2435.112548828125","2435.112548828125"
"9300","1993.5924072265625","1993.5924072265625","1993.5924072265625"
"9320","1957.7117919921875","1957.7117919921875","1957.7117919921875"
"9340","2256.54052734375","2256.54052734375","2256.54052734375"
"9360","2139.890869140625","2139.890869140625","2139.890869140625"
"9380","2236.561279296875","2236.561279296875","2236.561279296875"
"9400","2000.53466796875","2000.53466796875","2000.53466796875"
"9420","2345.0458984375","2345.0458984375","2345.0458984375"
"9440","2063.2890625","2063.2890625","2063.2890625"
"9460","1941.9476318359375","1941.9476318359375","1941.9476318359375"
"9480","2561.87158203125","2561.87158203125","2561.87158203125"
"9500","1792.2987060546875","1792.2987060546875","1792.2987060546875"
"9520","2075.862548828125","2075.862548828125","2075.862548828125"
"9540","2123.90234375","2123.90234375","2123.90234375"
"9560","2311.343017578125","2311.343017578125","2311.343017578125"
"9580","2348.5263671875","2348.5263671875","2348.5263671875"
"9600","1991.7684326171875","1991.7684326171875","1991.7684326171875"
"9620","2462.5390625","2462.5390625","2462.5390625"
