"Step","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm__MIN","zerobasebeta2t2_numdata5lag2noise1.0lo128hi128sz00001max50000_0707_172415 - Gradnorm__MAX"
"1380","17122.322265625","17122.322265625","17122.322265625"
"1400","10271.4619140625","10271.4619140625","10271.4619140625"
"1420","13492.865234375","13492.865234375","13492.865234375"
"1440","12158.54296875","12158.54296875","12158.54296875"
"1460","22660.78125","22660.78125","22660.78125"
"1480","15294.03515625","15294.03515625","15294.03515625"
"1500","14750.3564453125","14750.3564453125","14750.3564453125"
"1520","14993.6796875","14993.6796875","14993.6796875"
"1540","18068.57421875","18068.57421875","18068.57421875"
"1560","23013.806640625","23013.806640625","23013.806640625"
"1580","21512.458984375","21512.458984375","21512.458984375"
"1600","17441.22265625","17441.22265625","17441.22265625"
"1620","12835.248046875","12835.248046875","12835.248046875"
"1640","10860.5869140625","10860.5869140625","10860.5869140625"
"1660","13692.4091796875","13692.4091796875","13692.4091796875"
"1680","12895.6708984375","12895.6708984375","12895.6708984375"
"1700","13273.0498046875","13273.0498046875","13273.0498046875"
"1720","8297.6650390625","8297.6650390625","8297.6650390625"
"1740","13664.7646484375","13664.7646484375","13664.7646484375"
"1760","16528.98046875","16528.98046875","16528.98046875"
"1780","8929.83984375","8929.83984375","8929.83984375"
"1800","9378.0322265625","9378.0322265625","9378.0322265625"
"1820","12224.5478515625","12224.5478515625","12224.5478515625"
"1840","12073.505859375","12073.505859375","12073.505859375"
"1860","9315.1025390625","9315.1025390625","9315.1025390625"
"1880","20898.404296875","20898.404296875","20898.404296875"
"1900","10238.375","10238.375","10238.375"
"1920","12011.421875","12011.421875","12011.421875"
"1940","8077.01318359375","8077.01318359375","8077.01318359375"
"1960","10377.6708984375","10377.6708984375","10377.6708984375"
"1980","14395.8046875","14395.8046875","14395.8046875"
"2000","13886.3125","13886.3125","13886.3125"
"2020","15085.6025390625","15085.6025390625","15085.6025390625"
"2040","15792.130859375","15792.130859375","15792.130859375"
"2060","13901.9375","13901.9375","13901.9375"
"2080","21047.314453125","21047.314453125","21047.314453125"
"2100","9868.8115234375","9868.8115234375","9868.8115234375"
"2120","12557.736328125","12557.736328125","12557.736328125"
"2140","8732.48828125","8732.48828125","8732.48828125"
"2160","14988.1240234375","14988.1240234375","14988.1240234375"
"2180","16122.5087890625","16122.5087890625","16122.5087890625"
"2200","11504.9306640625","11504.9306640625","11504.9306640625"
"2220","13404.0087890625","13404.0087890625","13404.0087890625"
"2240","19208.45703125","19208.45703125","19208.45703125"
"2260","10441.029296875","10441.029296875","10441.029296875"
"2280","11679.9482421875","11679.9482421875","11679.9482421875"
"2300","11602.3759765625","11602.3759765625","11602.3759765625"
"2320","14417.1513671875","14417.1513671875","14417.1513671875"
"2340","17580.26171875","17580.26171875","17580.26171875"
"2360","12464.310546875","12464.310546875","12464.310546875"
"2380","11339.05859375","11339.05859375","11339.05859375"
"2400","11400.572265625","11400.572265625","11400.572265625"
"2420","10458.1884765625","10458.1884765625","10458.1884765625"
"2440","11739.9765625","11739.9765625","11739.9765625"
"2460","17446.103515625","17446.103515625","17446.103515625"
"2480","20776.314453125","20776.314453125","20776.314453125"
"2500","19787.49609375","19787.49609375","19787.49609375"
"2520","13698.7236328125","13698.7236328125","13698.7236328125"
"2540","7478.1796875","7478.1796875","7478.1796875"
"2560","16847.140625","16847.140625","16847.140625"
"2580","15114.47265625","15114.47265625","15114.47265625"
"2600","11439.2529296875","11439.2529296875","11439.2529296875"
"2620","14348.0888671875","14348.0888671875","14348.0888671875"
"2640","8810.6064453125","8810.6064453125","8810.6064453125"
"2660","17012.841796875","17012.841796875","17012.841796875"
"2680","20148.9140625","20148.9140625","20148.9140625"
"2700","10855.6591796875","10855.6591796875","10855.6591796875"
"2720","8222.470703125","8222.470703125","8222.470703125"
"2740","9077.90625","9077.90625","9077.90625"
"2760","19050.953125","19050.953125","19050.953125"
"2780","11377.859375","11377.859375","11377.859375"
"2800","23259.732421875","23259.732421875","23259.732421875"
"2820","12553.4755859375","12553.4755859375","12553.4755859375"
"2840","12976.36328125","12976.36328125","12976.36328125"
"2860","16253.1904296875","16253.1904296875","16253.1904296875"
"2880","11306.9033203125","11306.9033203125","11306.9033203125"
"2900","8964.4736328125","8964.4736328125","8964.4736328125"
"2920","12459.005859375","12459.005859375","12459.005859375"
"2940","12109.2587890625","12109.2587890625","12109.2587890625"
"2960","15427.6103515625","15427.6103515625","15427.6103515625"
"2980","11574.728515625","11574.728515625","11574.728515625"
"3000","13730.02734375","13730.02734375","13730.02734375"
"3020","8146.03076171875","8146.03076171875","8146.03076171875"
"3040","12901.9580078125","12901.9580078125","12901.9580078125"
"3060","9890.8525390625","9890.8525390625","9890.8525390625"
"3080","12803.9482421875","12803.9482421875","12803.9482421875"
"3100","10785.408203125","10785.408203125","10785.408203125"
"3120","14493.3154296875","14493.3154296875","14493.3154296875"
"3140","14296.5234375","14296.5234375","14296.5234375"
"3160","12754.669921875","12754.669921875","12754.669921875"
"3180","10162.23828125","10162.23828125","10162.23828125"
"3200","9863.11328125","9863.11328125","9863.11328125"
"3220","8287.826171875","8287.826171875","8287.826171875"
"3240","16390.697265625","16390.697265625","16390.697265625"
"3260","9888.1953125","9888.1953125","9888.1953125"
"3280","6362.49365234375","6362.49365234375","6362.49365234375"
"3300","9495.1748046875","9495.1748046875","9495.1748046875"
"3320","15518.9609375","15518.9609375","15518.9609375"
"3340","9750.1845703125","9750.1845703125","9750.1845703125"
"3360","16338.8291015625","16338.8291015625","16338.8291015625"
"3380","9902.287109375","9902.287109375","9902.287109375"
"3400","11876.4736328125","11876.4736328125","11876.4736328125"
"3420","18705.49609375","18705.49609375","18705.49609375"
"3440","15483.2353515625","15483.2353515625","15483.2353515625"
"3460","9633.1279296875","9633.1279296875","9633.1279296875"
"3480","15475.4052734375","15475.4052734375","15475.4052734375"
"3500","12765.2431640625","12765.2431640625","12765.2431640625"
"3520","7888.65966796875","7888.65966796875","7888.65966796875"
"3540","16423.966796875","16423.966796875","16423.966796875"
"3560","10220.224609375","10220.224609375","10220.224609375"
"3580","17273.587890625","17273.587890625","17273.587890625"
"3600","8775.677734375","8775.677734375","8775.677734375"
"3620","7784.41943359375","7784.41943359375","7784.41943359375"
"3640","10954.7744140625","10954.7744140625","10954.7744140625"
"3660","7461.357421875","7461.357421875","7461.357421875"
"3680","9237.0087890625","9237.0087890625","9237.0087890625"
"3700","11984.0966796875","11984.0966796875","11984.0966796875"
"3720","10480.900390625","10480.900390625","10480.900390625"
"3740","14372.8447265625","14372.8447265625","14372.8447265625"
"3760","8250.0576171875","8250.0576171875","8250.0576171875"
"3780","7149.75146484375","7149.75146484375","7149.75146484375"
"3800","8870.6552734375","8870.6552734375","8870.6552734375"
"3820","12020.8095703125","12020.8095703125","12020.8095703125"
"3840","12517.4306640625","12517.4306640625","12517.4306640625"
"3860","18300.18359375","18300.18359375","18300.18359375"
"3880","8070.8505859375","8070.8505859375","8070.8505859375"
"3900","10407.001953125","10407.001953125","10407.001953125"
"3920","11387.93359375","11387.93359375","11387.93359375"
"3940","12080.484375","12080.484375","12080.484375"
"3960","6252.8662109375","6252.8662109375","6252.8662109375"
"3980","7914.30908203125","7914.30908203125","7914.30908203125"
"4000","12192.4658203125","12192.4658203125","12192.4658203125"
"4020","8917.1767578125","8917.1767578125","8917.1767578125"
"4040","10084.1396484375","10084.1396484375","10084.1396484375"
"4060","8656.6005859375","8656.6005859375","8656.6005859375"
"4080","9346.9697265625","9346.9697265625","9346.9697265625"
"4100","11317.4140625","11317.4140625","11317.4140625"
"4120","10136.6640625","10136.6640625","10136.6640625"
"4140","9844.916015625","9844.916015625","9844.916015625"
"4160","10684.38671875","10684.38671875","10684.38671875"
"4180","13904.984375","13904.984375","13904.984375"
"4200","11049.6494140625","11049.6494140625","11049.6494140625"
"4220","7228.421875","7228.421875","7228.421875"
"4240","15912.5830078125","15912.5830078125","15912.5830078125"
"4260","9687.8603515625","9687.8603515625","9687.8603515625"
"4280","13703.9384765625","13703.9384765625","13703.9384765625"
"4300","16221.353515625","16221.353515625","16221.353515625"
"4320","8001.76171875","8001.76171875","8001.76171875"
"4340","9252.935546875","9252.935546875","9252.935546875"
"4360","12103.248046875","12103.248046875","12103.248046875"
"4380","12652.142578125","12652.142578125","12652.142578125"
"4400","10529.8828125","10529.8828125","10529.8828125"
"4420","9773.234375","9773.234375","9773.234375"
"4440","8035.880859375","8035.880859375","8035.880859375"
"4460","10367.076171875","10367.076171875","10367.076171875"
"4480","10121.8193359375","10121.8193359375","10121.8193359375"
"4500","17116.056640625","17116.056640625","17116.056640625"
"4520","9736.3642578125","9736.3642578125","9736.3642578125"
"4540","8289.2412109375","8289.2412109375","8289.2412109375"
"4560","12738.763671875","12738.763671875","12738.763671875"
"4580","11354.6162109375","11354.6162109375","11354.6162109375"
"4600","9640.5791015625","9640.5791015625","9640.5791015625"
"4620","12558.375","12558.375","12558.375"
"4640","7887.00146484375","7887.00146484375","7887.00146484375"
"4660","11341.0791015625","11341.0791015625","11341.0791015625"
"4680","9378.875","9378.875","9378.875"
"4700","10553.060546875","10553.060546875","10553.060546875"
"4720","13305.001953125","13305.001953125","13305.001953125"
"4740","9529.0419921875","9529.0419921875","9529.0419921875"
"4760","8077.8818359375","8077.8818359375","8077.8818359375"
"4780","8557.9501953125","8557.9501953125","8557.9501953125"
"4800","10252.09765625","10252.09765625","10252.09765625"
"4820","7219.42578125","7219.42578125","7219.42578125"
"4840","10383.5458984375","10383.5458984375","10383.5458984375"
"4860","9534.423828125","9534.423828125","9534.423828125"
"4880","8314.87109375","8314.87109375","8314.87109375"
"4900","12310.310546875","12310.310546875","12310.310546875"
"4920","10130.8916015625","10130.8916015625","10130.8916015625"
"4940","11540.9765625","11540.9765625","11540.9765625"
"4960","8157.25537109375","8157.25537109375","8157.25537109375"
"4980","10608.2431640625","10608.2431640625","10608.2431640625"
"5000","13628.6103515625","13628.6103515625","13628.6103515625"
"5020","8654.1630859375","8654.1630859375","8654.1630859375"
"5040","7098.98681640625","7098.98681640625","7098.98681640625"
"5060","8156.9326171875","8156.9326171875","8156.9326171875"
"5080","8241.79296875","8241.79296875","8241.79296875"
"5100","10215.248046875","10215.248046875","10215.248046875"
"5120","12703.8271484375","12703.8271484375","12703.8271484375"
"5140","7151.64892578125","7151.64892578125","7151.64892578125"
"5160","17599.0546875","17599.0546875","17599.0546875"
"5180","9440.3623046875","9440.3623046875","9440.3623046875"
"5200","7343.2099609375","7343.2099609375","7343.2099609375"
"5220","9518.1162109375","9518.1162109375","9518.1162109375"
"5240","8852.720703125","8852.720703125","8852.720703125"
"5260","12964.3076171875","12964.3076171875","12964.3076171875"
"5280","13027.2880859375","13027.2880859375","13027.2880859375"
"5300","6352.7958984375","6352.7958984375","6352.7958984375"
"5320","10293.654296875","10293.654296875","10293.654296875"
"5340","10029.6201171875","10029.6201171875","10029.6201171875"
"5360","8484.5283203125","8484.5283203125","8484.5283203125"
"5380","9291.705078125","9291.705078125","9291.705078125"
"5400","9799.9853515625","9799.9853515625","9799.9853515625"
"5420","14411.6376953125","14411.6376953125","14411.6376953125"
"5440","10119.40625","10119.40625","10119.40625"
"5460","9718.197265625","9718.197265625","9718.197265625"
"5480","9086.771484375","9086.771484375","9086.771484375"
"5500","9448.9775390625","9448.9775390625","9448.9775390625"
"5520","11183.0546875","11183.0546875","11183.0546875"
"5540","11432.0986328125","11432.0986328125","11432.0986328125"
"5560","10109.375","10109.375","10109.375"
"5580","7304.6455078125","7304.6455078125","7304.6455078125"
"5600","10016.2626953125","10016.2626953125","10016.2626953125"
"5620","10967.9169921875","10967.9169921875","10967.9169921875"
"5640","13578.970703125","13578.970703125","13578.970703125"
"5660","11197.06640625","11197.06640625","11197.06640625"
"5680","9605.376953125","9605.376953125","9605.376953125"
"5700","10401.8671875","10401.8671875","10401.8671875"
"5720","11969.775390625","11969.775390625","11969.775390625"
"5740","10815.095703125","10815.095703125","10815.095703125"
"5760","18485.107421875","18485.107421875","18485.107421875"
"5780","11605.5986328125","11605.5986328125","11605.5986328125"
"5800","6858.01708984375","6858.01708984375","6858.01708984375"
"5820","9047.576171875","9047.576171875","9047.576171875"
"5840","8986.8515625","8986.8515625","8986.8515625"
"5860","6517.61328125","6517.61328125","6517.61328125"
"5880","9391.4169921875","9391.4169921875","9391.4169921875"
"5900","6519.5810546875","6519.5810546875","6519.5810546875"
"5920","9228.0751953125","9228.0751953125","9228.0751953125"
"5940","13797.6748046875","13797.6748046875","13797.6748046875"
"5960","13162.5654296875","13162.5654296875","13162.5654296875"
"5980","15196.7451171875","15196.7451171875","15196.7451171875"
"6000","6206.015625","6206.015625","6206.015625"
"6020","9152.3232421875","9152.3232421875","9152.3232421875"
"6040","11910.865234375","11910.865234375","11910.865234375"
"6060","8542.099609375","8542.099609375","8542.099609375"
"6080","8477.7236328125","8477.7236328125","8477.7236328125"
"6100","10939.5009765625","10939.5009765625","10939.5009765625"
"6120","9335.021484375","9335.021484375","9335.021484375"
"6140","8833.08203125","8833.08203125","8833.08203125"
"6160","5896.01416015625","5896.01416015625","5896.01416015625"
"6180","12007.078125","12007.078125","12007.078125"
"6200","10495.5693359375","10495.5693359375","10495.5693359375"
"6220","5748.37939453125","5748.37939453125","5748.37939453125"
"6240","7701.94873046875","7701.94873046875","7701.94873046875"
"6260","6189.40478515625","6189.40478515625","6189.40478515625"
"6280","9367.099609375","9367.099609375","9367.099609375"
"6300","7930.98193359375","7930.98193359375","7930.98193359375"
"6320","7838.6591796875","7838.6591796875","7838.6591796875"
"6340","10255.328125","10255.328125","10255.328125"
"6360","9414.619140625","9414.619140625","9414.619140625"
"6380","11694.7294921875","11694.7294921875","11694.7294921875"
"6400","15949.310546875","15949.310546875","15949.310546875"
"6420","13417.2333984375","13417.2333984375","13417.2333984375"
"6440","16790.779296875","16790.779296875","16790.779296875"
"6460","13044.69140625","13044.69140625","13044.69140625"
"6480","10401.66796875","10401.66796875","10401.66796875"
"6500","11804.2998046875","11804.2998046875","11804.2998046875"
"6520","5993.54443359375","5993.54443359375","5993.54443359375"
"6540","10073.4384765625","10073.4384765625","10073.4384765625"
"6560","9826.220703125","9826.220703125","9826.220703125"
"6580","6806.408203125","6806.408203125","6806.408203125"
"6600","8946.271484375","8946.271484375","8946.271484375"
"6620","8521.8994140625","8521.8994140625","8521.8994140625"
"6640","11077.4287109375","11077.4287109375","11077.4287109375"
"6660","13075.6962890625","13075.6962890625","13075.6962890625"
"6680","11186.14453125","11186.14453125","11186.14453125"
"6700","11606.2041015625","11606.2041015625","11606.2041015625"
"6720","8247.6240234375","8247.6240234375","8247.6240234375"
"6740","9858.2275390625","9858.2275390625","9858.2275390625"
"6760","7484.77392578125","7484.77392578125","7484.77392578125"
"6780","8948.705078125","8948.705078125","8948.705078125"
"6800","8615.7587890625","8615.7587890625","8615.7587890625"
"6820","10544.19140625","10544.19140625","10544.19140625"
"6840","6889.04736328125","6889.04736328125","6889.04736328125"
"6860","8379.8359375","8379.8359375","8379.8359375"
"6880","8172.037109375","8172.037109375","8172.037109375"
"6900","14099.74609375","14099.74609375","14099.74609375"
"6920","9917.2880859375","9917.2880859375","9917.2880859375"
"6940","7439.55859375","7439.55859375","7439.55859375"
"6960","7227.3955078125","7227.3955078125","7227.3955078125"
"6980","13432.6181640625","13432.6181640625","13432.6181640625"
"7000","16533.376953125","16533.376953125","16533.376953125"
"7020","8283.6376953125","8283.6376953125","8283.6376953125"
"7040","9494.595703125","9494.595703125","9494.595703125"
"7060","9406.6982421875","9406.6982421875","9406.6982421875"
"7080","10109.677734375","10109.677734375","10109.677734375"
"7100","9675.9541015625","9675.9541015625","9675.9541015625"
"7120","10240.65234375","10240.65234375","10240.65234375"
"7140","10140.759765625","10140.759765625","10140.759765625"
"7160","8332.1142578125","8332.1142578125","8332.1142578125"
"7180","9860.9091796875","9860.9091796875","9860.9091796875"
"7200","8114.8623046875","8114.8623046875","8114.8623046875"
"7220","9261.6337890625","9261.6337890625","9261.6337890625"
"7240","8186.8505859375","8186.8505859375","8186.8505859375"
"7260","7885.49951171875","7885.49951171875","7885.49951171875"
"7280","10178.552734375","10178.552734375","10178.552734375"
"7300","7136.263671875","7136.263671875","7136.263671875"
"7320","6946.5859375","6946.5859375","6946.5859375"
"7340","13619.7587890625","13619.7587890625","13619.7587890625"
"7360","7839.87451171875","7839.87451171875","7839.87451171875"
"7380","13993.2099609375","13993.2099609375","13993.2099609375"
"7400","9113.177734375","9113.177734375","9113.177734375"
"7420","12344.4345703125","12344.4345703125","12344.4345703125"
"7440","8750.904296875","8750.904296875","8750.904296875"
"7460","8842.1796875","8842.1796875","8842.1796875"
"7480","13161.6220703125","13161.6220703125","13161.6220703125"
"7500","11170.318359375","11170.318359375","11170.318359375"
"7520","10380.75390625","10380.75390625","10380.75390625"
"7540","12794.3203125","12794.3203125","12794.3203125"
"7560","11158.7783203125","11158.7783203125","11158.7783203125"
"7580","12958.3896484375","12958.3896484375","12958.3896484375"
"7600","8491.5009765625","8491.5009765625","8491.5009765625"
"7620","11408.865234375","11408.865234375","11408.865234375"
"7640","8682.1181640625","8682.1181640625","8682.1181640625"
"7660","9453.2431640625","9453.2431640625","9453.2431640625"
"7680","11582.357421875","11582.357421875","11582.357421875"
"7700","7871.45263671875","7871.45263671875","7871.45263671875"
"7720","10870.7568359375","10870.7568359375","10870.7568359375"
"7740","9174.3232421875","9174.3232421875","9174.3232421875"
"7760","12662.5869140625","12662.5869140625","12662.5869140625"
"7780","9923.466796875","9923.466796875","9923.466796875"
"7800","11232.625","11232.625","11232.625"
"7820","9746.130859375","9746.130859375","9746.130859375"
"7840","6993.42529296875","6993.42529296875","6993.42529296875"
"7860","7278.95166015625","7278.95166015625","7278.95166015625"
"7880","8585.91796875","8585.91796875","8585.91796875"
"7900","7757.49609375","7757.49609375","7757.49609375"
"7920","9664.3271484375","9664.3271484375","9664.3271484375"
"7940","10319.7666015625","10319.7666015625","10319.7666015625"
"7960","10138.6650390625","10138.6650390625","10138.6650390625"
"7980","10188.05859375","10188.05859375","10188.05859375"
"8000","10290.087890625","10290.087890625","10290.087890625"
"8020","9989.767578125","9989.767578125","9989.767578125"
"8040","9666.0380859375","9666.0380859375","9666.0380859375"
"8060","9049.76953125","9049.76953125","9049.76953125"
"8080","8378.283203125","8378.283203125","8378.283203125"
"8100","10515.2470703125","10515.2470703125","10515.2470703125"
"8120","12984.783203125","12984.783203125","12984.783203125"
"8140","12620.1494140625","12620.1494140625","12620.1494140625"
"8160","8534.6865234375","8534.6865234375","8534.6865234375"
"8180","8458.9140625","8458.9140625","8458.9140625"
"8200","7329.90869140625","7329.90869140625","7329.90869140625"
"8220","8643.0537109375","8643.0537109375","8643.0537109375"
"8240","10319.9404296875","10319.9404296875","10319.9404296875"
"8260","10619.9677734375","10619.9677734375","10619.9677734375"
"8280","17948.76953125","17948.76953125","17948.76953125"
"8300","10231.4072265625","10231.4072265625","10231.4072265625"
"8320","10245.0986328125","10245.0986328125","10245.0986328125"
"8340","12722.4462890625","12722.4462890625","12722.4462890625"
"8360","6644.35400390625","6644.35400390625","6644.35400390625"
"8380","10818.7451171875","10818.7451171875","10818.7451171875"
"8400","7447.359375","7447.359375","7447.359375"
"8420","9302.4521484375","9302.4521484375","9302.4521484375"
"8440","10117.3466796875","10117.3466796875","10117.3466796875"
"8460","13819.630859375","13819.630859375","13819.630859375"
"8480","9053.232421875","9053.232421875","9053.232421875"
"8500","7463.85546875","7463.85546875","7463.85546875"
"8520","14071.7939453125","14071.7939453125","14071.7939453125"
"8540","8052.47412109375","8052.47412109375","8052.47412109375"
"8560","10489.927734375","10489.927734375","10489.927734375"
"8580","8263.197265625","8263.197265625","8263.197265625"
"8600","9027.412109375","9027.412109375","9027.412109375"
"8620","9369.6865234375","9369.6865234375","9369.6865234375"
"8640","9693.6552734375","9693.6552734375","9693.6552734375"
"8660","8216.404296875","8216.404296875","8216.404296875"
"8680","8945.93359375","8945.93359375","8945.93359375"
"8700","10293.3720703125","10293.3720703125","10293.3720703125"
"8720","9085.8349609375","9085.8349609375","9085.8349609375"
"8740","12584.068359375","12584.068359375","12584.068359375"
"8760","12172.0166015625","12172.0166015625","12172.0166015625"
"8780","9407.8564453125","9407.8564453125","9407.8564453125"
"8800","7238.9443359375","7238.9443359375","7238.9443359375"
"8820","8938.447265625","8938.447265625","8938.447265625"
"8840","7641.7265625","7641.7265625","7641.7265625"
"8860","6332.2255859375","6332.2255859375","6332.2255859375"
"8880","6216.68408203125","6216.68408203125","6216.68408203125"
"8900","10924.1884765625","10924.1884765625","10924.1884765625"
"8920","11077.5478515625","11077.5478515625","11077.5478515625"
"8940","6502.35791015625","6502.35791015625","6502.35791015625"
"8960","7527.048828125","7527.048828125","7527.048828125"
"8980","10308.732421875","10308.732421875","10308.732421875"
"9000","8950.03515625","8950.03515625","8950.03515625"
"9020","10445.033203125","10445.033203125","10445.033203125"
"9040","9994.8798828125","9994.8798828125","9994.8798828125"
"9060","7902.8447265625","7902.8447265625","7902.8447265625"
"9080","9137.421875","9137.421875","9137.421875"
"9100","8135.1484375","8135.1484375","8135.1484375"
"9120","11340.3330078125","11340.3330078125","11340.3330078125"
"9140","11411.3486328125","11411.3486328125","11411.3486328125"
"9160","10234.2568359375","10234.2568359375","10234.2568359375"
"9180","6595.3466796875","6595.3466796875","6595.3466796875"
"9200","7490.5771484375","7490.5771484375","7490.5771484375"
"9220","6770.88427734375","6770.88427734375","6770.88427734375"
"9240","7993.8525390625","7993.8525390625","7993.8525390625"
"9260","8384.947265625","8384.947265625","8384.947265625"
"9280","9148.0703125","9148.0703125","9148.0703125"
"9300","9476.96875","9476.96875","9476.96875"
"9320","8565.4326171875","8565.4326171875","8565.4326171875"
"9340","9528.7958984375","9528.7958984375","9528.7958984375"
"9360","9750.158203125","9750.158203125","9750.158203125"
"9380","8985.8056640625","8985.8056640625","8985.8056640625"
"9400","12081.9033203125","12081.9033203125","12081.9033203125"
"9420","11344.0478515625","11344.0478515625","11344.0478515625"
"9440","10522.3173828125","10522.3173828125","10522.3173828125"
"9460","7112.28515625","7112.28515625","7112.28515625"
"9480","10559.8603515625","10559.8603515625","10559.8603515625"
"9500","11102.95703125","11102.95703125","11102.95703125"
"9520","8074.16162109375","8074.16162109375","8074.16162109375"
"9540","13256.5234375","13256.5234375","13256.5234375"
"9560","13151.322265625","13151.322265625","13151.322265625"
"9580","12984.4228515625","12984.4228515625","12984.4228515625"
"9600","7950.32373046875","7950.32373046875","7950.32373046875"
"9620","9094.02734375","9094.02734375","9094.02734375"
"9640","6078.90576171875","6078.90576171875","6078.90576171875"
"9660","8785.76953125","8785.76953125","8785.76953125"
"9680","9062.3662109375","9062.3662109375","9062.3662109375"
"9700","7098.37939453125","7098.37939453125","7098.37939453125"
"9720","9644.2998046875","9644.2998046875","9644.2998046875"
"9740","10691.5908203125","10691.5908203125","10691.5908203125"
"9760","7153.9921875","7153.9921875","7153.9921875"
"9780","10388.79296875","10388.79296875","10388.79296875"
"9800","7250.701171875","7250.701171875","7250.701171875"
"9820","10393.099609375","10393.099609375","10393.099609375"
"9840","8497.47265625","8497.47265625","8497.47265625"
"9860","5468.72216796875","5468.72216796875","5468.72216796875"
"9880","10391.0888671875","10391.0888671875","10391.0888671875"
"9900","9527.1962890625","9527.1962890625","9527.1962890625"
"9920","10113.205078125","10113.205078125","10113.205078125"
"9940","8154.43701171875","8154.43701171875","8154.43701171875"
"9960","7789.4912109375","7789.4912109375","7789.4912109375"
"9980","8933.3466796875","8933.3466796875","8933.3466796875"
"10000","8283.943359375","8283.943359375","8283.943359375"
"10020","8925.7822265625","8925.7822265625","8925.7822265625"
